,feature,class,86,94,110,112,117,Control,73,76,89,93,195,196,iKO,iKO vs. CON,iKO vs. CON,63,80,83,108,116,G519R,G519R vs. CON,G519R vs. CON,248,249,255,257,Lrig1-D3,Lrig-D3 vs. CON,Lrig-D3 vs. CON,ALI,Lipid,
,fullname,,VilERT-G519R-86,VilERT-G519R-94,VilERT-G519R-110,VilERT-G519R-112,VilERT-G519R-117,,VilERT-M5B-73,VilERT-M5B-76,VilERT-G519R-89,VilERT-G519R-93,Lrig-M5B-195,Lrig-M5B-196,,,,VilERT-G519R-63,VilERT-G519R-80,VilERT-G519R-83,VilERT-G519R-108,VilERT-G519R-116,,,,Lrig1-M5B-248,Lrig1-M5B-249,Lrig1-M5B-255,Lrig1-M5B-257,,,,H655ALI,H655Lipid,H655
No.,cohort,,Control,Control,Control,Control,Control,Average,iKO,iKO,iKO,iKO,iKO,iKO,Average,"Fold change (log, base 2)",P-value,G519R,G519R,G519R,G519R,G519R,Average,"Fold change (log, base 2)",P-value,Lrig1-D3,Lrig1-D3,Lrig1-D3,Lrig1-D3,Average,"Fold change (log, base 2)",P-value,DGAT-ALI,DGAT-Lipid,"Fold change (log, base 2)"
269,LPE 18:1;0,LPE,7.713479996,2.779799938,2.566839933,4.322179794,7.053120136,4.88708396,16.26479912,15.08520031,6.258369923,3.607860088,8.241129875,8.250769615,9.618021488,1.0,0.09,2.962739944,3.894330025,2.627379894,2.717070103,5.563109875,3.552925968,-0.5,0.30,2.381890059,13.23519993,2.899620056,2.081540108,5.149562538,0.1,0.92,4.581470013,3.870480061,-0.2
270,LPE 18:2;0,LPE,18.74889946,6.080930233,7.252150059,12.47280025,19.32369995,12.77569599,14.27779961,15.85499954,3.249000072,2.730139971,5.020599842,7.424960136,8.092916528,-0.7,0.22,2.13041997,2.092829943,1.092919946,1.836019993,2.208230019,1.872083974,-2.8,0.00,5.595880032,9.14041996,7.274310112,2.527519941,6.134532511,-1.1,0.09,0.293754011,0.257616013,-0.2
271,LPE 18:3;0,LPE,,,0.191346005,0.25800401,0.492879003,0.314076339,,0.664161026,,,,0.243901998,0.454031512,0.5,0.53,,,,,,0,Down,Down,,,0.221352994,,0.221352994,-0.5,NA,,,
272,LPE 20:0;0,LPE,3.512900114,1.53076005,0.692785025,1.319820046,2.256989956,1.862651038,2.716219902,2.52918005,2.453900099,1.13338995,1.71905005,1.703480005,2.042536676,0.1,0.74,1.001680017,1.722919941,1.574820042,0.614862978,1.790099978,1.340876591,-0.5,0.36,1.24770999,7.115509987,1.041110039,0.836359024,2.56017226,0.5,0.64,0.329643995,0.504962981,0.6
860,PE O-18:0;0/16:0;0,PE O-,,1.826200008,,2.023070097,2.808640003,2.21930337,26.62100029,16.05579948,22.10680008,11.1239996,19.15970039,21.05430031,19.35360003,3.1,0.00,6.330200195,7.712279797,4.74285984,2.142179966,9.563779831,6.098259926,1.5,0.06,3.406800032,22.38969994,4.497429848,9.006629944,9.82513994,2.1,0.20,,,
274,LPE 20:2;0,LPE,3.350409985,0.818810999,0.992780983,1.527740002,2.027139902,1.743376374,2.806819916,2.17847991,0.817951977,0.570075989,0.946563005,1.529739976,1.474938462,-0.2,0.65,0.338584989,0.46102199,0.274655014,0.316401005,0.475028008,0.373138201,-2.2,0.02,0.834891975,1.71984005,1.154440045,0.459100991,1.042068265,-0.7,0.26,0.163848996,0.123355001,-0.4
275,LPE 20:3;0,LPE,1.195989966,0.502113998,0.419952989,0.762374997,1.603889942,0.896864378,3.23623991,2.443870068,0.740803003,0.556448996,1.124269962,1.629119992,1.621791989,0.9,0.19,0.407294989,0.373358011,,0.247354001,0.629311025,0.414329506,-1.1,0.11,0.431109011,1.883970022,0.536312997,0.392152011,0.810886011,-0.1,0.84,0.376408994,0.283722997,-0.4
276,LPE 20:4;0,LPE,8.337510109,4.175839901,2.752759933,4.673749924,8.246170044,5.637205982,16.26119995,18.94449997,5.889309883,3.662489891,5.428319931,9.111129761,9.882824898,0.8,0.19,3.205329895,2.624079943,1.319300056,1.638610005,2.863509893,2.330165958,-1.3,0.02,3.906310081,9.351010323,5.642240047,2.642090082,5.385412633,-0.1,0.89,0.303772986,0.299461991,0.0
277,LPE 20:5;0,LPE,1.76473999,0.670017004,0.866834998,1.312749982,1.640570045,1.250982404,1.776479959,2.101039886,,0.239831001,0.455807,0.846623003,1.08395617,-0.2,0.70,0.188582003,0.185340002,,,0.215637997,0.196520001,-2.7,0.01,0.508518994,0.909642994,0.796374977,0.283697009,0.624558493,-1.0,0.05,0.151687995,0.298958987,1.0
278,LPE 22:0;0,LPE,,,,,,0,,0.270170987,0.368295014,0.168520004,0.193673998,0.222988993,0.244729799,up,Up,,,0.237375006,,0.219989002,0.228682004,Up,Up,,0.703293979,,,0.703293979,Up,Up,,,
279,LPE 22:4;0,LPE,0.447692007,0.239987999,,0.215253994,0.329836011,0.308192503,1.141420007,0.865101993,0.510435998,0.276547015,0.359477997,0.757537007,0.651753336,1.1,0.08,0.126138002,,,,0.189404994,0.157771498,-1.0,0.14,0.200622007,1.105440021,0.282918006,0.195234999,0.446053758,0.5,0.57,,,
280,LPE 22:5;0,LPE,0.572700024,0.294530004,0.203245997,0.387380004,0.628048003,0.417180806,0.897590995,1.020230055,0.478522003,0.201666996,0.222476006,0.491270989,0.551959507,0.4,0.45,,0.165487006,,0.129715994,0.176523,0.157242,-1.4,0.05,0.216625005,1.023759961,0.273097008,0.177034006,0.422628995,0.0,0.98,,,
281,LPE 22:6;0,LPE,7.166319847,3.295459986,2.694789886,4.906690121,8.330120087,5.278675985,13.16040039,12.27579975,5.456160069,2.900619984,4.060210228,6.831659794,7.447475036,0.5,0.34,2.39703989,3.11838007,1.908599973,1.255949974,2.712929964,2.278579974,-1.2,0.03,2.665220022,14.23320007,3.505179882,2.018589973,5.605547488,0.1,0.91,0.211720005,0.305393994,0.5
282,LPE 24:0;0,LPE,,,,,,0,,,,,0.165723994,,0.165723994,up,NA,,0.148392007,,,0.158611998,0.153502002,Up,Up,,,,,0,NA,NA,,0.126479,#DIV/0!
283,LPE O-16:0;0,LPE O-,0.891941011,0.466513008,,0.170107007,0.384209007,0.478192508,0.394172996,0.369318008,0.398054987,0.185872003,0.232280001,0.246923,0.304436833,-0.7,0.21,0.105448,0.412645012,0.473681003,0.181058004,0.270029008,0.288572206,-0.7,0.26,0.154062003,1.862769961,,,1.008415982,1.1,0.41,0.118744001,1.184200048,3.3
284,LPE O-16:1;0,LPE O-,1.279710054,1.230209947,0.272004992,0.602680027,0.733075976,0.823536199,1.735880017,2.746459961,2.853800058,0.794669986,0.308369011,0.714910984,1.52568167,0.9,0.21,0.179287001,0.553339005,0.394140989,0.310775995,0.697512984,0.427011195,-0.9,0.10,0.455671996,11.42669964,0.377783,0.414454997,3.168652408,1.9,0.37,3.447429895,1.844789982,-0.9
285,LPE O-18:0;0,LPE O-,7.128610134,3.067549944,1.015759945,1.52323997,3.528569937,3.252745986,5.02959013,3.724339962,6.328919888,2.173969984,3.195869923,3.383510113,3.9727,0.3,0.56,1.426460028,6.10461998,6.609899998,1.670179963,4.221419811,4.006515956,0.3,0.63,1.42019999,18.32620049,1.224539995,1.503749967,5.618672609,0.8,0.56,0.147724003,1.076910019,2.9
286,LPE O-18:1;0,LPE O-,2.224410057,1.347219944,0.3046,0.852889001,1.205780029,1.186979806,4.522220135,4.444849968,6.56829977,1.852519989,1.217450023,2.005189896,3.435088297,1.5,0.05,0.569235981,1.713000059,1.455150008,0.837953985,2.313760042,1.377820015,0.2,0.68,0.626860023,17.69079971,0.573436975,0.772008002,4.915776178,2.1,0.35,3.548199892,1.909719944,-0.9
287,LPE O-18:2;0,LPE O-,1.471439958,0.721861005,0.400727004,0.70966202,1.325309992,0.925799996,1.506870031,1.885450006,1.84958005,0.688133001,0.575483024,0.788769007,1.215714186,0.4,0.40,0.429885,0.823493004,0.464756995,0.41564101,0.749109983,0.576577199,-0.7,0.15,0.444072008,4.513929844,0.490777999,0.379290015,1.457017466,0.7,0.58,1.386929989,0.808820009,-0.8
288,LPE O-20:0;0,LPE O-,5.711430073,2.648940086,0.959978998,1.588889956,3.548389912,2.891525805,5.702189922,5.271369934,9.358369827,3.508759975,4.279319763,4.275889874,5.399316549,0.9,0.07,1.633100033,6.765590191,7.090620041,1.957739949,6.161769867,4.721764016,0.7,0.25,1.722280025,14.76539993,1.456949949,1.851469994,4.949024975,0.8,0.52,,,
289,LPE O-20:1;0,LPE O-,1.117310047,0.844124973,0.234042004,0.538387001,0.771230996,0.701019004,2.319139957,2.502110004,5.492980003,1.644649982,1.084810019,1.328940034,2.395438333,1.8,0.05,0.515500009,1.467880011,1.153290033,0.754335999,1.954429984,1.169087207,0.7,0.15,0.432399005,6.592179775,0.369594991,0.561379015,1.988888197,1.5,0.37,0.507035971,0.215296,-1.2
290,LPE O-20:2;0,LPE O-,0.440135002,0.179323003,,0.237671003,0.321045995,0.294543751,,0.424304992,0.436289012,0.185118005,0.167557001,0.191452995,0.280944401,-0.1,0.88,0.104777001,0.240878999,0.181457996,0.117556997,0.279406995,0.184815598,-0.7,0.12,,0.942611992,,,0.942611992,1.7,NA,0.129550993,0.077690899,-0.7
291,LPE O-22:0;0,LPE O-,1.312260032,0.474343002,0.204692006,0.44787699,0.864925027,0.660819411,1.373510003,1.351629972,2.188719988,0.860414982,0.920612991,1.004410028,1.283216327,1.0,0.06,0.432898015,1.49695003,1.144840002,0.440492004,1.654600024,1.033956015,0.6,0.28,0.420161009,2.519540071,0.335388988,0.447369009,0.930614769,0.5,0.62,,,
292,LPE O-22:1;0,LPE O-,0.432558,0.250974,,0.154411003,0.279487997,0.27935775,0.637130976,0.577687025,1.105759978,0.348870993,0.344078988,0.353377014,0.561150829,1.0,0.11,0.160117999,0.477436006,0.486012995,0.154515997,0.609395981,0.377495795,0.4,0.43,,1.532870054,,0.192684993,0.862777524,1.6,0.24,0.289914012,0.141460001,-1.0
293,LPE O-22:2;0,LPE O-,,,,,,0,,,,0.135481,,,0.135481,up,Up,,,,,,0,NA,NA,,0.868725002,,,0.868725002,Up,Up,0.158861995,,
294,LPE O-24:0;0,LPE O-,0.453848988,,,0.179444,0.298819005,0.310703998,0.384079993,0.432411999,0.612393975,0.214747995,0.247158006,0.266250998,0.359507161,0.2,0.65,0.124410003,0.461447001,0.293686986,,0.49821499,0.344439745,0.1,0.79,,,,,0,Down,Down,,,
295,LPE O-24:1;0,LPE O-,0.702409029,0.170541003,,0.187450007,0.394555986,0.363739006,0.558203995,0.448628008,0.606271982,0.266259998,0.393613011,0.396328986,0.44488433,0.3,0.51,0.134005994,0.532172024,0.478626996,,0.578154027,0.43073976,0.2,0.69,,1.059710026,,,1.059710026,1.5,NA,0.338663012,0.272074014,-0.3
296,LPE O-24:2;0,LPE O-,,,,,,0,,,,0.130816996,,,0.130816996,up,NA,,0.179012999,,,0.223051995,0.201032497,Up,Up,,,,,0,NA,NA,0.579858005,0.223617002,-1.4
297,LPG 16:0;0,LPG,1.113800049,0.391793013,0.26056999,0.44986999,0.608672976,0.564941204,5.867640018,8.666780472,0.811868012,0.533692002,0.758530974,2.757780075,3.232715259,2.5,0.11,0.279769003,0.216159999,0.238123998,,0.766138017,0.375047754,-0.6,0.38,0.568758011,7.132289886,0.45412001,0.541359007,2.174131729,1.9,0.31,0.121002004,,
298,LPG 16:1;0,LPG,,,,,,0,,0.144355997,,,0.092298001,,0.118326999,up,NA,,,,,,0,NA,NA,,,,,0,NA,NA,0.100207001,,
299,LPG 18:0;0,LPG,0.371528,0.194413006,,0.125355005,0.178871006,0.217541754,0.829554021,0.72044301,0.355580002,0.209240004,0.359165013,0.358117014,0.472016511,1.1,0.09,0.101334997,0.217830002,0.156164005,,0.219430998,0.173690001,-0.3,0.50,0.152697995,1.818410039,0.116316997,0.127278998,0.553676007,1.3,0.46,0.142514005,0.085135102,-0.7
786,PE O-16:0;0/20:2;0,PE O-,0.202017993,0.113288,,,,0.157652996,1.633119941,1.414199948,1.803979993,0.673587024,1.351660013,1.370380044,1.374487827,3.1,0.01,0.179291993,0.454493999,0.396283001,0.322333992,0.997659981,0.470012593,1.6,0.24,,1.094720006,0.135350004,0.297605008,0.509225006,1.7,0.43,0.343851,1.903720021,2.5
301,LPG 18:2;0,LPG,1.86868,1.039809942,0.757645011,1.278049946,2.075119972,1.403860974,2.90557003,3.299060106,1.424600005,1.244070053,2.031569958,1.608739972,2.085601687,0.6,0.16,0.849057019,0.635836005,0.379761994,0.378639013,1.176570058,0.683972818,-1.0,0.04,1.073279977,2.07723999,1.465309978,1.038400054,1.4135575,0.0,0.98,0.115776002,,
302,LPG 18:3;0,LPG,,,,,,0,,0.149349004,,,,,0.149349004,up,NA,,,,,,0,NA,NA,,,,,0,NA,NA,,,
303,LPG 20:3;0,LPG,,,,,,0,,0.141917005,,,,,0.141917005,up,NA,,,,,,0,NA,NA,,,,,0,NA,NA,,,
304,LPG 20:4;0,LPG,,0.106091,,,,0.106091,0.424144,0.628309011,0.871110022,0.217355996,0.166719005,0.260118008,0.42795934,2.0,Up,0.103781998,0.199538007,,0.124853998,0.325780988,0.188488748,0.8,NA,,,0.137036994,0.169039994,0.153038494,0.5,NA,,,
305,LPG 22:4;0,LPG,,,,,,0,,,0.262306005,,,,0.262306005,up,NA,,,,,,0,NA,NA,,,,,0,NA,NA,,,
306,LPG 22:5;0,LPG,0.181039006,0.124509998,,0.117714003,0.193263993,0.15413175,,0.244771004,0.33148399,0.114780001,,,0.230344998,0.6,0.24,0.071692899,0.140752003,,,0.138359994,0.116934965,-0.4,0.27,,,,0.146139994,0.146139994,-0.1,NA,,,
307,LPG 22:6;0,LPG,5.517720222,2.853359938,1.714259982,2.611170053,4.919789791,3.523259997,4.682159901,5.703340054,2.501689911,2.452510118,1.910619974,1.808959961,3.176546653,-0.1,0.73,2.839950085,2.214220047,0.858515024,0.567185998,2.048860073,1.705746245,-1.0,0.06,2.217720032,2.46687007,3.158139944,3.651160002,2.873472512,-0.3,0.48,0.431118011,0.320504993,-0.4
308,LPI 16:0;0,LPI,18.06419945,,,,9.306750298,13.68547487,10.81120014,9.75053978,,,,,10.28086996,-0.4,0.52,,,,,,0,Down,Down,,22.06340027,,,22.06340027,0.7,NA,,,
309,LPI 18:0;0,LPI,94.604599,25.25779915,11.85499954,22.49679947,31.38829994,37.12049942,59.40029907,48.99079895,40.03779984,17.12779999,21.00690079,27.77809906,35.72361628,-0.1,0.93,9.018779755,19.22019958,15.26980019,7.244160175,14.06120014,12.96282797,-1.5,0.14,14.34150028,114.6279984,9.68626976,14.40849972,38.26606703,0.0,0.97,4.061789989,3.042920113,-0.4
1218,PS 18:1;0_20:1;0,PS,2.503629923,0.838744998,0.701888978,0.792841017,1.936759949,1.354772973,17.05150032,12.26739979,18.07360077,5.254209995,8.491049767,9.685290337,11.80384183,3.1,0.00,2.423449993,5.114019871,2.38579011,2.052469969,8.128580093,4.020862007,1.6,0.06,0.893499017,10.2840004,1.500839949,2.63973999,3.829519838,1.5,0.25,12.35229969,10.04889965,-0.3
311,LPI 18:2;0,LPI,5.659969807,2.604530096,3.321190119,5.702209949,9.319629669,5.321505928,13.64649963,16.79649925,6.403810024,4.076330185,5.704549789,6.281559944,8.818208138,0.7,0.20,2.298379898,2.982830048,1.682629943,2.210510015,3.963059902,2.627481961,-1.0,0.06,2.944730043,3.753129959,3.510119915,2.197659969,3.101409972,-0.8,0.15,0.208709002,0.176929995,-0.2
312,LPI 18:3;0,LPI,,,,,,0,0.550014019,0.779664993,,,,,0.664839506,up,NA,,,,,,0,NA,NA,,,,,0,NA,NA,,,
313,LPI 20:2;0,LPI,,,,,,0,0.778795004,0.703740001,,,0.322126001,0.373293996,0.54448875,up,Up,,,,,0.376002014,0.376002014,Up,Up,,,,,0,NA,NA,0.345912993,0.325706989,-0.1
314,LPI 20:3;0,LPI,2.878730059,2.014859915,3.336489916,2.726170063,4.380579948,3.06736598,12.36330032,10.18970013,4.259960175,2.883480072,5.228320122,6.440909863,6.894278447,1.2,0.05,2.466439962,2.928980112,2.079900026,3.315429926,5.285950184,3.215340042,0.1,0.83,2.811389923,3.423209906,2.502759933,5.168600082,3.476489961,0.2,0.57,2.453239918,,
315,LPI 20:4;0,LPI,13.94810009,7.330029964,5.885179996,8.757619858,18.40559959,10.8653059,39.19829941,43.13809967,19.76810074,10.65079975,14.85879993,21.10980034,24.78731664,1.2,0.06,7.478789806,11.4059,7.524439812,7.996560097,13.09440041,9.500018024,-0.2,0.61,7.813789845,11.16930008,10.35219955,6.518700123,8.9634974,-0.3,0.52,0.384752005,0.387122989,0.0
316,LPI 20:5;0,LPI,0.917928994,0.483139992,0.878920972,1.077600002,1.519729972,0.975463986,2.639820099,2.962440014,0.644707024,0.505792022,1.002760053,1.267169952,1.503781527,0.6,0.31,0.372999996,0.770747006,0.385134012,0.218467996,0.727881014,0.495046005,-1.0,0.04,0.587466002,,0.762699008,0.496098995,0.615421335,-0.7,0.17,,,
317,LPI 22:4;0,LPI,,,,,,0,,0.464666992,,,,,0.464666992,up,NA,,,,,0.205504999,0.205504999,Up,Up,,,,,0,NA,NA,,,
318,LPI 22:5;0,LPI,,,,,,0,0.793314993,0.769640028,,,,0.412122995,0.658359339,up,Up,,0.234531999,,,0.226986006,0.230759002,Up,Up,,,,,0,NA,NA,,,
404,PC 16:1;0_16:1;0,PC,0.189604998,0.090073198,0.216541007,0.196998999,0.431620985,0.224967837,3.0761199,2.664220095,,0.662196994,1.637420058,1.708349943,1.949661398,3.1,0.00,0.440486014,,0.461295992,,2.127439976,1.009740661,2.2,0.11,0.137976006,,0.267230004,0.928525984,0.444577331,1.0,0.30,6.582520008,3.625400066,-0.9
320,LPS 18:0;0,LPS,6.093110085,4.382100105,0.921178997,2.09510994,2.486979961,3.195695817,7.259570122,5.319079876,9.321640015,2.419359922,4.287199974,4.210859776,5.469618281,0.8,0.13,1.618720055,3.848639965,3.999239922,1.058650017,3.292010069,2.763452005,-0.2,0.70,2.550390005,32.82929993,1.85078001,1.281990051,9.628114998,1.6,0.38,3.15440011,1.097540021,-1.5
321,LPS 18:1;0,LPS,,,,,,0,6.119679928,6.722949982,6.657939911,2.953289986,6.475039959,2.945960045,5.312476635,up,Up,2.540309906,2.843950033,1.070369959,2.338730097,4.910140038,2.740700006,Up,Up,,,1.621819973,,1.621819973,Up,Up,3.990309954,2.711869955,-0.6
322,LPS 18:2;0,LPS,3.00474,1.963690042,1.64459002,2.842859983,7.354239941,3.362023997,3.500940084,4.028719902,1.501320004,1.227090001,2.532720089,2.513020039,2.55063502,-0.4,0.46,1.921800017,1.236269951,,0.73951602,1.692770004,1.397588998,-1.3,0.14,1.871989965,,3.58446002,1.876219988,2.444223324,-0.5,0.55,,,
323,LPS 20:3;0,LPS,,,,,,0,1.731050014,1.145110011,,0.730060995,1.329669952,,1.233972743,up,Up,,,,,1.245540023,1.245540023,Up,Up,,,,,0,NA,NA,,,
324,LPS 20:4;0,LPS,,,,,,0,2.534970045,3.731519938,2.969530106,1.291569948,2.731800079,2.002830029,2.543703357,up,Up,2.280369997,2.075939894,0.742285013,1.139070034,2.550199986,1.757572985,Up,Up,1.164010048,,1.604640007,,1.384325027,Up,Up,,,
896,PE O-18:1;0/18:1;0,PE O-,8.819669724,2.635109901,2.21281004,4.008430004,6.271729946,4.789549923,50.12409973,44.11579895,70.74089813,24.36260033,23.94269943,27.29529953,40.09689935,3.1,0.00,11.22459984,17.51840019,10.79459953,12.66119957,27.26779938,15.8933197,1.7,0.01,3.129849911,19.88479996,5.532629967,8.00290966,9.137547374,0.9,0.26,69.26480103,73.76229858,0.1
326,PA 14:0;0_18:0;0,PA,1.112040043,,,,,1.112040043,,,,0.909214973,0.993483007,1.088610053,0.997102678,-0.2,NA,,,,,,0,Down,Down,,,,,0,Down,Down,,,
327,PA 16:0;0_16:0;0,PA,6.438109875,1.749119997,,4.253310204,6.033740044,4.61857003,8.213210106,5.265910149,8.888680458,2.308399916,3.047849894,3.667000055,5.231841763,0.2,0.72,2.383140087,2.530770063,,1.588479996,2.457149982,2.239885032,-1.0,0.07,1.490970016,6.755050182,2.739720106,1.968719959,3.238615066,-0.5,0.42,,,
328,PA 16:0;0_16:1;0,PA,,,,,,0,,,,,,,0,NA,NA,,,,,,0,NA,NA,,,,,0,NA,NA,1.498100042,1.148990035,-0.4
1217,PS 18:1;0_20:0;0,PS,2.252739906,1.549350023,1.047999978,0.59009999,3.803989887,1.848835957,16.18120003,24.22039986,22.03269958,6.386569977,13.73390007,9.478280067,15.3388416,3.1,0.00,1.381360054,5.048689842,6.16478014,5.299540043,11.48289967,5.875453949,1.7,0.05,1.896209955,7.244760036,1.365479946,3.169070005,3.418879986,0.9,0.28,13.27589989,12.78689957,-0.1
1165,PS 16:1;0_22:1;0,PS,,0.276802987,0.348336995,,1.395889997,0.67367666,8.225979805,6.892429829,5.787819862,2.192699909,3.955019951,6.00865984,5.510434866,3.0,0.01,1.033529997,1.518839955,0.66386801,0.386575013,3.384919882,1.397546571,1.1,0.38,,5.400519848,0.819831014,1.068689942,2.429680268,1.9,0.32,1.350880027,0.842094004,-0.7
331,PA 16:0;0_18:2;0,PA,55.20029831,12.90450001,10.13860035,20.50029945,35.19150162,26.78703995,36.65530014,30.10510063,17.42589951,12.76980019,16.69799995,16.90679932,21.76014996,-0.3,0.57,13.17640018,13.32689953,6.965250015,5.996230125,8.395159721,9.571987915,-1.5,0.08,13.53349972,22.38739967,21.32649994,8.344820023,16.39805484,-0.7,0.33,,,
332,PA 16:0;0_20:1;0,PA,,,,,,0,6.401750088,,,,,3.384490013,4.89312005,up,NA,,,,,,0,NA,NA,,,,,0,NA,NA,,,
333,PA 16:0;0_20:2;0,PA,,,,,,0,,,,1.911659956,3.356050014,,2.633854985,up,NA,,,,,,0,NA,NA,,,,,0,NA,NA,,,
334,PA 16:0;0_20:3;0,PA,1.493360043,,,,,1.493360043,1.956689954,1.303529978,1.601279974,1.082929969,1.274850011,1.411790013,1.43851165,-0.1,NA,,,,,,0,Down,Down,,,,,0,Down,Down,,,
335,PA 16:0;0_20:4;0,PA,7.112959862,2.503799915,,,3.697789907,4.438183228,8.836830139,7.546490192,5.775330067,3.15602994,5.067920208,4.604420185,5.831170122,0.4,0.39,4.13037014,2.788290024,1.664319992,,,2.860993385,-0.6,0.37,1.658579946,4.980939865,3.892030001,,3.510516604,-0.3,0.61,,,
336,PA 16:1;0_18:0;0,PA,,0.361766994,,,,0.361766994,1.590430021,1.250939965,,0.661930025,0.972536981,0.925284982,1.080224395,1.6,Up,,,,,,0,Down,Down,,1.720360041,,,1.720360041,2.2,NA,4.902080059,4.48582983,-0.1
337,PA 16:1;0_18:1;0,PA,,,,,,0,,0.833905995,,,,,0.833905995,up,NA,,,,,,0,NA,NA,,,,,0,NA,NA,1.824329972,1.277130008,-0.5
338,PA 17:0;0_18:1;0,PA,,,,,,0,,,,,,,0,NA,NA,,,,,,0,NA,NA,,,,,0,NA,NA,,2.16057992,#DIV/0!
339,PA 17:0;0_18:2;0,PA,8.469739914,2.979249954,,4.642419815,6.072259903,5.540917397,,3.567909956,,2.655280113,,,3.111595035,-0.8,0.24,,,,,,0,Down,Down,1.833819985,5.550799847,1.957299948,,3.11397326,-0.8,0.22,,,
340,PA 17:0;0_20:2;0,PA,,,,2.950160027,,2.950160027,,,4.400770187,,,,4.400770187,0.6,Up,,,,,3.933880091,3.933880091,0.4,NA,,6.337470055,,,6.337470055,1.1,NA,,,
341,PA 17:1;0_17:1;0,PA,,,0.863771975,,,0.863771975,,,,,,,0,down,NA,,,,0.547235012,,0.547235012,-0.7,NA,0.566596985,,0.263785988,0.974463999,0.601615657,-0.5,NA,0.465559989,0.108974002,-2.1
342,PA 17:1;0_18:1;0,PA,0.987129986,,,,,0.987129986,5.581389904,1.327479959,8.817469597,,,2.4182899,4.53615734,2.2,Up,,,2.311939955,,,2.311939955,1.2,NA,,1.343629956,,,1.343629956,0.4,NA,,,
1224,PS 18:1;0_22:1;0,PS,0.694226027,0.503775001,,0.402978987,0.888373017,0.622338258,4.135650158,4.067130089,8.335399628,4.385640144,5.324369907,3.682430029,4.988436659,3.0,0.00,2.005320072,4.6208601,1.833809972,1.892729998,8.587450027,3.788034034,2.6,0.07,0.505176008,2.026599884,1.125519991,2.844549894,1.625461444,1.4,0.10,7.472330093,6.923860073,-0.1
344,PA 18:0;0_18:2;0,PA,71.03990173,27.53039932,16.16069984,22.51609993,44.04169846,36.25775986,46.03129959,37.32350159,28.84429932,17.6427002,24.62409973,24.19459915,29.77674993,-0.3,0.53,18.48310089,23.13870049,14.61299992,9.729610443,14.86429977,16.1657423,-1.2,0.08,23.35309982,75.40640259,31.08950043,13.81449986,35.91587567,0.0,0.98,1.954560041,1.85484004,-0.1
345,PA 18:0;0_18:3;0,PA,,,,0.304536998,,0.304536998,0.922335982,0.866075993,,,0.539471984,0.536970973,0.716213733,1.2,Up,,,,,,0,Down,Down,,1.76086998,,,1.76086998,2.5,NA,,,
346,PA 18:0;0_20:1;0,PA,,,,,,0,1.503229976,,0.696949005,0.356673002,1.64835,0.636189997,0.968278396,up,Up,1.969009995,,,,,1.969009995,Up,Up,,7.491429806,,,7.491429806,Up,Up,,,
785,PE O-16:0;0/20:1;0,PE O-,0.707862973,0.251700014,,,0.412818015,0.457460334,5.05824995,3.756400108,3.706890106,1.988250017,3.216120005,3.551559925,3.546245019,3.0,0.00,0.653501987,1.375540018,0.779932976,0.681290984,2.170870066,1.132227206,1.3,0.14,0.400516987,2.203880072,0.566959977,0.881241977,1.013149753,1.1,0.31,,0.376457989,#DIV/0!
348,PA 18:0;0_20:3;0,PA,5.912640095,0.377986997,,,,3.145313546,0.962903976,0.629272997,0.627201974,0.454086989,7.211400032,6.895699978,2.796760991,-0.2,0.90,3.599440098,5.280069828,0.212558001,0.209241003,0.420828015,1.944427389,-0.7,0.62,1.610800028,2.556979895,3.137399912,,2.435059945,-0.4,0.76,,,
1156,PS 16:1;0_18:0;0,PS,3.546509981,1.220690012,0.685936987,,2.091409922,1.886136726,20.10519981,18.61930084,20.98419952,5.129030228,7.915770054,8.942569733,13.6160117,2.9,0.01,2.035099983,3.339449883,2.351200104,3.021039963,6.752439976,3.499845982,0.9,0.19,1.053380013,13.59860039,2.290800095,2.705389977,4.912042618,1.4,0.35,13.47819996,10.63939953,-0.3
350,PA 18:0;0_20:5;0,PA,,,,,,0,,,,,,,0,NA,NA,,,,,,0,NA,NA,,,1.634770036,,1.634770036,Up,NA,,,
1162,PS 16:1;0_20:3;0,PS,1.182999969,0.346284986,0.097289301,0.27125299,0.428764999,0.465318449,3.623389959,4.872980118,5.44769001,1.44314003,2.219010115,2.41456008,3.336795052,2.8,0.00,0.434635013,0.898885012,,,1.118639946,0.817386657,0.8,0.27,0.203256994,3.099859953,0.550879002,,1.284665316,1.5,0.29,,,
1190,PS 18:0;0_18:1;0,PS,238.3280029,88.30269623,41.20000076,71.87509918,170.0540009,121.95196,967.8200073,1111.719971,1345.339966,430.4710083,548.1229858,509.0169983,818.7484894,2.7,0.00,162.875,315.5950012,186.0110016,200.3529968,432.9779968,259.5623993,1.1,0.06,85.04180145,726.3920288,152.1369934,172.526001,284.0242062,1.2,0.27,364.9119873,293.0130005,-0.3
353,PA 18:1;0_18:2;0,PA,9.994239807,2.964390039,1.99980998,3.852180004,6.984320164,5.158987999,6.170219898,6.742579937,5.29817009,2.963449955,3.655620098,3.291759968,4.686966658,-0.1,0.76,3.408210039,6.27794981,3.397480011,3.471859932,4.842140198,4.279527998,-0.3,0.59,2.640360117,4.560420036,3.857379913,2.657969952,3.429032505,-0.6,0.35,,,
