x,class,structuralcategory,functionalcategory,totallength,totaldb,totaloh,fullname,aag2-C1,aag2-C2,aag2-C3,aag2-V1,aag2-V2,aag2-V3,BHK-C1,BHK-C2,BHK-C3,BHK-V1,BHK-V2,BHK-V3,C636-C1,C636-C2,C636-C3,C636-V1,C636-V2,C636-V3,GPMV-C1,GPMV-C2,GPMV-C3,GPMV-C4,GPMV-V1,GPMV-V2,GPMV-V3,GPMV-V4,U2OS-C1,U2OS-C2,U2OS-C3,U2OS-V1,U2OS-V2,U2OS-V3
,,,,,,,shortname,aag2C1,aag2C2,aag2C3,aag2V1,aag2V2,aag2V3,BHKC1,BHKC2,BHKC3,BHKV1,BHKV2,BHKV3,C636C1,C636C2,C636C3,C636V1,C636V2,C636V3,GPMVC1,GPMVC2,GPMVC3,GPMVC4,GPMVV1,GPMVV2,GPMVV3,GPMVV4,U2OSC1,U2OSC2,U2OSC3,U2OSV1,U2OSV2,U2OSV3
,,,,,,,cohort,Aagcontrol,Aagcontrol,Aagcontrol,Aagvirus,Aagvirus,Aagvirus,BHK21control,BHK21control,BHK21control,BHK21virus,BHK21virus,BHK21virus,C636control,C636control,C636control,C636virus,C636virus,C636virus,GPMVcontrol,GPMVcontrol,GPMVcontrol,GPMVvirus,GPMVvirus,GPMVvirus,GPMVvirus,GPMVvirus,U2OScontrol,U2OScontrol,U2OScontrol,U2OSvirus,U2OSvirus,U2OSvirus
CE 10:0;0,CE,STE,STO,10,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.707509995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CE 11:0;0,CE,STE,STO,11,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.037230015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CE 12:0;0,CE,STE,STO,12,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.374489784,NA,NA,3.922240019,NA,2.019510031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CE 13:0;0,CE,STE,STO,13,0,0,,NA,NA,2.755389929,NA,NA,3.133049965,NA,NA,NA,NA,3.114089966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CE 14:0;0,CE,STE,STO,14,0,0,,11.3263998,14.41469955,26.47999954,15.51399994,18.38730049,31.91699982,4.020430088,3.869199991,3.76767993,5.144020081,4.718649864,6.416759968,57.91279984,44.74689865,41.89279938,34.56900024,37.31330109,38.91960144,14.37889957,NA,NA,NA,11.80360031,10.21930027,NA,NA,12.12950039,21.25429916,16.40690041,17.49239922,26.64730072,26.77499962
CE 14:1;0,CE,STE,STO,14,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.224149942,NA,4.081799984,NA,2.288259983,2.019449949,2.342859983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CE 15:0;0,CE,STE,STO,15,0,0,,7.984099865,11.34230042,18.8253994,12.22410011,10.99069977,21.2682991,3.096810102,8.341159821,3.783149958,4.4865098,6.86011982,6.388969898,27.07959938,27.15570068,21.68449974,13.97889996,23.09160042,17.97100067,NA,NA,NA,NA,NA,NA,NA,NA,5.23431015,6.420700073,5.602660179,8.52807045,8.669420242,11.40989971
CE 15:1;0,CE,STE,STO,15,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.739089966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CE 16:0;0,CE,STE,STO,16,0,0,,193.1849976,199.6329956,291.9530029,265.5029907,247.3670044,313.1910095,39.47269821,21.95420074,45.86709976,54.10240173,23.49329948,66.59230042,547.4119873,438.5209961,405.8250122,310.4630127,380.8510132,364.6589966,136.220993,84.9437027,17.82430077,52.45449829,129.0659943,90.71630096,12.21249962,48.75059891,73.17070007,115.0070038,105.0670013,115.5770035,116.9140015,185.779007
CE 16:1;0,CE,STE,STO,16,1,0,,80.88009644,97.82099915,145.973999,112.0899963,116.5589981,161.6809998,23.5298996,15.22830009,26.95429993,34.02890015,27.50489998,37.18199921,303.631012,236.2519989,225.3269958,167.3619995,207.4889984,201.3910065,71.88909912,40.55519867,10.48069954,25.52899933,73.46839905,49.0870018,6.928750038,25.10829926,41.19929886,68.54589844,60.53160095,61.19940186,67.03029633,100.5759964
CE 16:2;0,CE,STE,STO,16,2,0,,NA,NA,4.45965004,NA,NA,4.732089996,NA,NA,NA,NA,NA,NA,8.447179794,6.452189922,7.165299892,4.386310101,7.027800083,5.388120174,NA,NA,NA,NA,NA,NA,NA,NA,2.989419937,5.887080193,3.254899979,4.564139843,7.351709843,4.580480099
CE 17:0;0,CE,STE,STO,17,0,0,,12.07859993,15.35410023,23.02300072,18.9041996,16.82550049,25.96290016,2.606369972,3.137290001,3.021719933,NA,4.127200127,4.084199905,35.38059998,35.19810104,32.25579834,21.04560089,31.95159912,27.52599907,NA,NA,NA,NA,NA,NA,NA,NA,5.282820225,7.475500107,5.816870213,6.821410179,6.904759884,11.45870018
CE 17:1;0,CE,STE,STO,17,1,0,,17.30850029,21.75130081,39.88029861,25.36170006,27.39049911,46.10430145,4.54406023,3.055190086,6.12210989,6.611289978,5.13365984,8.087010384,73.81310272,68.20220184,60.77420044,38.42969894,60.62950134,51.76119995,27.28109932,15.64719963,NA,9.481140137,21.54649925,18.51420021,NA,9.232219696,7.816329956,11.77210045,11.23960018,12.75640011,10.97830009,19.07570076
CE 17:2;0,CE,STE,STO,17,2,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.230129957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CE 18:0;0,CE,STE,STO,18,0,0,,25.85510063,29.37989998,40.05810165,34.11640167,34.39569855,44.28340149,6.348740101,7.36920023,6.006680012,9.189020157,5.230289936,8.387789726,71.73320007,63.74649811,59.26979828,43.04919815,55.82709885,48.91210175,17.15819931,8.163290024,NA,NA,19.21969986,11.3817997,NA,5.012040138,21.20750046,33.86100006,20.0746994,29.07909966,41.82709885,33.45159912
CE 18:1;0,CE,STE,STO,18,1,0,,222.9640045,265.6749878,431.605011,289.6520081,320.9330139,465.1629944,87.28949738,46.9803009,73.47699738,158.0350037,67.33969879,109.0039978,776.8670044,713.9790039,627.4099731,425.2409973,623.0679932,543.7780151,232.2030029,127.6380005,27.50169945,82.92169952,232.7259979,144.1410065,22.01589966,80.94490051,149.1170044,226.2030029,190.7799988,218.1320038,242.8769989,311.0350037
CE 18:2;0,CE,STE,STO,18,2,0,,67.17549896,87.85780334,123.3219986,88.58640289,99.96150208,134.9830017,26.71789932,11.96440029,32.18209839,40.37129974,15.43540001,43.44020081,180.121994,205.8849945,147.5189972,83.79689789,160.822998,116.0970001,88.1230011,49.93790054,9.079669952,27.92180061,87.61109924,55.03770065,7.411719799,28.45369911,40.94200134,62.28910065,61.06639862,68.58709717,55.52920151,119.5210037
CE 18:3;0,CE,STE,STO,18,3,0,,7.304900169,7.94934988,18.43959999,9.911549568,11.06260014,20.59280014,2.625070095,NA,3.698999882,3.88657999,NA,4.109489918,29.59729958,32.94620132,27.4034996,13.76089954,25.37750053,21.77300072,12.17930031,NA,NA,NA,NA,NA,NA,NA,3.88835001,5.646969795,5.25812006,5.922570229,3.928469896,9.812459946
CE 19:0;0,CE,STE,STO,19,0,0,,NA,NA,NA,NA,NA,NA,NA,6.610819817,NA,NA,NA,NA,3.110510111,3.163239956,3.529979944,2.649049997,2.268019915,2.485569954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CE 19:1;0,CE,STE,STO,19,1,0,,3.438450098,4.604839802,7.432819843,5.430860043,5.196640015,9.197090149,NA,NA,NA,NA,NA,NA,12.92630005,13.99740028,12.36009979,8.04238987,11.24409962,11.00699997,NA,NA,NA,NA,NA,NA,NA,NA,2.789469957,4.73664999,3.504270077,4.153550148,4.612279892,5.233449936
CE 19:2;0,CE,STE,STO,19,2,0,,NA,NA,NA,NA,NA,2.631000042,NA,NA,NA,NA,NA,NA,5.188310146,NA,3.16982007,NA,3.649139881,3.675980091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CE 20:1;0,CE,STE,STO,20,1,0,,7.169839859,7.765580177,11.56869984,8.505860329,8.816989899,11.9126997,4.744900227,3.393179893,2.476109982,6.527329922,4.834350109,4.334459782,18.25489998,16.19099998,19.01409912,14.09679985,14.2198,12.92459965,NA,NA,NA,NA,NA,NA,NA,NA,11.43000031,16.06240082,11.31529999,15.96269989,20.62490082,15.02429962
CE 20:2;0,CE,STE,STO,20,2,0,,NA,NA,5.161530018,NA,2.389120102,3.929689884,NA,NA,NA,NA,NA,NA,5.780419827,7.48458004,6.49134016,3.354690075,5.790530205,4.756340027,NA,NA,NA,NA,NA,NA,NA,NA,6.536769867,10.99919987,7.482490063,9.481349945,13.05700016,9.35147953
CE 20:3;0,CE,STE,STO,20,3,0,,10.05580044,11.04080009,18.34059906,12.93550014,13.29179955,18.05319977,3.665590048,NA,4.569250107,6.438029766,2.928169966,5.742730141,31.60919952,36.53519821,27.20709991,15.11909962,29.91880035,21.89940071,10.83990002,NA,NA,NA,NA,7.849669933,NA,NA,9.962610245,15.55599976,12.40390015,13.83699989,16.56679916,20.3192997
CE 20:4;0,CE,STE,STO,20,4,0,,63.75419998,73.85250092,96.14990234,77.25720215,81.75,109.3180008,25.14629936,8.063659668,26.98150063,35.19749832,8.323149681,39.9673996,157.5619965,184.4640045,134.9470062,73.26229858,147.1239929,96.42960358,80.13870239,38.71670151,8.886810303,23.37369919,73.2786026,50.36449814,6.681610107,27.77169991,33.8205986,52.64670181,54.93590164,58.55970001,49.15000153,110.9749985
CE 20:5;0,CE,STE,STO,20,5,0,,5.439660072,5.135540009,21.77619934,6.899610043,6.893050194,23.28919983,NA,NA,NA,NA,NA,3.052079916,36.17580032,43.39599991,31.22909927,17.24950027,35.76340103,22.88809967,16.98570061,NA,NA,NA,11.21090031,9.282589912,NA,NA,NA,3.805299997,4.493629932,4.713560104,3.51354003,7.812240124
CE 21:0;0,CE,STE,STO,21,0,0,,NA,NA,NA,NA,NA,NA,NA,11.24890041,NA,NA,NA,NA,4.164090157,4.927810192,2.561719894,2.89515996,2.716860056,2.605240107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CE 21:1;0,CE,STE,STO,21,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31381011,3.383490086,2.458770037,NA,2.505140066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CE 22:0;0,CE,STE,STO,22,0,0,,3.900979996,2.753170013,4.091519833,3.753499985,2.643810034,5.391900063,NA,6.15982008,NA,NA,NA,NA,8.856989861,8.001609802,7.489799976,7.753990173,6.625639915,5.173759937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.711630106,3.559479952
CE 22:1;0,CE,STE,STO,22,1,0,,NA,2.633280039,2.778739929,NA,2.651890039,3.991470098,NA,3.055779934,NA,NA,NA,NA,6.293590069,5.795839787,5.104010105,5.81306982,4.494470119,4.219769955,NA,NA,NA,NA,NA,7.883709908,NA,NA,4.605569839,6.791389942,5.603340149,5.437630177,9.742400169,5.821589947
CE 22:3;0,CE,STE,STO,22,3,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.192420006,3.589060068,3.279210091,6.032879829,3.876499891
CE 22:4;0,CE,STE,STO,22,4,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.130650043,3.743210077,3.099529982,1.939640045,2.687289953,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.007810116,6.405200005,6.21987009,5.176990032,7.821239948,7.440579891
CE 22:5;0,CE,STE,STO,22,5,0,,2.546250105,2.672580004,5.849480152,3.543009996,3.657480001,6.668970108,NA,NA,NA,NA,NA,NA,16.88019943,15.9907999,13.09990025,8.707440376,16.97200012,12.62419987,NA,NA,NA,NA,NA,NA,NA,NA,7.5770998,17.63549995,15.84809971,10.51439953,20.55540085,20.61660004
CE 22:6;0,CE,STE,STO,22,6,0,,11.41559982,12.1576004,30.36050034,13.94309998,14.85509968,33.19110107,3.970429897,NA,5.728869915,6.330500126,NA,8.993909836,74.30760193,69.75039673,59.44390106,38.83390045,63.53720093,50.36650085,23.43499947,13.88840008,NA,NA,20.47509956,14.07730007,NA,8.893050194,15.3725996,30.23719978,23.77949905,24.14599991,39.40330124,29.39660072
CE 23:0;0,CE,STE,STO,23,0,0,,NA,NA,NA,NA,NA,NA,NA,3.853919983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CE 23:1;0,CE,STE,STO,23,1,0,,NA,NA,2.375760078,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.042769909,4.771669865,4.336090088,4.366839886,3.761379957,3.295409918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CE 24:0;0,CE,STE,STO,24,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.675149918,NA,NA,4.689360142,NA
CE 24:1;0,CE,STE,STO,24,1,0,,4.281919956,4.328519821,6.379539967,4.152299881,3.704260111,5.264349937,3.619699955,3.67118001,NA,5.42952013,3.148380041,NA,9.702360153,9.401720047,9.072520256,8.520770073,7.724709988,7.062459946,13.80130005,10.38249969,NA,NA,17.9192009,NA,NA,NA,9.166090012,12.55599976,9.414649963,9.413619995,13.51340008,13.99440002
Cer 32:0;2,Cer,SL,MEM,32,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.304538995,0.203898996,NA,NA,0.213295996,0.211037993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cer 32:1;2,Cer,SL,MEM,32,1,2,,0.259880006,0.256911993,0.590990007,0.373961002,0.369915992,0.700975001,0.220466003,0.221353993,0.445398003,0.553364992,0.284974009,0.643320024,1.025779963,0.875433981,0.854754984,0.633660018,0.892728984,0.943193972,NA,NA,NA,NA,NA,0.581925988,0.186014995,0.299192995,0.536945999,0.765944004,0.481254995,0.736316979,0.927591026,0.622694016
Cer 32:2;2,Cer,SL,MEM,32,2,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0719072,NA,NA,0.0942498,NA,NA
Cer 34:0;2,Cer,SL,MEM,34,0,2,,0.625728011,0.731383979,1.757699966,0.905924976,0.983645976,1.92050004,0.990769029,0.994190991,2.535890102,1.478520036,0.850320995,3.022030115,11.19789982,7.200039864,5.8125,7.774250031,7.561890125,6.644750118,NA,0.505178988,NA,NA,NA,NA,NA,NA,0.728259981,0.851019025,0.541391015,1.019559979,0.991366982,0.713762999
Cer 34:1;2,Cer,SL,MEM,34,1,2,,7.387070179,7.984560013,15.65979958,9.405200005,9.964679718,17.1439991,9.673219681,10.47659969,19.94580078,22.22949982,11.05370045,25.39550018,71.35269928,52.8117981,52.47489929,49.98659897,68.28469849,66.51380157,6.166699886,6.326700211,NA,5.273630142,NA,8.510959625,NA,4.976880074,10.38010025,12.76970005,9.152150154,14.64589977,15.99440002,11.53579998
Cer 34:1;3,Cer,SL,MEM,34,1,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244902998,0.225584999,NA,NA,0.265545994,0.233925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cer 34:2;2,Cer,SL,MEM,34,2,2,,0.614198029,0.680082023,1.640149951,0.771367013,0.823468983,1.908839941,1.449030042,1.715160012,1.992660046,3.463920116,1.759750009,2.713929892,3.593179941,3.665329933,3.365809917,2.426170111,4.985819817,4.589859962,NA,0.734214008,NA,NA,NA,0.718865991,0.267376989,0.397772998,1.413249969,1.740610003,1.260120034,2.047169924,2.041589975,1.622239947
Cer 34:2;3,Cer,SL,MEM,34,2,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146265998,0.159463003,0.187380999,0.112755999,0.201432005,0.239929006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cer 36:0;2,Cer,SL,MEM,36,0,2,,0.211059004,0.246590003,0.378625989,0.322461993,0.268377006,0.400947005,NA,NA,NA,NA,NA,NA,6.84112978,4.394680023,4.481379986,5.038579941,5.164120197,5.298399925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cer 36:1;2,Cer,SL,MEM,36,1,2,,4.75785017,4.544519901,7.725900173,6.944169998,6.459750175,9.078579903,NA,NA,0.877249002,NA,NA,1.104300022,61.20069885,40.74739838,58.06809998,44.26229858,52.33319855,74.8742981,NA,NA,NA,NA,NA,0.613166988,NA,NA,0.784584999,1.126029968,0.652761996,1.129920006,1.493540049,0.772095025
Cer 36:2;2,Cer,SL,MEM,36,2,2,,1.894639969,2.047189951,6.291590214,2.874429941,2.950530052,7.167640209,0.096202403,0.096716903,0.245651007,0.186737001,0.110733002,0.281127989,6.555349827,6.016079903,7.911670208,4.591340065,8.045789719,10.23919964,NA,NA,NA,NA,NA,NA,NA,NA,0.36047101,0.510986984,0.262322009,0.520778,0.662651002,0.320618987
Cer 36:2;3,Cer,SL,MEM,36,2,3,,NA,0.098960899,0.216817006,NA,NA,0.230415002,NA,NA,NA,NA,NA,NA,0.194080994,0.22552,0.316772014,0.184239,0.355300993,0.345183015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cer 36:2;4,Cer,SL,MEM,36,2,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153612003,NA,NA,0.082540199,0.100121997,0.182405993,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487287015,NA,NA,NA,NA
Cer 38:0;2,Cer,SL,MEM,38,0,2,,0.449194014,0.441980004,0.76327002,0.591934979,0.495292008,0.825222015,NA,NA,0.077552304,NA,NA,0.112501003,2.143599987,1.592530012,1.915549994,1.518929958,1.542150021,2.112260103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cer 38:0;4,Cer,SL,MEM,38,0,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127851993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cer 38:1;2,Cer,SL,MEM,38,1,2,,8.491160393,8.103349686,9.396550179,12.28409958,11.83040047,10.91300011,NA,NA,0.32179299,NA,NA,0.401589006,19.72240067,13.00339985,22.94219971,13.61750031,14.29080009,26.13570023,NA,NA,NA,NA,NA,NA,NA,NA,0.275227994,0.405878991,0.279543012,0.372301012,0.487866998,0.318625003
Cer 38:1;4,Cer,SL,MEM,38,1,4,,NA,NA,NA,NA,0.144510999,0.107492998,0.100126997,0.116130002,NA,0.149240002,0.086510897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086335301,0.095145799,NA,NA,0.106389999,NA
Cer 38:2;2,Cer,SL,MEM,38,2,2,,5.617390156,6.087319851,15.96150017,8.091349602,8.691240311,18.22529984,NA,NA,0.069739997,NA,NA,0.129760996,4.407050133,3.361740112,5.18803978,3.063189983,3.934329987,6.565420151,NA,NA,NA,NA,NA,NA,NA,NA,0.114946,0.148570001,0.086952597,0.143776,0.186617002,0.097743899
Cer 38:2;3,Cer,SL,MEM,38,2,3,,NA,0.197404996,0.493692994,0.137920007,0.229084998,0.521681011,NA,NA,NA,NA,NA,NA,NA,0.106296003,0.178755,NA,0.129942998,0.179651007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cer 38:2;4,Cer,SL,MEM,38,2,4,,NA,NA,NA,NA,NA,NA,0.177305996,0.082851298,NA,0.339421004,0.162853003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176152006,0.096987903,NA,0.099567004,0.118504003,NA
Cer 40:0;2,Cer,SL,MEM,40,0,2,,0.364371985,0.373380989,0.875602007,0.512890995,0.452190995,0.966421008,0.121128,0.135226995,0.166923001,0.123461001,0.155245006,0.222647995,1.306540012,0.754916012,0.953206003,0.710174978,0.529308975,0.851930976,NA,NA,NA,NA,NA,NA,NA,NA,0.126506001,0.155627996,NA,0.160781994,0.200532004,0.117494002
Cer 40:1;2,Cer,SL,MEM,40,1,2,,8.72647953,9.006549835,13.13210011,12.37150002,11.96920013,14.39519978,0.497790009,0.553449988,1.652750015,0.814037025,0.535625994,2.081720114,12.64529991,7.059549809,10.72259998,6.767799854,5.057829857,9.018059731,NA,0.758436978,NA,0.81732899,NA,1.259119987,0.409350991,0.707457006,1.178300023,1.650400043,1.172700047,1.760259986,2.226079941,1.603080034
Cer 40:1;3,Cer,SL,MEM,40,1,3,,NA,0.122249,0.131291002,0.123162001,0.122529998,0.160099,NA,NA,NA,NA,NA,NA,0.144163996,0.092930503,0.102104001,0.096061498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cer 40:2;2,Cer,SL,MEM,40,2,2,,4.225719929,4.571169853,10.78499985,6.012519836,5.900599957,12.20610046,0.200654,0.270238996,0.735403001,0.460305005,0.337044001,0.97150898,4.949679852,2.843899965,4.029469967,2.578039885,2.067219973,3.437079906,NA,NA,NA,NA,NA,0.520783007,NA,NA,0.597159028,0.790482998,0.571859002,0.888005018,1.103899956,0.733945012
Cer 40:2;3,Cer,SL,MEM,40,2,3,,NA,0.0974847,0.271088004,NA,0.108484,0.245924994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cer 42:0;2,Cer,SL,MEM,42,0,2,,NA,0.127704993,0.165426001,NA,NA,0.189613,0.164673001,0.165482,0.123898998,0.139833003,0.179063007,0.132429004,0.302446008,0.168486997,0.205656007,0.171017006,0.121045001,0.219666004,NA,NA,NA,NA,NA,NA,NA,NA,0.200486004,0.311304986,NA,0.255127013,0.298471987,0.163328007
Cer 42:1;2,Cer,SL,MEM,42,1,2,,2.572050095,2.824189901,5.81427002,3.515779972,3.509769917,6.304369926,1.536229968,1.833490014,2.601730108,2.645560026,2.0745399,3.389970064,6.827270031,3.504930019,4.651219845,3.565190077,2.204570055,3.869199991,NA,3.580260038,1.274880052,2.527199984,NA,3.853849888,1.180719972,2.461129904,3.437999964,4.650090218,3.022720098,4.985139847,5.779789925,4.390170097
Cer 42:1;3,Cer,SL,MEM,42,1,3,,NA,0.136384994,0.153318003,NA,NA,0.173545003,0.109320998,0.137373999,NA,0.158050999,0.177699,NA,0.184107006,0.120819002,0.160503998,0.128695995,0.131533995,0.155044004,NA,NA,NA,NA,NA,NA,NA,NA,0.116936997,NA,NA,NA,0.162366003,0.109319001
Cer 42:2;2,Cer,SL,MEM,42,2,2,,3.69829011,4.155580044,10.78989983,4.951099873,5.017370224,11.7883997,3.773080111,4.385479927,7.462409973,7.647240162,4.981040001,10.04160023,13.70149994,7.521520138,9.930760384,7.057300091,4.884600163,7.63079977,2.766449928,3.795650005,1.52177,2.640269995,NA,4.725560188,1.872339964,2.891190052,4.70276022,6.203030109,4.956580162,6.998509884,7.655519962,6.667220116
Cer 42:2;3,Cer,SL,MEM,42,2,3,,NA,NA,0.161572993,NA,0.104140997,0.194268003,NA,NA,NA,NA,NA,NA,0.149749994,NA,0.142153993,0.090369999,NA,0.118303999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cer 44:0;2,Cer,SL,MEM,44,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.170049995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cer 44:0;4,Cer,SL,MEM,44,0,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098750196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cer 44:1;2,Cer,SL,MEM,44,1,2,,NA,NA,NA,NA,NA,0.0988575,0.109222002,0.130812004,NA,NA,0.140744999,NA,0.150232002,0.125324994,0.119301997,0.096226297,0.134783,0.154973,NA,NA,NA,NA,NA,NA,NA,NA,0.111644998,0.171318993,NA,0.171619996,0.161434993,0.137013003
Cer 44:1;3,Cer,SL,MEM,44,1,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123899996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cer 44:1;4,Cer,SL,MEM,44,1,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110522002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cer 44:2;2,Cer,SL,MEM,44,2,2,,NA,NA,0.137195006,NA,NA,0.234761998,0.132299006,0.160261005,0.143113002,0.327026993,0.166373,0.220018998,0.235249996,0.159438998,0.198707998,0.138944998,NA,0.166690007,NA,NA,NA,NA,NA,NA,NA,NA,0.165733993,0.222276002,0.151633993,0.257867008,0.282133013,0.176243007
Chol,Chol,ST,MEM,27,1,0,,1265.819946,1001.969971,878.1879883,1778.550049,1272.780029,1030.699951,1315.689941,1502.5,1011.549988,2503.169922,1380.599976,1315.349976,1722.619995,1218.939941,1400.829956,966.723999,1192.97998,1428.099976,2386.459961,2531.870117,1116.810059,1659.189941,2066.209961,2334.050049,1006.039978,1443.810059,1215.069946,1667.089966,1315.22998,1953.170044,1989.26001,1724.579956
CL 62:3;0,CL,GPL,MEM,62,3,0,,0.771073997,NA,NA,NA,0.514869988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL 64:3;0,CL,GPL,MEM,64,3,0,,NA,0.322418004,NA,NA,NA,NA,0.230423003,0.375465989,NA,0.587261021,0.336495012,NA,NA,0.530982018,NA,NA,0.401048988,1.221650004,NA,NA,NA,NA,NA,NA,NA,NA,0.262129992,0.554992974,NA,0.428106993,NA,0.371461004
CL 64:4;0,CL,GPL,MEM,64,4,0,,26.93289948,12.59249973,21.33519936,58.66669846,24.97710037,30.51510048,0.238157004,0.365732998,NA,0.711399019,0.231456995,NA,12.62720013,1.164630055,5.512080193,7.374780178,1.522570014,8.879699707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL 64:5;0,CL,GPL,MEM,64,5,0,,0.401057988,NA,NA,NA,NA,0.768998027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
