Sample Name,PosMSMSALL-CAS9-A,PosMSMSALL-CAS9-A.1,PosMSMSALL-CAS9-B,PosMSMSALL-CAS9-B.1,PosMSMSALL-CAV_A,PosMSMSALL-CAV_A.1,PosMSMSALL-CAV_B,PosMSMSALL-CAV_B.1,PosMSMSALL-CAVIN_A,PosMSMSALL-CAVIN_A.1,PosMSMSALL-CAVIN_B,PosMSMSALL-CAVIN_B.1,PosMSMSALL-CERS2_mg-A,PosMSMSALL-CERS2_mg-A.1,PosMSMSALL-CERS2_mg-B,PosMSMSALL-CERS2_mg-B.1,PosMSMSALL-CERS2-1g_A,PosMSMSALL-CERS2-1g_A.1,PosMSMSALL-CERS2-1g_B,PosMSMSALL-CERS2-1g_B.1,PosMSMSALL-CERS5-A,PosMSMSALL-CERS5-A.1,PosMSMSALL-CERS5-B,PosMSMSALL-CERS5-B.1,PosMSMSALL-Flot2-A,PosMSMSALL-Flot2-A.1,PosMSMSALL-Flot2-B,PosMSMSALL-Flot2-B.1,PosMSMSALL-RAJU-Blank,PosMSMSALL-RAJU-Blank.1,PosMSMSALL-SPTLC_A,PosMSMSALL-SPTLC_A.1,PosMSMSALL-SPTLC_B,PosMSMSALL-SPTLC_B.1,PosMSMSALL-UGCG-A,PosMSMSALL-UGCG-A.1,PosMSMSALL-UGCG-B,PosMSMSALL-UGCG-B.1,PosMSMSALL-WT_A,PosMSMSALL-WT_A.1,PosMSMSALL-WT_B,PosMSMSALL-WT_B.1
Hex2Cer 28:0;4 (LCB 18:0;2-2H2O),0.0,8.8817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6626,11.9912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 31:4;2 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",0.0,11.5343,0.0,0.0,0.0,5.1418,0.7404,0.0,0.0,0.0,13.2808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6127,0.0,0.0,21.3252,0.0,0.0,10.3079
"Hex2Cer 30:4;3 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",0.0,27.5815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0897,4.7144,7.6961,25.7253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2871,33.5042,0.0,0.0,0.0,0.0,0.0,21.7729,0.0,0.0,15.1124,48.0984,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 29:0;4 (LCB 17:0;2-2H2O),0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 31:0;3 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",0.0,27.0,23.0,30.0,30.0,22.0,0.0,0.0,45.0,47.7656,54.0,41.0,22.0,23.0,0.0,27.0,0.0,0.0,0.0,0.0,33.0,45.0,37.0,28.0,40.0,0.0,0.0,52.0,0.0,0.0,12.0,0.0,23.5479,0.0,0.0,0.0,0.0,0.0,60.0,66.0,42.0,55.0
"Hex2Cer 34:1;2 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",0.0,37.0,30.0,23.1197,29.0,20.3451,25.0,23.0,17.4542,0.0,0.0,0.0,21.7449,0.0,0.0,15.9049,23.0,0.0,22.0,27.0,0.0,25.0,0.0,0.0,12.4875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 35:1;2 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",0.0,13.8468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 36:1;3 (LCB 18:0;2-H2O),0.0,0.3951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.037,0.0,0.0,0.0,0.0,0.0
Hex2Cer 36:0;3 (LCB 18:0;2-2H2O),0.0,25.1631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 26:2;2 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 28:2;4 (LCB 18:2;2-2H20,LCB 18:1;3-3H2O)",0.0,0.0,50.0,27.0,49.0,47.0,0.0,22.0,22.0,25.0,27.0,27.0,37.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,32.0,32.0,30.0,44.0,44.0,81.0,70.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 28:1;4 (LCB 18:2;2-2H20,LCB 18:1;3-3H2O)",0.0,0.0,14.5744,5.5702,0.0,34.2278,35.0,18.6127,13.6127,0.0,10.5702,0.0,7.4851,39.0,42.0,23.0,0.0,0.0,0.0,0.0,29.0,12.5276,0.0,9.7447,49.8516,39.2255,27.1586,23.4042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Hex2Cer 28:0;4 (LCB 18:0;2-H2O),0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 31:4;2 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",0.0,0.0,4.015,12.5217,0.0,0.0,6.4195,0.0,0.0,8.7131,3.6296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799,0.0,0.0,22.0,0.0,23.0,0.0,0.0,9.4755,0.0
"Hex2Cer 30:0;4 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",0.0,0.0,10.4834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 32:4;3 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",0.0,0.0,21.8364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 32:2;3 (LCB 18:0;2-H2O),0.0,0.0,29.0,0.0,0.0,0.0,37.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 33:0;2 (LCB 18:0;2-H2O),0.0,0.0,19.0248,32.0,0.0,0.0,2.0661,15.3058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,31.5455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,22.0,0.0,0.0,23.0,27.0
"Hex2Cer 34:4;3 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 34:3;3 (LCB 18:0;2-2H2O),0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 34:1;3 (LCB 18:0;2-H2O),0.0,0.0,10.3681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 26:3;2 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 26:4;3 (LCB 18:0;2-2H2O),0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6979,46.3733,0.0,0.0,0.0,0.0,0.5854,0.0,18.0,0.0,35.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 29:1;2 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",0.0,0.0,0.0,22.0,23.0,0.0,15.0,0.0,27.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 33:1;2 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,27.9945,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,36.9934,25.3082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2645,12.1653,0.0,0.0,22.0,38.0,0.0,25.0
"Hex2Cer 34:1;3 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 36:2;2 (LCB 18:0;2-H2O),0.0,0.0,0.0,6.7696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 36:3;3 (LCB 18:0;2-H2O),0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 36:2;3 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,18.3951,6.7022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3719,35.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 26:4;2 (LCB 17:0;2-2H2O),0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,38.9203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 27:4;2 (LCB 18:0;2-2H2O),0.0,0.0,0.0,0.0,28.2946,0.0,0.0,0.0,0.0,0.0,29.0985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2293,0.0,0.0,0.0,0.0,0.0,0.0,10.9952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 28:2;2 (LCB 17:0;2-2H2O),0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 26:1;4 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",0.0,0.0,0.0,0.0,34.0,35.0,22.0,27.0,39.0,25.0,47.0,42.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,22.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,42.0
"Hex2Cer 26:1;4 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,11.1105,9.793,32.0,0.0,0.0,0.0,0.0,0.0,0.0,11.793,9.009,5.0237,24.2753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1152,22.3741,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 29:4;2 (LCB 18:0;2-2H2O),0.0,0.0,0.0,0.0,4.6273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1869,0.0,0.0,0.4132,0.0,0.0,0.0,0.0,0.0,0.0,6.0996,5.7822,16.963,27.5894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9658,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 28:0;3 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",0.0,0.0,0.0,0.0,45.9203,0.0,21.2958,27.0,35.7325,0.0,38.9672,37.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,30.0,22.0,27.9672,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0
"Hex2Cer 30:4;2 (LCB 18:2;2-2H20,LCB 18:1;3-3H2O)",0.0,0.0,0.0,0.0,109.0,135.0,32.0,23.0,0.0,23.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,42.0
"Hex2Cer 30:4;2 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",0.0,0.0,0.0,0.0,10.8639,25.2011,0.0,14.9357,0.0,5.8759,22.0717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8696,34.0703,9.5131,27.0
"Hex2Cer 28:1;4 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",0.0,0.0,0.0,0.0,0.904,7.904,8.2646,14.904,0.0,12.0703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 28:0;4 (LCB 17:0;2-2H2O),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7872,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3957,8.0042,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0
Hex2Cer 32:3;2 (LCB 18:0;2-2H2O),0.0,0.0,0.0,0.0,1.3411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1253,7.8015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 32:3;3 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 34:2;3 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,34.6116,12.3123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.938
"Hex2Cer 36:3;3 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 25:3;2 (LCB 17:0;2-2H2O),0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 25:0;3 (LCB 17:0;2-2H2O),0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 27:4;2 (LCB 18:0;2-2H2O),0.0,0.0,0.0,0.0,0.0,15.5194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 26:3;3 (LCB 18:0;2-2H2O),0.0,0.0,0.0,0.0,0.0,13.5161,0.0,0.0,9.098,0.0,0.0,0.0,24.9301,15.3197,23.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.114,11.6072,0.0,0.0,0.0,0.0,0.0,0.0,0.9898,0.0,0.0,21.3197,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 28:4;2 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",0.0,0.0,0.0,0.0,0.0,17.8582,0.0,0.0,5.443,1.9027,0.0,0.0,26.924,19.7822,2.6835,1.8202,0.0,0.0,0.0,0.0,0.0,0.0,9.8582,14.3145,27.5417,35.6403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4068,20.1974,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 28:4;2 (LCB 17:0;2-2H2O),0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,16.1816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.3131,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 28:2;2 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",0.0,0.0,0.0,0.0,0.0,14.0686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6637,17.7384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5436,12.7244,0.0,0.0,0.0,0.0,0.0,0.0
"Hex2Cer 30:4;2 (LCB 18:1;2-2H2O,LCB 18:0;3-3H2O)",0.0,0.0,0.0,0.0,0.0,5.2928,0.0,8.2823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 30:4;3 (LCB 17:0;2-2H2O),0.0,0.0,0.0,0.0,0.0,22.6651,0.0,0.0,27.7457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 34:3;3 (LCB 18:0;2-2H2O),0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 26:4;2 (LCB 18:0;2-H2O),0.0,0.0,0.0,0.0,0.0,0.0,118.8554,154.5774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0308,68.9666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.993,51.8814,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 26:3;2 (LCB 18:0;2-H2O),0.0,0.0,0.0,0.0,0.0,0.0,8.9185,20.8264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 26:4;3 (LCB 18:0;2-H2O),0.0,0.0,0.0,0.0,0.0,0.0,15.5488,8.4598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 26:3;3 (LCB 18:0;2-H2O),0.0,0.0,0.0,0.0,0.0,0.0,7.4864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 26:1;3 (LCB 18:0;2-H2O),0.0,0.0,0.0,0.0,0.0,0.0,13.7591,36.3805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0416,26.5806,0.0,0.0,0.0,0.0
Hex2Cer 26:1;4 (LCB 18:0;2-H2O),0.0,0.0,0.0,0.0,0.0,0.0,4.5126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 26:0;4 (LCB 17:0;2-2H2O),0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 28:4;3 (LCB 18:0;2-H2O),0.0,0.0,0.0,0.0,0.0,0.0,51.9992,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hex2Cer 28:3;3 (LCB 18:0;2-H2O),0.0,0.0,0.0,0.0,0.0,0.0,0.1242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
