Sample Name,PosMSMSALL-CAS9-A,PosMSMSALL-CAS9-A,PosMSMSALL-CAS9-B,PosMSMSALL-CAS9-B,PosMSMSALL-CAV_A,PosMSMSALL-CAV_A,PosMSMSALL-CAV_B,PosMSMSALL-CAV_B,PosMSMSALL-CAVIN_A,PosMSMSALL-CAVIN_A,PosMSMSALL-CAVIN_B,PosMSMSALL-CAVIN_B,PosMSMSALL-CERS2_mg-A,PosMSMSALL-CERS2_mg-A,PosMSMSALL-CERS2_mg-B,PosMSMSALL-CERS2_mg-B,PosMSMSALL-CERS2-1g_A,PosMSMSALL-CERS2-1g_A,PosMSMSALL-CERS2-1g_B,PosMSMSALL-CERS2-1g_B,PosMSMSALL-CERS5-A,PosMSMSALL-CERS5-A,PosMSMSALL-CERS5-B,PosMSMSALL-CERS5-B,PosMSMSALL-Flot2-A,PosMSMSALL-Flot2-A,PosMSMSALL-Flot2-B,PosMSMSALL-Flot2-B,PosMSMSALL-RAJU-Blank,PosMSMSALL-RAJU-Blank,PosMSMSALL-SPTLC_A,PosMSMSALL-SPTLC_A,PosMSMSALL-SPTLC_B,PosMSMSALL-SPTLC_B,PosMSMSALL-UGCG-A,PosMSMSALL-UGCG-A,PosMSMSALL-UGCG-B,PosMSMSALL-UGCG-B,PosMSMSALL-WT_A,PosMSMSALL-WT_A,PosMSMSALL-WT_B,PosMSMSALL-WT_B
Des 21:4+NH4 (Des),23.365,2.4718,26.0908,6.8909,0,1.7858,134.2959,140.1641,0,0,0,0,22.4487,43.991,3.1911,22.4567,0,0,96.2926,91.6617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.5884,74.1624,30.4104,58.5156,0,0,0,0
CE 25:5+NH4 (Chol),36.1378,63.6145,41.1916,43.5766,0,22.7388,17.3422,19.527,68.7711,58.7211,98.7484,48.937,60.3808,50.01,44.6969,49.585,39.6792,52.0425,26.7262,47.4712,101.4517,63.8433,53.4194,38.7055,0,0,0,0,0,0,24.3406,22.9166,39.7412,26.9326,12.009,21.7002,4.6899,5.8453,71.5768,70.5087,49.6027,46.581
CE 27:1+NH4 (Chol),30.9838,9.2809,12.276,0,23.696,33.5602,23.1022,0,0,17.4163,0,0,0,14.3235,0,9.3571,10.6039,0,21.0605,14.7048,0,0,0,0,12.8319,20.6369,8.9765,17.2051,0,0,0,0,0,0,16.1365,0,0,0,27.341,26.0195,19.417,17.0357
CE 29:1+NH4 (Chol),22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lan 26:0+NH4 (Lan,Sti)",25.8977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erg 16:3+NH4 (Erg),0,13,0,0,0,0,57,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
Des 17:2+NH4 (Des),0,189.2823,0,0,0,0,1718.4393,1622.7251,0,0,0,0,0,0,0,0,0,0,1304.487,1590.0831,0,0,44.6596,50.8855,14.9792,45.0416,0,0,0,0,0,0,0,0,780.0943,931.4428,956.6015,848.5114,28.885,0,106.3634,81.8983
Des 20:3+NH4 (Des),0,8.5798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3323,11.2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE 20:3+NH4 (Chol),0,1229.9125,0,0,828.4288,945.0019,655.1337,759.3765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Des 20:2+NH4 (Des),0,17.9086,0,0,7.1316,12.3653,27.5266,27.5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE 31:3+NH4 (Chol),0,22,0,0,30,0,0,0,22,30,0,0,28,0,0,25,0,0,0,0,23,0,0,0,0,24,0,22,0,0,0,22,0,0,34,38,0,22,0,0,0,0
CE 34:5+NH4 (Chol),0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Des 14:1+NH4 (Des),0,0,0,0,0,0,0,0,0,1.2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,9.4838,5.5465
Des 15:1+NH4 (Des),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.218,0,0,0,0,0,0,0,0,0,0,0,24,28,0,0
Erg 15:0+NH4 (Erg),0,0,0,21.8445,0,0,0,0,0,0,0,0,21.9132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0815,0,0,0,0
Des 10:1+NH4 (Des),0,0,0,0,6.0356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE 14:1+NH4 (Chol),0,0,0,0,4.6274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE 15:1+NH4 (Chol),0,0,0,0,19.2158,0,0,0,0,0,44,32,0,0,24.9707,37,0,0,0,0,23,7,0,0,27,24,40,37,0,0,0,0,0,0,0,0,0,9.5975,35,32,32,47
CE 20:1+NH4 (Chol),0,0,0,0,951.9013,1004.2059,666.3148,742.9395,0,0,0,0,0,0,0,0,0,0,237.8584,232.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160.6488,1287.6255,907.5429,1059.4713
CE 22:6+NH4 (Chol),0,0,0,0,1394.2758,1295.1457,950.0012,1001.4019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE 22:4+NH4 (Chol),0,0,0,0,3809.9565,3769.3989,3433.004,3551.8473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Des 25:2+NH4 (Des),0,0,0,0,4.1017,9.3247,0,0,0,0,20.9977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9067,0,0,0,0
Des 22:3+NH4 (Des),0,0,0,0,0,15.6883,92.4083,113.6454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE 22:1+NH4 (Chol),0,0,0,0,0,264.3997,280.0369,264.4597,0,0,0,0,0,0,0,0,0,0,72.3046,50.7577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.6542,0
Des 13:2+NH4 (Des),0,0,0,0,0,0,82.4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0035,22.5125,0,0,0,0,0,0,0,0,87.9687,115.8705,0,0,0,0,0,0
Des 13:0+NH4 (Des),0,0,0,0,0,0,236.3611,213.7729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.2706,0,0,0,0,0,0,0
Des 14:3+NH4 (Des),0,0,0,0,0,0,37.7152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Des 14:2+NH4 (Des),0,0,0,0,0,0,0.7055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4743,0,0,0,0,0,0
Des 15:3+NH4 (Des),0,0,0,0,0,0,203.0802,221.3505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE 16:3+NH4 (Chol),0,0,0,0,0,0,69,57,45,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,29
Des 16:2+NH4 (Des),0,0,0,0,0,0,142.1451,106.5801,4.6621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Des 16:0+NH4 (Des),0,0,0,0,0,0,232.9413,235.7516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erg 16:1+NH4 (Erg),0,0,0,0,0,0,10.8538,0,0,0,0,0,0,0,0,0,0,0,0,2.3585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE 17:1+NH4 (Chol),0,0,0,0,0,0,251.8248,300.6806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE 17:0+NH4 (Chol),0,0,0,0,0,0,124.9598,127.2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erg 17:2+NH4 (Erg),0,0,0,0,0,0,44.8633,59.8919,0,0,0,0,0,0,0,0,0,0,43.7401,34.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Des 18:3+NH4 (Des),0,0,0,0,0,0,35.64,0,0,0,0,0,0,0,0,0,0,0,3.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE 18:3+NH4 (Chol),0,0,0,0,0,0,130.9502,112.6695,0,0,0,0,0,0,0,0,0,0,0,38.97,0,0,0,0,136.1894,74.1305,0,0,0,0,0,0,0,0,71.0369,80.1054,0,0,0,0,0,0
Des 18:2+NH4 (Des),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6094,0,0,0,0,0,0,0,0,31.8433,0.0701,0,0,0,0,0,0
Des 18:1+NH4 (Des),0,0,0,0,0,0,540.336,593.3703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Des 19:4+NH4 (Des),0,0,0,0,0,0,90.9467,139.0523,0,0,0,0,0,0,0,0,0,0,131.6792,152.0143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.4107,48.3616,85.548,41.2945,0,0,0,0
Des 19:2+NH4 (Des),0,0,0,0,0,0,587.4968,594.2553,0,0,0,0,0,0,0,0,0,0,356.2325,459.3752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
