Sample Name,NegMSMSALL-CAS9_A,NegMSMSALL-CAS9_A,NegMSMSALL-CAS9_B,NegMSMSALL-CAS9_B,NegMSMSALL-CAV_A,NegMSMSALL-CAV_A,NegMSMSALL-CAV_B,NegMSMSALL-CAV_B,NegMSMSALL-CAVIN_A,NegMSMSALL-CAVIN_A,NegMSMSALL-CAVIN_B,NegMSMSALL-CAVIN_B,NegMSMSALL-CERS2-1g_A,NegMSMSALL-CERS2-1g_A,NegMSMSALL-CERS2-1g_B,NegMSMSALL-CERS2-1g_B,NegMSMSALL-CERS2-mg_A,NegMSMSALL-CERS2-mg_A,NegMSMSALL-CERS2-mg_B,NegMSMSALL-CERS2-mg_B,NegMSMSALL-CERS5_A,NegMSMSALL-CERS5_A,NegMSMSALL-CERS5_B,NegMSMSALL-CERS5_B,NegMSMSALL-Flot2_A,NegMSMSALL-Flot2_A,NegMSMSALL-Flot2_B,NegMSMSALL-Flot2_B,NegMSMSALL-RAJU-Blank,NegMSMSALL-RAJU-Blank,NegMSMSALL-SPTLC_A,NegMSMSALL-SPTLC_A,NegMSMSALL-SPTLC_B,NegMSMSALL-SPTLC_B,NegMSMSALL-UGCG_A,NegMSMSALL-UGCG_A,NegMSMSALL-UGCG_B,NegMSMSALL-UGCG_B,NegMSMSALL-WT_A,NegMSMSALL-WT_A,NegMSMSALL-WT_B,NegMSMSALL-WT_B
PG 34:1 (FA 18:1),5144.1472,0,4861.6235,4615.9301,2891.5603,2726.9856,2181.8757,2095.7551,3477.1894,3497.7481,2926.1633,2838.3195,2784.7615,2436.9856,3831.1036,2961.2536,4237.7116,4396.9203,5529.7229,5448.3381,5775.0285,5856.0772,5656.6949,6024.2508,3253.0131,3023.7724,2990.7956,2832.3614,0,0,1450.9043,1375.1438,1598.79,1640.8329,3500.3873,3168.3461,3070.0463,3291.2462,3871.0158,0,0,3726.8951
PG 34:1 (FA 18:0),97.8155,160.8035,0,41.6889,0,0,0,0,0,1.5574,0,0,0,0,112.7541,0,0,88.5574,0,0,0,22.8321,0,0,0,30.3945,26.855,53.0539,0,0,0,0,0,0,0,74.2205,16.4263,0,31.2073,0,222.0178,11.5333
PG 34:1 (PG),160.0174,156.3413,151.7892,154.4446,100.9159,91.6925,77.8475,41.5871,124.993,123.8837,55.8208,109.8595,82.0155,60.5046,110.8004,110.1855,107.9155,139.937,134.2093,141.9388,178.6518,162.879,164.3106,132.4932,136.9587,128.9969,79.9066,96.1073,0,0,41.8066,29.0154,42.6126,51.4973,129.4598,122.3787,89.4513,88.8876,127.9807,0,127.9001,121.8849
PG O-36:7 (FA 16:2),95.8781,87.9011,77.8385,83.9077,93,115.9275,113,91,95,78.9176,44.8073,62,85.8781,61.9176,102.9415,79,112.9176,73.8036,122.7891,122.9011,126.7351,0,0,162.8056,88.8946,91,81.8327,79,0,0,38,67,79,55,68.2463,110,74,87,98.303,71.799,135.9176,157.8715
PG O-36:7 (FA 20:5),135.8759,66.3873,84.5916,103.0569,0,60.0723,80.616,98.7173,0,77.4127,73.146,62.7216,0,73.4311,156.2065,84.9466,117.397,130.5902,107.9854,138.7184,126.2474,120.1586,142.9395,110.5988,173.2942,159.0654,164.8135,127.9527,0,0,26.5134,0,33.7999,18.4972,58.6219,20.2646,19.4104,9.9995,90,46.8122,107.7708,71.3303
PG O-36:7 (PG),60.026,7.3866,7.5084,7.9915,21.7021,16.2546,11.0169,51.019,11.3664,5.0308,79.7786,1.0248,25.0045,24.014,31.773,28.868,29.5198,12.7959,17.4611,20.9046,46.9952,29.3799,0,40.0547,0,2.8447,25.5819,9.4108,0,0,10.1606,9.3364,11.2258,9.3161,34.2562,12.5094,20.4053,28.0925,18.0312,0,17.5138,13.8672
PG O-36:7 (FA 20:5),19.193,39.055,15.6676,7.9469,12.5903,0.3406,45.9794,67.1929,14.0575,0,9.4232,0.0892,0,1.7955,0,0,7.8694,5.6474,7.807,5.257,9.234,0,7.0701,9.4931,0,0,0,0,0,0,0,7.2093,0,0,30.742,33.4921,37.1254,40.1725,6.2166,1.114,0,21.5892
PG O-36:6 (FA 16:1),192.6721,179.9108,208.3065,215.0372,140.5046,155.4639,138.5475,175.7612,189.8171,158.7499,185.5154,163.6722,163.0352,0,158.8496,132.9237,137.4826,183.8555,130.5462,194.5099,225.7867,168.2038,244.8007,225.5992,199.5878,198.4265,253.1775,172.3196,0,0,0,0,0,0,65.8386,111.9679,111.5746,114.5481,0,0,256.1548,235.6201
PG O-36:6 (FA 20:5),26.6515,42.9819,18.9168,17.6488,25.157,20.4827,73.4372,46.3018,20.2871,23.6688,12.9005,23.3107,22.0407,0,48.3047,0,20.8766,28.7049,25.0739,20.0662,17.6023,32.1573,28.6143,32.8631,40.7937,9.7819,15.3682,15.2341,0,0,0,0,0,0,11.304,39.4072,14.3465,23.0339,0.7267,0,8.3128,26.6712
PG O-36:6 (PG),25.2048,23.4956,15.8771,32.272,15.1844,0,20.3124,8.8701,21.3704,17.4354,0,0,0,0.8826,0,0,3.6513,20.3446,27.5148,18.5406,19.4904,5.2535,24.7898,23.8319,12.6627,21.9788,11.1751,11.9274,0,0,0,0,13.3449,0,36.8456,0,0.4808,34.5982,11.9549,37.0924,25.6173,0
PG O-36:6 (FA 16:1),109.357,123.2866,116.5008,82.3143,37.6615,42.8814,48.3512,62.7839,112.356,116.8698,75.6092,39.1611,81.1576,0,69.0555,52.2852,122.5274,89.6509,149.3902,96.9556,80.3409,103.9632,0,102.2271,56.7541,80.7418,26.1066,0,0,0,0,0,0,0,67.1288,58.2931,67.5912,45.2149,124.7829,0,136.1345,170.5312
PG O-36:6 (FA 20:5),78.1071,68.3843,31.7468,0,0,0,73.5355,40.5733,13.6233,15.5426,24.1634,15.9765,0,0,83.5206,68.72,18.1285,7.847,13.5687,0,19.2395,0,18.4839,84.0257,1.5554,24.838,0,0,0,0,0,0,0,0,50.7499,55.3564,42.6318,25.8248,0,0,31.4333,59.0932
PG 36:8 (PG),548.8641,312.4002,490.5472,484.5651,754.218,804.4015,605.3584,573.7631,880.152,667.1476,655.906,672.1583,339.4438,258.4732,491.2928,341.5679,449.1006,484.6605,658.3403,822.6141,801.5333,730.6133,687.4993,933.0849,578.9429,676.8767,541.375,514.3686,160,89.1327,296.9121,252.7503,318.8914,341.7858,294.0625,0,264.6056,169.973,828.4238,472.821,631.5158,645.3004
PG 36:7 (FA 14:1),33.2185,42,34,39,0,0,0,0,28,23,37,27,84,54,69,52,63.2185,77,104,106,48,63.2383,71.7681,43.2185,96,91.2979,89,54,0,0,0,22,0,27,23,32,33,0,92.2185,48.8674,22.7681,57.7284
PG 36:7 (FA 22:6),116.48,127.1367,79.1538,123.3611,0,0,0,0,361.2522,289.5556,283.9851,250.9749,272.6827,217.8692,335.9763,279.5115,273.2065,284.0275,379.0221,345.2567,310.0541,308.1638,0,254.492,186.3436,172.4986,174.3149,173.2386,0,0,0,120.4751,0,118.8058,159.886,139.8104,119.1986,0,149.3266,0,121.3574,117.7237
PG 36:7 (FA 14:1),8.7845,0,6.3376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1135,0,0
PG O-36:0 (FA 18:0),71.215,55.2257,5.065,0,0,0,0,0,3.8017,0,0,0,0,35.7978,0,38.4615,0,23.3202,19.0623,0,54.5161,23.0275,48.9604,46.5043,77.6277,0,0,65.2422,0,0,0,0,0,0,37.6055,0,35.2297,38.1654,86.8644,23.2926,1.6019,6.6659
PG 36:6 (FA 14:0),3111.3497,0,2719.2298,0,3226.1563,2826.1868,0,0,0,3902.8205,0,3542.7264,0,3083.6175,0,0,5185.5352,5634.2553,0,0,0,0,0,0,0,0,4433.7745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
