Sample Name,NegMSMSALL-CAS9_A,NegMSMSALL-CAS9_A,NegMSMSALL-CAS9_B,NegMSMSALL-CAS9_B,NegMSMSALL-CAV_A,NegMSMSALL-CAV_A,NegMSMSALL-CAV_B,NegMSMSALL-CAV_B,NegMSMSALL-CAVIN_A,NegMSMSALL-CAVIN_A,NegMSMSALL-CAVIN_B,NegMSMSALL-CAVIN_B,NegMSMSALL-CERS2-1g_A,NegMSMSALL-CERS2-1g_A,NegMSMSALL-CERS2-1g_B,NegMSMSALL-CERS2-1g_B,NegMSMSALL-CERS2-mg_A,NegMSMSALL-CERS2-mg_A,NegMSMSALL-CERS2-mg_B,NegMSMSALL-CERS2-mg_B,NegMSMSALL-CERS5_A,NegMSMSALL-CERS5_A,NegMSMSALL-CERS5_B,NegMSMSALL-CERS5_B,NegMSMSALL-Flot2_A,NegMSMSALL-Flot2_A,NegMSMSALL-Flot2_B,NegMSMSALL-Flot2_B,NegMSMSALL-RAJU-Blank,NegMSMSALL-RAJU-Blank,NegMSMSALL-SPTLC_A,NegMSMSALL-SPTLC_A,NegMSMSALL-SPTLC_B,NegMSMSALL-SPTLC_B,NegMSMSALL-UGCG_A,NegMSMSALL-UGCG_A,NegMSMSALL-UGCG_B,NegMSMSALL-UGCG_B,NegMSMSALL-WT_A,NegMSMSALL-WT_A,NegMSMSALL-WT_B,NegMSMSALL-WT_B
FFA 22:0 (FA 22:0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1790.869,1489.8706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_18:2/ 30:2 (18:2 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.4143,0,0,168.0953,0,0,0,61,331.7276,0,0,0,493.4568,0,0,0,0,0,0,0
OAHFA_16:0/ 32:2 (16:0 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_16:1/ 32:1 (16:1 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_18:0/ 30:2 (18:0 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_16:0/ 28:2 (16:0 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.1575,199.8477,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_16:1/ 28:1 (16:1 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3604,0,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_18:1/ 26:1 (18:1 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.1229,135.6827,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_18:1/ 30:2 (18:1 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0971,43.7242,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_16:0/ 34:1 (16:0 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.8319,60.8703,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_18:0/ 32:1 (18:0 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9582,58.0844,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_18:0/ 34:2 (18:0 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.7945,34.8439,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_18:1/ 34:1 (18:1 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.4044,121.5421,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_16:1/ 28:2 (16:1 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_18:2/ 26:1 (18:2 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
