Sample Name,NegMSMSALL-CAS9_A,NegMSMSALL-CAS9_A,NegMSMSALL-CAS9_B,NegMSMSALL-CAS9_B,NegMSMSALL-CAV_A,NegMSMSALL-CAV_A,NegMSMSALL-CAV_B,NegMSMSALL-CAV_B,NegMSMSALL-CAVIN_A,NegMSMSALL-CAVIN_A,NegMSMSALL-CAVIN_B,NegMSMSALL-CAVIN_B,NegMSMSALL-CERS2-1g_A,NegMSMSALL-CERS2-1g_A,NegMSMSALL-CERS2-1g_B,NegMSMSALL-CERS2-1g_B,NegMSMSALL-CERS2-mg_A,NegMSMSALL-CERS2-mg_A,NegMSMSALL-CERS2-mg_B,NegMSMSALL-CERS2-mg_B,NegMSMSALL-CERS5_A,NegMSMSALL-CERS5_A,NegMSMSALL-CERS5_B,NegMSMSALL-CERS5_B,NegMSMSALL-Flot2_A,NegMSMSALL-Flot2_A,NegMSMSALL-Flot2_B,NegMSMSALL-Flot2_B,NegMSMSALL-RAJU-Blank,NegMSMSALL-RAJU-Blank,NegMSMSALL-SPTLC_A,NegMSMSALL-SPTLC_A,NegMSMSALL-SPTLC_B,NegMSMSALL-SPTLC_B,NegMSMSALL-UGCG_A,NegMSMSALL-UGCG_A,NegMSMSALL-UGCG_B,NegMSMSALL-UGCG_B,NegMSMSALL-WT_A,NegMSMSALL-WT_A,NegMSMSALL-WT_B,NegMSMSALL-WT_B
Group,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1
SM 44:4;3 (SM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.762,31.8093,0,0,133.9295,0,0,0,0,0,0,0
SM 46:0;2 (SM),1250.6837,1195.304,1214.2561,1259.2073,1170.5928,996.6403,577.6605,811.7541,1347.7594,1287.3614,1277.1236,1204.2099,0,0,705.2049,0,0,0,953.3575,1029.4756,1800.2901,1929.1642,299.3263,1831.6317,1711.5323,1528.1839,1494.1792,1544.2514,0,0,922.0847,767.8296,904.6985,936.8068,1273.5322,1052.5267,1067.5814,1182.0946,1391.5273,1916.4445,1289.914,1649.6954
SM 46:0;3 (SM),23.2784,48.329,28.3544,34.559,14.3771,10.1064,41,0,40.0577,32.3047,21.0627,18.228,0,0,0,27,15.6709,0,6.6826,0,13.5503,29.7277,29.9491,82.3787,30.6273,50.9352,52.4354,22.5099,0,0,0,0,0,0,37.1822,34.5506,37.483,32.9408,49.0247,37.7371,74.394,71.0179
SM 46:1;2 (SM),347.9321,258.0351,312.2114,230.9956,324.114,276.071,108.0288,170.3586,339.8323,291.0918,360.9545,279.2247,0,0,0,0,0,0,0,0,0,0,409.2817,0,0,510.7289,0,0,0,0,183.2762,215.5091,220.7246,318.7413,162.6915,258.168,128.8738,83.1031,0,0,0,0
SM 46:1;3 (SM),38.416,22.5877,32.6277,43.8118,46.963,27,0,41,55.2737,54.1003,46.7906,38.4677,27,0,0,0,46.9963,26.9756,40.9783,47,38.3763,31.4297,18.4534,46.9772,80.8243,73.994,26.9652,28.9622,0,0,26.9771,23.0099,53.9998,40.9662,40.516,53.981,6.8942,60.9615,60.7609,43.193,44.105,47.8655
SM 46:1;4 (SM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.1553,0,0,0,0,0,0,0
SM 46:2;2 (SM),75.1102,17.7705,23.179,17.4291,0,0,4.8116,0,44.5916,0,16.0241,21.2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.082,46.3912,14.386,6.3264,21.4831,11.6948,8.3615,10.9498,0,0,0,0
SM 46:2;3 (SM),0,0,0,0,0,0,0,0,14.8752,40.3251,31.7238,33.7958,0,0,0,0,0,0,0,0,33.9356,0,0,0,0,0,0,26.6004,0,0,0,26.9866,0,0,8.4062,0,0,0,40.8575,26.704,26.9928,13.7115
SM 46:3;2 (SM),0,0,0,0,0,0,5.5872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2836,0,0,23.0643,0,0,0,0,62.7238,13.2794,2.9744,48.1748,41.1101,0,0,0,0,0,0,0
SM 46:4;2 (SM),13.774,0,12.2802,8.8877,24.2891,6.3568,0,0,3.2629,39.4754,0,0,0,15.8501,0.1704,29.4809,0,0,0,20.3962,0,18.8577,0,31.6151,0,12.0214,31.1275,20.7199,0,0,0,0,27.9133,0,0,11.6886,17.6041,31.9956,0,0,31.7722,21.7235
SM 48:1;2 (SM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2107,0,0,0,0,0,0,0
SM 48:2;2 (SM),0,0,0,18.9534,0,0,0,22.2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM 48:3;2 (SM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM 48:4;2 (SM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0747,0,0,0,0,0,0,0
,17012.8366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
