Sample Name,PosMSMSALL-CAS9-A,PosMSMSALL-CAS9-A,PosMSMSALL-CAS9-B,PosMSMSALL-CAS9-B,PosMSMSALL-CAV_A,PosMSMSALL-CAV_A,PosMSMSALL-CAV_B,PosMSMSALL-CAV_B,PosMSMSALL-CAVIN_A,PosMSMSALL-CAVIN_A,PosMSMSALL-CAVIN_B,PosMSMSALL-CAVIN_B,PosMSMSALL-CERS2_mg-A,PosMSMSALL-CERS2_mg-A,PosMSMSALL-CERS2_mg-B,PosMSMSALL-CERS2_mg-B,PosMSMSALL-CERS2-1g_A,PosMSMSALL-CERS2-1g_A,PosMSMSALL-CERS2-1g_B,PosMSMSALL-CERS2-1g_B,PosMSMSALL-CERS5-A,PosMSMSALL-CERS5-A,PosMSMSALL-CERS5-B,PosMSMSALL-CERS5-B,PosMSMSALL-Flot2-A,PosMSMSALL-Flot2-A,PosMSMSALL-Flot2-B,PosMSMSALL-Flot2-B,PosMSMSALL-RAJU-Blank,PosMSMSALL-RAJU-Blank,PosMSMSALL-SPTLC_A,PosMSMSALL-SPTLC_A,PosMSMSALL-SPTLC_B,PosMSMSALL-SPTLC_B,PosMSMSALL-UGCG-A,PosMSMSALL-UGCG-A,PosMSMSALL-UGCG-B,PosMSMSALL-UGCG-B,PosMSMSALL-WT_A,PosMSMSALL-WT_A,PosMSMSALL-WT_B,PosMSMSALL-WT_B
SGalCer 32:3;2 (LCB 18:0;2-H2O),54,47,39,44,74,64,84.6166,89.1943,70,51,37,37,40,47,54,42,59,42,68.8385,43.6426,57,72,33,92,0,39,40,46,0,0,37,34,44,37,48.2964,51.4762,38.9983,52,62,57,51,40
SGalCer 31:3;3 (LCB 18:0;2-H2O),1.0835,0,0,3.8829,0,0,0,0,0,0,4.2424,0,2.8026,5.4431,1.0835,0,0,9.8428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8829,0,0,0,0,8.0434,0,0,0,2.8026
SGalCer 32:1;2 (LCB 18:0;2-2H2O),391.0726,326.6624,444.2414,385.7954,174.1841,295.6594,237.7228,214.0138,213.8199,214.0093,223.2724,258.7146,190.1545,277.1087,176.7542,245.9836,197.3112,192.5259,183.6681,174.7747,270.9724,220.3599,209.2072,157.2024,190.3935,147.7537,170.6856,190.5281,0,0,258.5023,248.3742,308.5024,272.5167,373.1411,291.9078,348.2195,347.8381,302.8642,270.1572,302.561,252.6787
"SGalCer 32:1;2 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",29,29,17.2408,7,31.063,0,0,0,33.731,36.6424,0,0,27.7289,45.5664,37.549,37.9968,0,0,0,0,0,0,23.5262,26.1446,61.9908,94.4239,0,0,0,0,23,0,0,0,45.7891,62.7376,0,0,0,0,0,0
SGalCer 32:1;2 (LCB 18:0;2-H2O),45.3419,47.9818,94.9685,49.5213,56.1146,53.2662,34.9525,69.0602,55.8475,23.7067,14.4384,50.1638,50.4961,27.5525,6.149,31.9944,30.4408,32.4706,49.9369,59.1517,40.0444,39.9467,29.6379,47.6654,22.4832,19.7277,11.7505,36.9975,0,0,28.244,40.8195,42.7652,36.4283,63.7666,58.9233,85.031,69.4161,35.708,57.0281,33.6159,50.8756
"SGalCer 30:2;4 (LCB 18:2;2-2H20,LCB 18:1;3-3H2O)",8,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGalCer 30:2;4 (LCB 18:0;2-H2O),36.5472,10.624,4.0083,38.2864,151.17,122.9829,221.7639,177.4241,9.8381,22.0492,4.0298,0,23.5919,18.3838,19.1068,51.1123,0,0,363.6392,434.2288,0,0,0,0,2.4409,0,6.128,0,0,0,0,0,0,0,20.6623,16.0117,13.4903,35.5837,0,0,29.7919,15.4477
SGalCer 30:1;4 (LCB 18:0;2-H2O),16.0675,17.4755,0,0,22.0262,0,43.7897,0,0,29.8562,0,0,0,0,26.1477,16.1452,0,0,47.7485,67.2069,0,0,0,26.5906,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0059,20.1309,0,0,0
SGalCer 33:4;2 (LCB 18:0;2-H2O),34.0401,0,0,31.8893,0,0,31.7235,18.838,0,10.6073,0,0,21.939,0,0,21.002,0,0,0,17.6443,0,0,0,0,0,0,0,0,0,0,0,22.9876,0,0,29.9406,21.9173,24.8927,24.7615,0,0,0,0
"SGalCer 33:4;2 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",18,0,13.9278,0,0,0,0,0,0,30.9988,0,0,0,40.2992,31.4373,0,0,11,0,0,0,0,24.9798,27,37.4668,47.2063,0,23,0,0,0,29,0,38,17.8892,34.2365,0,17,0,0,8,0
