Sample Name,NegMSMSALL-CAS9_A,NegMSMSALL-CAS9_A,NegMSMSALL-CAS9_B,NegMSMSALL-CAS9_B,NegMSMSALL-CAV_A,NegMSMSALL-CAV_A,NegMSMSALL-CAV_B,NegMSMSALL-CAV_B,NegMSMSALL-CAVIN_A,NegMSMSALL-CAVIN_A,NegMSMSALL-CAVIN_B,NegMSMSALL-CAVIN_B,NegMSMSALL-CERS2-1g_A,NegMSMSALL-CERS2-1g_A,NegMSMSALL-CERS2-1g_B,NegMSMSALL-CERS2-1g_B,NegMSMSALL-CERS2-mg_A,NegMSMSALL-CERS2-mg_A,NegMSMSALL-CERS2-mg_B,NegMSMSALL-CERS2-mg_B,NegMSMSALL-CERS5_A,NegMSMSALL-CERS5_A,NegMSMSALL-CERS5_B,NegMSMSALL-CERS5_B,NegMSMSALL-Flot2_A,NegMSMSALL-Flot2_A,NegMSMSALL-Flot2_B,NegMSMSALL-Flot2_B,NegMSMSALL-RAJU-Blank,NegMSMSALL-RAJU-Blank,NegMSMSALL-SPTLC_A,NegMSMSALL-SPTLC_A,NegMSMSALL-SPTLC_B,NegMSMSALL-SPTLC_B,NegMSMSALL-UGCG_A,NegMSMSALL-UGCG_A,NegMSMSALL-UGCG_B,NegMSMSALL-UGCG_B,NegMSMSALL-WT_A,NegMSMSALL-WT_A,NegMSMSALL-WT_B,NegMSMSALL-WT_B
PA 40:8 (PA),11.4859,0,0,19.1722,1.7998,0,0,0.691,29.8138,20.1478,0,3.1389,20.5465,11.5563,43.6035,28.9414,27.8742,28.6794,8.099,11.4582,44.9105,6.6574,31.2658,6.9731,19.5527,19.8909,12.698,43.9757,0,0,0,0,0,1.7259,0,0,4.1064,13.9711,39.0896,0,28.7771,40.6566
PA 40:8 (FA 20:4),163.868,105.8701,74.5116,84.3639,81.4147,56.0689,131.845,120.6044,69.2743,80.9919,35.2765,39.2714,0,0,168.1929,127.9906,78.3293,64.6426,0,21.4849,0,0,48.493,63.1079,0,0,24.6904,23.2848,0,0,0,0,0,0,163.1447,110.0236,223.4406,173.1574,0,0,46.5291,63.6744
PA O-40:1 (FA 22:1),35,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
PA O-40:1 (PA),23.9873,27.3718,13.0965,18.3549,10.2943,20.9289,15.8007,0,24.3568,18.9804,17.8047,28.8777,10.392,23.0032,9.4165,0,0.8903,0,37.523,17.5863,38.7052,28.3983,3.5641,10.9377,25.9461,16.4289,11.458,0,0,0,17.6491,13.9778,0,0,8.5194,20.6569,0,0,14.3542,0,0,0
PA 40:7 (FA 18:1),51171.5133,45171.7777,46735.1275,48821.564,24084.753,0,21500.8933,19612.6149,26077.1133,24870.5786,22685.4778,21448.7585,21985.3747,21354.1071,32387.1056,27299.3364,27429.3346,30334.1566,40095.5087,37861.3959,43918.667,43199.3541,21055.6184,48783.4658,44831.7765,41262.3067,37611.2457,38350.3818,0,0,9910.96,9694.972,11252.9308,0,29199.3278,29215.6818,24066.2489,25047.9375,46391.8634,43806.8854,0,41731.2964
PA 40:7 (FA 20:5),36.9361,0,0,14.2279,0,0,0,0,0,0,0,0,0,0,24.4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA 40:7 (PA),39.9233,21.87,41.179,45.3338,34.108,22.5841,20.1321,0,8.6086,42.8687,0,10.7064,30.2034,25.2635,44.8245,29.5796,30.3595,0,37.2813,37.6217,24.6774,32.9159,26.3449,70.5708,31.8539,53.3636,30.8921,16.4322,0,0,0,16.5119,12.065,0,32.7347,0.9793,9.2363,15.0361,34.9091,39.8897,0,38.0492
PA 40:7 (18:1(d7)),9.5463,0,0,2.0506,0,0,0,0,0,0,0,1.3984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1769,4.0952,0,0,0,0,0
PA 40:7 (FA 18:2),288.6047,0,0,0,72.0744,0,0,0,0,0,0,0,0,0,0,0,0,0,243.3627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA 40:7 (FA 20:5),86.2358,0,0,18.4805,0,0,0,0,0,0,0,0,0,0,74.3313,0,0,0,0,0,33.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA 40:7 (FA 20:2),21.1339,0,0,21.6533,0,0,0,0,0,0,0,0,0,0,6.9177,0,0,0,0,0,8.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA 40:7 (FA 22:6),341,317,386.398,405,434,338,375,370.398,463,392,294,340.398,285,294,516,355.7592,434,422.4582,542,556,508.7514,592.8718,605.8718,537.9242,358,355,299,302,0,0,243,204,219.4582,248,409,182,284,274,491.7514,477,0,474
PA 40:7 (FA 22:5),27,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA O-40:0 (PA),63.308,78.1955,46.323,38.1016,13.1922,32.6445,34.5599,23.0491,9.3856,30.2401,28.2745,35.5033,44.735,27.7589,33.9887,39.8259,38.6491,61.336,49.8556,28.2598,55.0587,85.2901,93.1716,51.7781,46.8766,22.3513,56.4667,46.4505,0,0,12.4819,13.6741,0,0,17.2258,21.5289,1.2338,0,67.395,76.2315,0,90.7333
PA 40:6 (FA 18:0),813.4352,753.4831,812.9586,814.6602,1116.1512,1021.0584,1017.8852,1072.5264,872.3204,945.9783,833.9357,807.3165,1037.879,832.3286,1246.7914,1115.7865,1065.8331,1018.7939,1493.8933,1452.3201,1578.1539,1508.292,1897.3043,1729.8769,903.5736,948.0822,0,764.7181,49.957,15.8958,588.4245,580.4382,759.4157,622.7794,0,856.1761,730.4525,712.7015,1150.1012,1211.4338,635.0543,1199.2235
