Sample Name,NegMSMSALL-CAS9_A,NegMSMSALL-CAS9_A,NegMSMSALL-CAS9_B,NegMSMSALL-CAS9_B,NegMSMSALL-CAV_A,NegMSMSALL-CAV_A,NegMSMSALL-CAV_B,NegMSMSALL-CAV_B,NegMSMSALL-CAVIN_A,NegMSMSALL-CAVIN_A,NegMSMSALL-CAVIN_B,NegMSMSALL-CAVIN_B,NegMSMSALL-CERS2-1g_A,NegMSMSALL-CERS2-1g_A,NegMSMSALL-CERS2-1g_B,NegMSMSALL-CERS2-1g_B,NegMSMSALL-CERS2-mg_A,NegMSMSALL-CERS2-mg_A,NegMSMSALL-CERS2-mg_B,NegMSMSALL-CERS2-mg_B,NegMSMSALL-CERS5_A,NegMSMSALL-CERS5_A,NegMSMSALL-CERS5_B,NegMSMSALL-CERS5_B,NegMSMSALL-Flot2_A,NegMSMSALL-Flot2_A,NegMSMSALL-Flot2_B,NegMSMSALL-Flot2_B,NegMSMSALL-RAJU-Blank,NegMSMSALL-RAJU-Blank,NegMSMSALL-SPTLC_A,NegMSMSALL-SPTLC_A,NegMSMSALL-SPTLC_B,NegMSMSALL-SPTLC_B,NegMSMSALL-UGCG_A,NegMSMSALL-UGCG_A,NegMSMSALL-UGCG_B,NegMSMSALL-UGCG_B,NegMSMSALL-WT_A,NegMSMSALL-WT_A,NegMSMSALL-WT_B,NegMSMSALL-WT_B
Group,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1,Group 1
PE O-36:3 (FA 16:1),68.4788,44.8806,52.6824,35.5992,52.6181,57.213,26.5331,39.3514,53.7189,41.8606,59.4303,70.526,24.9223,49.415,71.2517,43.9963,69.3631,90.6625,106.5605,73.2816,49.4851,82.9926,70.0652,79.8769,56.2998,64.028,63.9588,59.4597,0,0,21.0924,43.6416,19.3342,22.8758,13.316,40.4523,33.8003,39.0322,97.4096,82.6249,85.5892,72.2726
PE O-36:3 (FA 18:2),362.2494,332.3046,296.4789,467.5495,270.3758,245.0672,243.5083,184.7058,376.138,360.2949,308.3711,390.4514,371.2914,345.2416,573.7719,410.1129,569.163,503.6089,864.9397,730.1577,569.63,580.2311,662.4275,430.7658,766.5291,751.5179,553.2907,573.5792,0,0,178.7334,136.5224,133.4843,150.7273,284.1866,274.0998,201.9651,188.4483,454.6294,342.6809,436.9493,438.4049
PE O-36:3 (FA 18:1),6804.3332,6583.9854,6021.2855,5855.1195,0,5013.9499,4081.2669,4301.8999,9445.3525,8886.1626,7215.7695,7519.5875,5995.5402,5450.1539,8363.0165,7352.2631,8235.0873,8261.7717,11365.3144,0,10227.0885,9815.6567,11283.4931,10748.3746,7042.7544,6784.2194,0,5885.6305,294.3013,0,1890.1363,2177.9412,0,2388.1212,2618.6721,2548.3545,2379.9282,2446.4459,14009.6751,12525.6651,12919.6192,13320.8744
PE O-36:3 (FA 20:2),756.2703,633.9232,0,503.0527,260.6145,252.8322,284.3969,201.0939,838.3614,803.3736,719.4467,740.2291,481.9645,461.2262,707.2732,646.7085,782.5349,844.6644,0,1129.4553,932.1025,837.8208,0,982.3614,318.7027,283.0527,246.7881,277.0029,0,0,220.4381,204.6558,228.5704,245.2646,224.3087,237.4822,170.1352,196.047,743.7085,669.185,714.8379,717.2291
PE O-36:3 (LPE e),77.1959,43.4828,46.4135,56.743,52.6688,27.3544,59.66,33.0316,110.0593,89.0922,53.6595,79.821,58.9272,50.0186,91.0252,67.9408,77.2763,85.5265,129.0493,125.3554,98.0726,90.1032,155.4199,117.3479,59.6223,90.114,74.1137,52.3094,0,0,14.797,19.0248,22.5072,16.824,38.4671,21.1867,28.1702,22.4774,135.0088,117.8297,141.686,134.2231
PE O-36:3 (PE),110.9258,92.0556,79.1293,98.3369,53.2331,64.2362,60.2834,84.4528,173.486,136.9105,136.5228,108.0557,98.9893,106.4157,143.962,114.4032,135.4332,129.6489,205.1127,178.4277,156.545,136.4197,178.0913,173.1548,123.5953,130.5823,101.2328,94.5071,0,0,20.7794,22.6455,32.8171,4.3466,60.558,32.6576,19.633,72.1956,200.295,215.3086,195.9085,177.1175
DMPE 34:9 (DMPE),49,77,125,0,0,0,0,27,70,77,70,57,0,0,0,0,0,0,38,37,0,0,22,0,46,60.2365,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0
PE O-36:2 (FA 16:1),95.8425,68.2833,90.678,101.5546,110.251,48.908,98.3724,34.4562,144.2109,119.8409,113.5874,85.9566,89.8812,105.6683,147.5313,113.0253,82.2607,134.8603,140.2157,193.142,136.5817,143.4262,140.7995,126.2539,116.4264,145.0716,101.7652,116.5287,0,0,57.6542,68.9921,44.1673,69.1709,61.4852,32.3906,30.6065,34.5484,196.9832,186.0925,124.9154,128.3792
PE O-36:2 (FA 16:0),54.5207,62.7015,67.051,84.4513,54.8942,59.6315,120.2507,108.7152,85.0188,90.3141,48.479,32.6369,91.3881,47.4366,150.3413,80.3581,82.8843,136.7551,122.4689,102.9914,58.7671,53.0404,73.6093,70.2382,87.8002,58.0073,73.6228,74.1099,0,0,33.3403,22.431,75.5721,33.8498,128.1153,60.193,50.6726,47.1423,90.322,62.8148,71.1446,70.6144
PE O-36:2 (FA 17:1),679.2193,602.1699,711.2019,682.9298,492.0083,525.562,456.8313,461.1807,929.5161,860.7989,767.5069,736.4517,938.4153,849.4868,1418.3171,1097.7049,1035.1564,1070.7329,1277.6105,1340.4891,1259.182,1151.7131,1175.7905,1381.8183,1064.6705,929.3627,954.2767,869.3597,61,0,338.1723,327.459,381.9756,376.5182,452.6261,398.5634,319.8036,398.5042,1002.9506,1111.8569,947.1641,1084.6178
PE O-36:2 (FA 18:2),109.7863,117.3223,104.9318,59.0494,116.4545,123.1885,117.787,106.8791,106.2642,91.843,97.719,79.1823,147.2314,77.0534,124.5804,117.7263,92.1986,150.8234,116.6686,127.9271,130.8003,166.9648,147.3736,158.8557,138.6955,97.8514,108.3157,121.6452,0,0,42.825,91.2891,59.6392,81.7461,145.5248,139.0109,77.3789,99.7101,84.2334,81.9301,96.4328,100.5133
PE O-36:2 (FA 18:1),2835.4758,2592.0517,2379.2237,2533.0407,1842.2021,1752.1139,1845.2191,1732.427,2769.1829,2252.9239,2107.6531,2225.0974,2425.9663,2233.9899,3625.4266,2659.059,4219.428,3863.869,5218.0072,5063.2903,4032.5233,3832.1262,3710.3098,4015.1726,4640.0877,3985.0683,3511.1999,3702.745,150.1143,67.4999,746.8645,816.443,844.405,959.0159,1569.8455,1555.2864,1322.9487,1246.8943,3720.7754,3572.1918,3735.3671,3319.181
PE O-36:2 (FA 18:0),165.1553,0,150.5503,0,105.5414,151.6313,101.9369,121.0946,269.4008,227.923,213.6448,0,152.6578,153.0643,263.9509,224.2203,236.9554,214.7424,267.8684,0,249.7655,214.4693,208.5277,306.042,211.7685,136.2197,128.2401,122.1653,0,0,58.6919,50.1277,70.3516,84.6056,92.6804,0,71.4744,65.2045,302.2104,236.7751,246.7782,287.0948
PE O-36:2 (FA 19:1),30,38,48,43,42,32,29,35,72,52,69,54,49,44,72,47,79.9124,47,105.1449,79,71,74,84,88,47,73,44,34,0,0,20.2792,25.3938,33.9503,0,0,29,0,42,78,0,0,81
PE O-36:2 (FA 20:1),1993.8445,1805.1176,1556.3164,1629.9176,447.2675,466.9645,414.0939,398.6586,2328.2131,2359.702,2064.0604,2184.1082,0,1208.9232,1932.9638,1647.7995,2435.5432,2476.9498,3325.4395,3386.9531,2542.6314,0,2359.4201,2800.0856,676.4973,0,448.8322,475.0879,0,0,509.441,625.8763,598.4851,556.8322,627.5704,544.5704,467.8322,394.1352,2644.1256,2690.1644,2549.3307,2463.9814
PE O-36:2 (LPE e),52.5303,69.3605,48.1049,37.6394,19.6225,14.5002,26.3383,28.1911,45.6792,51.0579,51.5015,53.7691,64.3704,24.7361,66.5422,85.8897,85.7596,71.6565,72.8307,147.8712,71.6465,69.1914,52.5296,93.1372,64.4136,72.8119,33.7023,92.9711,0,0,0,14.5522,0,20.2064,7.9623,0,20.2848,20.2242,56.3658,52.0801,49.3894,81.8377
PE O-36:2 (PE),75.2781,79.2811,103.283,35.4862,50.7621,52.1861,44.3309,40.3325,93.0796,93.4504,58.3434,82.4412,72.7305,56.058,94.6962,101.7363,121.1851,77.2562,148.626,120.2096,139.1139,118.9196,126.9571,130.3671,97.8868,80.1603,61.5512,75.4219,0,0,24.0859,21.1903,27.0461,35.6468,9.1901,37.497,39.2399,0,126.0702,103.7944,100.6547,103.274
NAPE 34:1 (FA 12:1),13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,0
PE O-36:1 (FA 16:1),64.6575,68.2467,103.2758,86.3129,0,81.4724,75.3737,80.1634,160.1809,144.0668,121.3593,134.1753,113.4211,126.7133,139.5836,138.3741,113.8408,184.7702,217.1916,168.1428,148.9254,149.237,156.4926,144.851,119.5396,146.3038,141.9071,162.3452,0,0,0,0,0,0,60.0484,0,56.756,43.6486,170.2567,0,160.3639,160.0731
PE O-36:1 (FA 16:0),158.6303,141.121,142.5705,122.1823,0,116.355,185.9749,102.6365,125.0266,97.9995,107.7999,104.4786,142.8603,78.5818,156.605,98.7545,124.1352,131.5661,172.8618,185.1994,136.8764,0,159.1787,134.4931,154.2231,181.2391,170.3155,117.0781,0,0,0,0,0,0,125.122,0,73.9703,76.5052,147.0646,0,93.2966,111.9118
PE O-36:1 (FA 17:1),682.5763,560.5374,578.1064,523.2755,0,257.4102,271.996,228.1243,410.7759,401.9127,299.6863,326.8291,416.7186,337.2575,520.6151,538.1201,438.4526,664.8489,620.043,607.2312,667.787,635.8337,803.6888,736.8107,669.9668,631.0414,732.3791,522.8743,0,0,0,0,0,0,472.5039,0,459.3533,412.5021,609.6009,0,503.7827,504.2364
PE O-36:1 (FA 17:0),782.9515,700.5337,783.9515,819.5109,0,420.4802,330.7697,349.5411,787.0861,735.7841,585.0592,593.4038,618.3815,482.3659,848.987,651.2988,573.3685,616.819,748.8459,701.2808,885.1509,816.1906,917.7243,912.6609,682.7753,674.2724,640.192,611.9704,0,0,0,0,0,0,506.7119,0,371.4164,393.5269,645.7864,0,703.4844,651.9234
PE O-36:1 (FA 18:1),2302.0577,2063.6666,2132.7497,2357.8153,0,1151.9683,1019.8781,1036.2031,1615.2363,1649.5642,1478.5377,1423.931,1516.6603,1267.0667,1954.5433,1788.7748,1646.1567,1745.0032,1894.7259,2110.4312,2202.103,2322.9792,2443.7468,2323.6783,1915.2705,1738.3347,1862.867,1762.4441,0,0,0,0,0,0,1546.9209,0,1209.3637,1202.7988,2144.4801,0,1907.1878,1812.1277
PE O-36:1 (FA 18:0),294.7894,341.4921,303.0969,306.9105,0,182.4779,174.2192,163.7767,203.5327,235.1234,140.9937,173.0329,220.093,205.7142,317.4306,259.4929,274.1529,275.1494,340.9715,420.2348,340.6435,314.8013,304.9992,328.6105,368.4724,335.5071,297.3345,247.0608,0,0,0,0,0,0,215.3725,0,184.6176,123.44,274.4976,0,297.252,253.0137
PE O-36:1 (FA 19:1),70.9249,72.4461,69.6799,65.7643,0,84.0067,72.7807,71.9124,0,94.6371,87.6266,71.2649,0,72.2504,156.0225,109.0824,117.2195,89.0824,96.2362,152.7406,140.1464,79.3598,159.3677,129.3684,118.4889,111.1187,72.4454,86.3565,0,0,0,0,0,0,53.9374,0,60.1449,50.1839,101.9129,0,111.4474,76.3973
PE O-36:1 (FA 20:0),99.0029,145,111,111,0,35,0,0,126,130,123,0,57,74,84,74,115,147,172,184,182,132.4822,197.394,187,47,40,0,0,0,0,0,0,0,0,72,0,47,49,160,0,124.394,145
PE O-36:1 (LPE e),41.5613,43.5437,35.909,39.5866,0,20.5981,0,0,23.9697,26.1152,0,22.4277,24.2206,16.5428,44.6903,36.981,16.1156,46.4749,55.5709,27.1193,43.4016,75.1071,49.5339,68.715,42.1172,30.8873,41.1525,36.0048,0,0,0,0,0,0,47.4604,0,25.8421,28.7196,10.2757,0,41.5898,57.0675
PE O-36:1 (PE),49.201,51.3689,62.7899,73.6381,0,20.2498,0,15.8708,12.7776,41.8446,38.8263,23.012,31.5283,15.9845,78.9556,45.8691,43.3527,59.1435,51.7019,61.7961,55.9788,70.2952,49.2601,71.127,49.9403,41.9247,53.2413,38.9041,0,0,0,0,0,0,39.1978,0,24.1292,12.6605,28.5416,0,58.0213,51.1863
MMPE O-36:4 (FA 14:0),122.9418,120.1942,132.8465,159.5091,115.0514,103.9168,116.7231,106.5255,199.0625,178.334,176.8136,131.3078,162.1412,194.44,213.1208,236.2578,182.1872,183.7659,323.1931,244.977,166.1148,209.8505,204.7579,231.6423,197.2039,0,178.2431,168.2046,0,0,145.3002,128.4997,122.5312,158.5805,123.0283,0,113.9136,124.2768,0,0,0,216.764
MMPE O-36:4 (FA 16:1),268.1782,231.0555,208.2268,225.3219,212.5081,205.5155,222.4437,196.479,258.3734,254.7998,250.017,255.1116,259.654,328.7962,375.7964,418.5066,416.2022,448.0308,561.5468,496.9757,394.4687,412.093,343.7883,361.4676,377.7459,0,352.6203,287.0907,0,0,187.727,210.1515,213.8558,298.302,200.1371,0,168.3598,179.9581,0,0,0,349.6654
PE 36:4 (FA 16:0),1191.4262,1023.6577,1161.7873,1267.3578,1398.9644,1198.0549,1167.0247,1182.221,1546.4093,1508.2533,1370.3652,1422.1901,1171.9871,1125.2559,1578.9876,1509.3282,1605.8903,1525.6267,1906.5223,1929.6884,1580.5682,1529.291,1593.0956,1598.1505,1237.9455,0,1166.0947,1166.6022,0,0,840.2227,929.3531,1191.6056,966.4979,1166.3276,0,784.0345,866.6854,0,0,0,750.5966
MMPE O-36:4 (FA 18:3),55,65,49,57,56,28,34,0,67,64,50,47,64,74,67.2216,86,76,77,94.6468,108,109,93,105,111,111,0,67,121,0,0,29,50,28,30,44,0,33,38,0,0,0,96
MMPE O-36:4 (FA 18:2),88.3518,89.694,127.074,93.5105,78.5977,84.5521,65.7436,91.9482,133.461,164.0213,115.1495,150.9559,148.5149,146.2594,195.3862,178.4806,156.921,120.7376,239.1622,155.6991,180.6809,139.1426,242.3878,183.096,155.2879,0,183.828,126.6139,0,0,88.329,74.1277,61.0247,108.2098,145.6579,0,97.3077,99.6378,0,0,0,167.253
MMPE O-36:4 (FA 18:1),244.6648,164.8622,213.7206,274.5086,96.1059,147.6511,121.398,0,157.0685,172.3843,219.1812,154.9658,138.8149,148.1408,254.4473,216.4244,211.5046,268.0482,294.3962,305.328,233.8324,259.3459,268.2078,287.6936,275.5304,0,258.7581,248.3637,0,0,61.7247,94.2194,66.2547,92.9447,190.9664,0,143.3901,114.3542,0,0,0,187.6369
PE 36:4 (FA 20:4),1528.5067,1297.503,1536.7331,1396.1591,1700.8645,1623.5892,1564.3855,1566.5963,1894.4039,1800.1743,1632.57,1761.6537,1496.6687,1387.5202,2025.8601,1932.3548,1915.8323,1727.0021,2319.0188,2416.5148,1910.1452,1926.1219,1929.5413,2117.134,1573.4619,0,1448.3499,1366.8796,0,0,1103.9612,1285.7545,1297.7756,1311.0279,1317.5423,0,1083.3455,1067.7878,0,0,0,1016.6872
MMPE O-36:4 (FA 20:3),170.2524,143.398,146.2899,155.6698,107.3149,105,102.688,116,128.1074,179.1199,131.3149,138.3149,156.8874,140.1074,222.1574,188.3869,213.0125,251.3021,323.1898,304.9805,267.957,237.8499,265.0198,242.8734,200.2899,0,168.6574,148.0824,0,0,78.3149,87.1449,82.1449,101,120,0,81.9124,77.2899,0,0,0,168.0073
PE 36:4 (LPE e),73.9035,47.8896,51.0071,63.2746,81.787,76,67.3802,61.2853,66.0855,62.2707,76.7042,61.6215,71.2676,46.1218,81.4911,83.2345,61.9311,84.6974,101.3076,79.2367,83.3224,95.1254,111.8362,61.9984,79.2819,0,36.0249,59.4554,0,0,35.6478,42.5533,58.8238,28.8238,45.9326,0,73.8266,41.7785,0,0,0,71.9406
PE 36:4 (PE),69.9608,62.3564,99.1151,81.2587,95.3468,65.7153,102.2509,83.5567,111.8227,106.3893,101.1682,108.0534,87.9408,98.4809,131.2638,76.8061,101.9078,97.3635,144.2361,148.3028,108.1743,85.9324,91.2032,121.0008,102.8369,0,71.969,88.8568,0,0,50.4575,56.2209,60.1673,80.1497,46.4409,0,43.3986,63.223,0,0,0,29.214
PE O-38:10 (LPE e),0,11.0609,16.3643,0,0,4.9443,0,14.5227,5.211,24.9742,0,4.6252,5.784,8.6257,0.1984,15.1853,27.5445,0,28.296,36.943,21.0955,3.7777,11.2807,21.3091,6.0643,0,11.873,13.448,0,0,28.1741,0,12.2954,8.1068,6.8728,34.2647,0,0.9854,1.4707,35.0785,10.9558,0
PE O-38:10 (PE),18.2066,12.275,7.929,13.3144,1.6513,21.6343,0.9255,0,4.5081,30.3637,2.7066,0,6.6893,8.1289,31.7073,46.606,9.2548,18.0924,0,1.363,25.5066,47.8483,45.3191,43.1139,5.3942,0,15.6592,12.0627,0,0,0,33.2686,5.6005,5.7468,19.2305,22.9742,7.9456,5.3136,28.3805,21.1529,0,42.6476
PE 36:3 (FA 14:0),616.0351,443.5149,505.5226,598.4183,565.9478,534.1838,642.9945,523.7208,826.0604,774.6315,738.7341,705.1863,0,782.7561,1134.4252,1034.2187,1108.736,1245.767,1430.1666,0,1175.4862,1143.3329,762.5259,1198.3002,902.3631,1048.1743,1142.6117,971.6266,0,0,878.0957,853.7533,1042.8801,898.8896,743.9322,0,774.2633,805.662,708.5059,637.1198,512.6989,822.8984
MMPE O-36:3 (FA 16:1),118.6919,104.7019,118.7274,119.2312,138.8476,129.9143,94.1349,62.9081,155.413,171.945,109.2816,118.932,141.8425,126.3658,193.0875,204.8102,183.6682,203.941,271.9109,265.3157,209.3212,217.8897,96.9544,147.5679,197.5676,159.4719,144.5861,196.6067,0,0,95.3962,104.6635,91.1866,82.2842,122.7265,89.2991,91.5263,90.9513,204.5965,217.775,201.5169,165.117
PE 36:3 (FA 16:0),765.7854,753.0258,728.7309,859.1389,871.8478,809.4587,752.5618,799.448,882.895,983.1788,909.8603,885.4423,1106.5416,1101.7955,1466.0794,1442.992,1577.7945,1577.6377,1711.6566,1848.8878,1439.4883,1298.9312,795.1102,1419.5775,1296.1993,1438.4572,1451.1225,1235.9709,0,0,1060.359,991.4737,1102.3114,1126.409,1004.2782,991.4032,992.0023,930.8824,863.3694,753.469,699.8733,896.432
PE 36:3 (FA 18:3),56.4941,71.3616,79.3707,49.9679,33.3124,57.779,35.545,19.2456,35.7983,45.7061,2.7426,57.0118,42.4067,54.592,91.7764,37.6001,70.4224,88.3293,108.1521,86.3503,82.7303,94.69,44.4887,84.8881,111.8881,94.6468,98.02,100.887,0,0,28.7339,27.4274,15.0959,21.2456,66.7699,39.3713,29.9701,28.8444,40.3835,38.0867,70.7906,11.1859
PE 36:3 (FA 18:2),2361.9994,2031.6977,2117.6215,2295.3385,2443.6808,2160.17,2155.3829,1999.6247,3492.3395,3558.2183,3106.4647,3322.4493,3475.5777,3246.5763,4936.8992,4558.3175,4014.2603,4234.5366,5557.1275,4765.3618,4847.2159,4908.619,2752.6471,5582.8384,4285.0734,4140.4604,3808.6937,3602.0137,89,46,1789.2324,1876.5743,2054.8133,2047.0902,2096.2361,1905.3401,1674.0008,1534.4087,4350.1183,3997.3895,3173.5989,4133.0142
PE 36:3 (FA 18:1),1855.2646,1745.4461,1690.3499,1754.3693,1794.8973,1449.9653,1490.115,1344.8078,2895.2363,2641.4574,2155.2459,2277.7989,2308.3465,2223.3699,3304.0105,2830.2745,2685.9883,2744.7655,3643.7782,3577.1779,3301.7251,3117.1777,2012.2181,3434.9449,2953.8668,2743.9978,2826.0136,2693.6771,70.7447,78.1758,1105.8838,1163.0946,1204.6967,1299.8883,1482.6604,1471.7982,1295.8584,1289.19,2909.2952,2931.2417,2400.1535,2684.8188
PE 36:3 (FA 18:0),64.1989,66.6679,74.1133,55.057,18.5202,65.9642,60.4584,56.1136,28.9293,45.164,18.0738,26.2254,58.0296,31.4609,69.3855,50.1329,37.6996,43.6989,76.567,84.5852,73.9283,55.7484,23.0691,76.9997,78.848,91.8325,65.2159,69.3434,0,0,22.2123,0,11.4281,25.8654,69.9029,29.085,0,39.2066,37.8232,35.1029,48.5492,59.3369
PE 36:3 (FA 20:3),265.0195,266.1956,222.4788,244.1088,383.7336,343.7552,382.6363,316.2354,361.2656,343.1264,261.4162,357.9142,328.437,361.9745,466.7444,419.6695,461.6158,514.1148,632.8088,561.826,420.6905,409.8256,215.3844,516.4894,398.9183,432.0783,366.6535,332.074,0,0,240.5504,230.918,211.7322,246.7532,241.5701,194.3898,199.8156,221.5248,236.5786,236.7257,185.0392,271.3509
PE 36:3 (FA 20:2),84,70.1449,74.0556,79.1199,67,64,54.9374,44,148.9374,105.1074,110,126.8999,58.1449,73.0029,71.1324,89.3274,109.3399,120,129.0824,152.7299,102.3024,82.9124,75.1324,115.1324,65,84,71,84,0,0,36.9609,43.1449,35.1449,49,30,33,34,32,81.9374,83.1199,92.1449,67.3274
PE 36:3 (LPE e),77.06,35.6176,72.5266,44.3644,97.3746,68.1411,48.6445,36.684,112.1654,72.835,56.9674,77.1097,67.1249,112.8615,127.1478,127.1553,99.4166,133.9422,123.7289,106.4444,110.1757,162.3681,97.2238,155.6598,99.6988,120.881,92.8001,66.3198,0,0,13.5014,44.6755,45.0786,66.7282,43.4074,46.0053,33.7035,36.5053,119.1033,79.2235,56.4104,90.0853
PE 36:3 (PE),78.7524,64.4632,62.2085,44.9948,66.0354,63.8792,51.434,50.0637,103.4163,89.2566,104.6058,69.8052,96.4479,94.5147,105.7904,126.1568,110.3125,137.7713,181.4787,164.2309,155.2249,120.3834,56.5754,126.6683,102.198,102.4003,108.1831,100.6953,0,0,62.0381,52.6506,58.3458,40.7298,54.7265,39.6335,4.5909,62.9454,126.3764,127.8226,110.0639,75.2587
DMPE 34:3 (DMPE),40,22,32,37,0,25,0,34,38,44,37,34.9764,45,40,45,23.4013,30.4378,32.415,64,46.956,45,55,24.9925,37,40,34.5441,59,35,0,0,37,34,33,49,47,27,40,27,23,29.956,0,27
PE 36:3 (18:1(d7)),13920.2741,12557.7551,12535.8946,13065.3252,23038.2811,21722.5307,16763.7919,15336.5768,20121.2077,18610.6993,15180.5289,16272.632,15308.9113,13956.5024,16015.6544,14168.1221,14719.523,15175.2125,16912.2883,16581.3633,17346.491,16362.8868,8255.9017,15908.9045,14520.7578,13013.1748,15240.1963,14792.2037,137.482,128,15920.0298,16768.0744,15440.6115,15899.9333,17828.7653,17551.5171,14746.3233,15256.2113,15037.8532,14449.7339,11384.4614,14494.5323
PE O-38:9 (LPE e),90.0732,103.1245,83.8188,92.7326,44.2118,64.131,107.3355,69.6356,107.1398,129.9779,80.6309,77.8256,142.6433,50.7758,134.4758,134.2259,71.5791,111.8555,114.5898,144.0672,120.0045,71.0012,159.7837,140.853,109.1857,158.5224,80.0291,99.1979,0,0,29.6152,32.0506,33.5869,36.6743,65.5799,37.5347,54.0251,23.2697,158.4506,96.8529,156.719,137.3798
PE O-38:9 (PE),91.058,80.8478,88.6663,113.7185,64.7437,67.9256,53.6956,74.8824,143.9733,112.6166,69.8687,130.7777,102.6205,59.1367,218.9537,120.4897,108.2721,54.0631,189.1749,175.2056,158.3844,146.9026,178.7853,134.7158,144.6673,122.4348,118.2187,141.8694,0,0,57.8542,63.1215,50.7377,52.7374,37.9731,66.8346,79.6195,18.4639,175.292,94.5004,139.5308,127.4922
DMPE O-36:9 (DMPE),3.7296,0,6.5837,0,0,0,0,0,6.6932,0,0,0,0,0,0.3209,0,10.3251,12.9931,1.1674,0,0.3209,0,18.572,12.1749,9.7296,5.2792,3.5762,8.1384,0,0,0,7.6202,0,0,0,0,12.7296,0,0,0,0,0
PE 36:2 (FA 14:0),100.6068,125.8389,144.1889,125.1234,153.2457,149.7666,144.431,134.4161,173.8434,207.9523,228.001,0,216.0748,277.866,305.8513,283.0105,328.6098,293.1402,359.4851,377.5777,295.5555,271.5989,351.8509,311.7649,245.0527,194.9095,362.0967,263.5255,0,0,277.0227,276.3368,282.4589,345.3057,117.6602,195.9237,253.2376,280.2972,143.1483,0,140.8365,203.0531
PE 36:2 (FA 16:1),396.3786,413.0304,428.0347,422.2447,440.4214,434.9373,308.3872,354.3339,760.5247,593.0616,509.0691,566.6095,455.1644,337.8213,582.3065,470.0561,547.6937,492.2365,688.8848,565.437,653.3356,750.5541,662.1374,770.592,426.6361,448.3596,373.3228,421.3595,0,0,214.1964,207.2227,244.5627,239.6419,179.8495,199.5361,123.7218,136.8255,868.7409,285.1038,605.0885,886.9448
PE 36:2 (FA 16:0),299.4045,323.6575,242.7294,337.5987,277.9836,187.4045,318.6299,263.6957,340.2895,344.9386,318.0643,310.4996,282.0937,266.5511,440.4467,487.5503,430.9675,392.6592,635.7269,581.1224,467.1011,407.3691,470.3928,386.4235,427.0526,333.8217,441.0078,473.012,0,0,386.0649,326.4195,436.3877,436.1241,257.0152,389.1322,309.0282,346.589,340.8718,50.3515,173.2122,316.229
MMPE O-36:2 (FA 17:1),18.6468,22,30,25,0,0,0,0,30,22,22,0,21.9991,0,33,19.3713,25,12.6468,35,0,27,15.3977,38,37,0,22,40,35,0,0,25,30,27,0,0,0,0,0,0,0,0,25
PE 36:2 (FA 18:2),2647.7033,2456.6553,2791.8887,2784.5374,2290.2894,2334.5492,2257.5561,2159.0177,2380.4851,2273.1866,2221.1651,2234.4403,3205.0791,2617.8702,4010.4662,3628.4264,3345.9765,3119.0183,4248.8096,4150.0375,4374.7238,4312.6875,4476.8798,4408.6153,4267.4716,3976.752,4058.061,4218.6015,0,26.9791,1530.8037,1554.3394,1751.9088,1704.4687,1682.9577,3105.5971,2597.3525,2758.2782,2973.7813,629.8671,2308.3883,2816.9039
PE 36:2 (FA 18:1),62077.2219,56171.737,54153.4463,57141.6816,45544.9719,43677.9885,34653.1905,36423.209,81360.2161,83144.8335,64067.1903,66376.1219,62293.2262,54438.6128,85179.2986,73207.6853,78831.3255,69007.3468,91070.2307,93309.871,84967.3243,85637.904,90759.9783,96120.4747,73213.5049,77804.9212,63691.3318,62095.7404,1518.1887,962.0653,22298.6309,24162.9143,29403.3989,28852.4091,14223.7402,27392.7923,24075.267,24977.6263,102450.8679,32049.7718,82036.3726,95907.7209
PE 36:2 (FA 18:0),1072.6937,1050.4737,1020.087,1099.0115,969.5403,797.631,786.5061,922.5957,975.369,781.975,796.7097,889.0346,1132.1401,1014.4271,1750.3484,1478.8606,1304.1737,1372.5072,1773.9024,1796.8929,1738.9263,1691.7331,1807.8538,1774.4332,1819.3634,1850.1459,1676.0486,1549.2518,36.4237,24.9433,563.9464,553.3704,608.8775,605.9242,779.3589,1183.3089,1072.8404,1031.8335,1152.8384,483.7592,864.2734,1124.1797
PE 36:2 (FA 19:1),0,26.7356,24.822,27.2763,0,0,0,0,16.4613,28.4435,25.9119,0,19.086,0,16.0285,25.5505,64.4572,34.4828,47.0984,0,36.0229,45.4591,62.2097,50.5543,0,21.2399,0,13.4724,0,0,0,0,18.7299,0,0,0,0,0,0,0,0,34.3194
