Sample Name,NegMSMSALL-CAS9_A,NegMSMSALL-CAS9_A,NegMSMSALL-CAS9_B,NegMSMSALL-CAS9_B,NegMSMSALL-CAV_A,NegMSMSALL-CAV_A,NegMSMSALL-CAV_B,NegMSMSALL-CAV_B,NegMSMSALL-CAVIN_A,NegMSMSALL-CAVIN_A,NegMSMSALL-CAVIN_B,NegMSMSALL-CAVIN_B,NegMSMSALL-CERS2-1g_A,NegMSMSALL-CERS2-1g_A,NegMSMSALL-CERS2-1g_B,NegMSMSALL-CERS2-1g_B,NegMSMSALL-CERS2-mg_A,NegMSMSALL-CERS2-mg_A,NegMSMSALL-CERS2-mg_B,NegMSMSALL-CERS2-mg_B,NegMSMSALL-CERS5_A,NegMSMSALL-CERS5_A,NegMSMSALL-CERS5_B,NegMSMSALL-CERS5_B,NegMSMSALL-Flot2_A,NegMSMSALL-Flot2_A,NegMSMSALL-Flot2_B,NegMSMSALL-Flot2_B,NegMSMSALL-RAJU-Blank,NegMSMSALL-RAJU-Blank,NegMSMSALL-SPTLC_A,NegMSMSALL-SPTLC_A,NegMSMSALL-SPTLC_B,NegMSMSALL-SPTLC_B,NegMSMSALL-UGCG_A,NegMSMSALL-UGCG_A,NegMSMSALL-UGCG_B,NegMSMSALL-UGCG_B,NegMSMSALL-WT_A,NegMSMSALL-WT_A,NegMSMSALL-WT_B,NegMSMSALL-WT_B
"PIP 20:2 (PI,PIP)",19.3928,0,13.7968,0,0,10.4151,0,0,0,5.2592,0,8.0421,0,34.5105,0,0,0,0,0,19.7879,0,11.4281,26.2091,11.9463,50.478,38.001,30.6922,0,0,0,0,0,0,0,0,0,0,0,21.1548,10.7804,0,11.6892
"LPI O-28:4 (PI,PIP,FA 14:2)",165.0557,180.4875,332.5875,306.6145,371.0967,310.8405,372.3108,565.612,117.1808,172.6163,200.4474,229.2145,40.6355,69.6817,270.884,0,98.4646,176.8592,286.5223,277.6353,98.704,93.3972,83.0026,21.7341,259.7824,266.6335,166.3944,77.1111,27,0,254.6081,309.6495,224.1457,176.4947,128.2582,287.8291,175.0266,179.2915,58.1663,108.1802,16.5278,13.6585
PI 26:1 (FA 14:0),84.2467,77.0367,33.0918,0,30.0693,24.4253,34.0584,40.7162,38.2383,45.7534,0,40.1961,0,0,94.3668,46.7813,0,48.5764,0,72.0058,26.4898,0,0,42.0507,0,0,0,0,0,0,0,25.7993,0,0,0,0,37.2813,22.6744,0,0,0,0
"PI 26:1 (PI,PIP,PIP2,PIP3)",61.0911,21.5028,48.8236,41.9151,67.9658,40.8442,30.8314,60.9636,27.3163,27.6833,36.4639,53.318,33.509,40.6318,45.8068,36.2998,49.1136,52.6661,59.3994,44.2532,29.856,43.7123,31.0109,37.8433,73.4873,0,0.9394,38.6503,0,0,27,41,0,26.9623,35.8961,61,26.2571,27,78.9346,55.5252,21.8121,49.6566
PI 26:1 (FA 12:1),29.3439,33.1604,2.5231,0,6.9943,5.9415,0,0,0,0,0,0,0,0,26.9214,0,0,2.9507,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9.5336,20.3217,0,0,0,0
PI 26:1 (FA 14:0),13.4231,6.5371,0,0,0,12.887,0,3.5283,4.1119,29.6257,0,18.4101,0,0,0,16.4918,0,7.2647,0,0,40.9097,0,0,37.6457,0,0,0,0,0,0,0,8.802,0,0,0,0,13.6643,0,0,0,23.9066,0
"LPI O-28:1 (PI,PIP,PIP2,PIP3)",25.5494,28.8679,43.2154,22.578,9.5051,31.4437,7.1663,7.3672,10.2208,14.3824,1.0099,0,0,24.5221,10.9971,25.7756,0,4.674,6.0418,19.948,14.2143,0,0,12.5197,13.3729,25.7156,29.4124,3.5456,27,0,0,24.3847,0,12.1218,0,0,0,26.107,8.158,4.0609,25.109,0
"LPIP3 10:0 (PI,PIP,PIP2,PIP3)",49.8444,40.0144,49.391,31.3046,28.5048,8.4808,0,0,24.7671,60.1888,23.7298,20.3264,0,28.8031,36.0547,35.5361,67.2735,29.3919,25.2131,48.3222,28.151,35.9231,26.1454,33.4718,13.5411,25.3035,40.9425,19.5859,0,0,41.2873,0,53.4802,51.032,0,24.2651,29.3647,5.8071,39.9873,86.1982,57.1201,34.1096
"LPIP3 10:0 (PI,PIP,PIP2,PIP3)",269.9919,236.8626,432.9914,411.9578,357.8591,330.972,100.8682,121.9928,500,506.9952,371.9962,391.9957,81,68,60.9999,127.7889,101,6.9785,276.9959,283.9726,95,67.9962,41,47,398.8596,371.9677,121.9976,127.9955,0,41,263.9928,283.9697,331,249.9926,73.9899,87.9853,73.9751,94.9926,54,61,0,34
"LPIP2 16:1 (PI,PIP,PIP2)",6.4515,0,3.6844,0,0,0,0,0,0,0,19.8165,0,0,0,0,0,11.7282,0,18.5114,9.5891,1.4842,0,0,13.2904,0,0,0,15.5265,0,0,0,0,0,0,0,0,0,0,2.6742,15.4145,0,0
