Sample Name,NegMSMSALL-CAS9_A,NegMSMSALL-CAS9_A,NegMSMSALL-CAS9_B,NegMSMSALL-CAS9_B,NegMSMSALL-CAV_A,NegMSMSALL-CAV_A,NegMSMSALL-CAV_B,NegMSMSALL-CAV_B,NegMSMSALL-CAVIN_A,NegMSMSALL-CAVIN_A,NegMSMSALL-CAVIN_B,NegMSMSALL-CAVIN_B,NegMSMSALL-CERS2-1g_A,NegMSMSALL-CERS2-1g_A,NegMSMSALL-CERS2-1g_B,NegMSMSALL-CERS2-1g_B,NegMSMSALL-CERS2-mg_A,NegMSMSALL-CERS2-mg_A,NegMSMSALL-CERS2-mg_B,NegMSMSALL-CERS2-mg_B,NegMSMSALL-CERS5_A,NegMSMSALL-CERS5_A,NegMSMSALL-CERS5_B,NegMSMSALL-CERS5_B,NegMSMSALL-Flot2_A,NegMSMSALL-Flot2_A,NegMSMSALL-Flot2_B,NegMSMSALL-Flot2_B,NegMSMSALL-RAJU-Blank,NegMSMSALL-RAJU-Blank,NegMSMSALL-SPTLC_A,NegMSMSALL-SPTLC_A,NegMSMSALL-SPTLC_B,NegMSMSALL-SPTLC_B,NegMSMSALL-UGCG_A,NegMSMSALL-UGCG_A,NegMSMSALL-UGCG_B,NegMSMSALL-UGCG_B,NegMSMSALL-WT_A,NegMSMSALL-WT_A,NegMSMSALL-WT_B,NegMSMSALL-WT_B
OAHFA_16:0/ 18:2 (16:0 FA),0,0,0,0,0,0,1375.0066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903.6258,847.2069,0,0,1383.5238,0,0,0,0,0,0,0
OAHFA_18:0/ 16:2 (18:0 FA),0,0,0,0,0,0,59.8602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1858,44.5458,0,0,82.1664,0,0,0,0,0,0,0
OAHFA_16:0/ 18:1 (FA 18:1),0,0,0,0,0,0,428.6144,0,0,0,0,0,0,0,866.2377,810.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973.4572,658.5225,628.42,497.8108,500.7827,0,612.7602,0,0,0,2016.0765
OAHFA_18:0/ 18:2 (FA 18:2),0,0,0,0,0,0,585.6671,530.1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4309.6693,4017.0545,1863.6066,1720.9199,541.7154,537.6987,0,0,0,0,0,0
OAHFA_16:0/ 20:2 (16:0 FA),0,0,0,0,0,0,805.2609,727.0667,0,0,0,0,0,0,419.1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.147,266.1309,325.7607,275.7335,791.8459,838.9112,0,0,0,0,0,0
OAHFA_18:0/ 18:2 (18:0 FA),0,0,0,0,0,0,917.0093,783.1455,0,0,0,0,0,0,461.6534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.5603,331.0942,337.7393,304.117,954.9142,856.7931,0,0,0,0,0,0
"OAHFA_18:1/ 18:1 (18:1 FA,FA 18:1)",0,0,0,0,0,0,665.8495,467.4059,0,0,0,0,0,0,791.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4402.3432,3636.9092,1913.415,1775.7773,528.3118,553.0408,0,0,0,0,0,0
OAHFA_18:1/ 20:2 (18:1 FA),0,0,0,0,0,0,426.1971,328.7438,0,0,0,0,0,0,366.6278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7544,378.4766,313.8958,302.6293,0,0,0,0
OAHFA_18:2/ 20:1 (18:2 FA),0,0,0,0,0,0,0.2737,0,0,0,0,0,0,0,22.1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_18:2/ 24:2 (18:2 FA),0,0,0,0,0,0,28.691,30.1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9159,0,0,0,0,0,0,0
OAHFA_18:0/ 28:3 (18:0 FA),0,0,0,0,0,0,80.8318,105.6254,31.6182,65.2943,42.8383,18.4845,0,0,58.3929,0,0,29.3733,18.7164,26.7133,59.9642,0,0,25.71,0,21.6845,0,0,0,0,0,0,0,0,30.8452,0,0,0,58.8879,49.476,24.6202,55.2201
OAHFA_18:1/ 28:2 (18:1 FA),0,0,0,0,0,0,818.5356,612.5047,1713.9644,1577.2839,1343.5127,1406.0095,0,0,1181.9072,0,0,1258.5759,1745.6414,1622.6462,1718.9279,0,0,1699.1991,0,1474.671,0,0,278.3639,243.3571,0,0,0,0,618.6146,0,0,0,2534.0471,2578.7184,1790.386,2224.4779
OAHFA_18:2/ 30:2 (18:2 FA),0,0,0,0,0,0,83.5069,69.5448,0,0,0,0,0,0,286.5258,0,0,0,0,202.6354,0,0,214.4482,0,0,205.1775,0,0,0,0,268.5471,0,0,0,438.9003,0,0,0,0,0,0,0
OAHFA_16:1/ 32:2 (16:1 FA),0,0,0,0,0,0,4.9347,25.1956,20.3333,41.3502,0,23.9706,0,0,11.1023,5.4585,23.7769,0,10.2282,0,34.3264,18.1764,19.9633,6.2702,0,9.8468,0,0,0,0,0,0,0,0,0,0,0,0,34.522,20.7526,2.2663,10.8078
OAHFA_18:2/ 22:2 (18:2 FA),0,0,0,0,0,0,0,23.5027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.1702,111.2841,61.6688,44.0119,0,0,0,17.2175,0,0,0,0
OAHFA_16:1/ 30:2 (16:1 FA),0,0,0,0,0,0,0,27.3917,218.8782,342.9221,217.9481,310.9207,0,0,8.8032,0,0,0.9909,0,0,173.34,0,0,82.3894,0,103.7613,0,0,37.5735,0,0,0,0,0,191.0145,0,0,0,621.5939,460.4475,435.4723,339.5672
OAHFA_16:1/ 20:1 (16:1 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5049,25.5038,36.0702,34.9563,21.2896,0,0,0,0,0,0,0
OAHFA_16:1/ 22:2 (16:1 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2031,15.5908,0,0,0,0
FFA 22:0 (FA 22:0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541.8849,1359.8829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_16:0/ 32:2 (16:0 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9081,0,0,2.7855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_16:1/ 32:1 (16:1 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_18:0/ 30:2 (18:0 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.722,0,0,56.0156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_16:0/ 28:2 (16:0 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.8613,163.2652,0,0,0,0,0,0,0,0,0,0,0,0
OAHFA_16:1/ 28:1 (16:1 FA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.613,0,0,0,0,0,0,0,0,0,0,0,0,0
