No,feature,structuralcategory,functionalcategory,class,totallength,totaldb,totaloh,Shorthand Notation,SwissLipids Name,SwissLipids ID,SwissLipids rank,category,Reference (pmol) from report
423,PC 17:0;0_17:0;0,GPL,MEM,PC,34,0,0,PC 17:0_17:0,Phosphatidylcholine (17:0/17:0),SLM:000088341,SLM:Structural_Subspecies,GP,
424,PC 17:0;0_17:1;0,GPL,MEM,PC,34,1,0,PC 17:0_17:1,Phosphatidylcholine (17:0_17:1),,,GP,
425,PC 17:0;0_18:1;0,GPL,MEM,PC,35,1,0,PC 17:0_18:1,Phosphatidylcholine (17:0_18:1),SLM:000063885,SLM:Molecular_Subspecies,GP,
426,PC 17:0;0_18:2;0,GPL,MEM,PC,35,2,0,PC 17:0_18:2,Phosphatidylcholine (17:0_18:2),SLM:000063886,SLM:Molecular_Subspecies,GP,
427,PC 17:0;0_18:3;0,GPL,MEM,PC,35,3,0,PC 17:0_18:3,Phosphatidylcholine (17:0_18:3),SLM:000063887,SLM:Molecular_Subspecies,GP,
428,PC 17:0;0_19:1;0,GPL,MEM,PC,36,1,0,PC 17:0_19:1,Phosphatidylcholine (17:0_19:1),,,GP,
429,PC 17:0;0_20:1;0,GPL,MEM,PC,37,1,0,PC 17:0_20:1,Phosphatidylcholine (17:0_20:1),SLM:000063891,SLM:Molecular_Subspecies,GP,
430,PC 17:0;0_20:2;0,GPL,MEM,PC,37,2,0,PC 17:0_20:2,Phosphatidylcholine (17:0_20:2),SLM:000063892,SLM:Molecular_Subspecies,GP,
431,PC 17:0;0_20:3;0,GPL,MEM,PC,37,3,0,PC 17:0_20:3,Phosphatidylcholine (17:0_20:3),SLM:000063893,SLM:Molecular_Subspecies,GP,
432,PC 17:0;0_22:5;0,GPL,MEM,PC,39,5,0,PC 17:0_22:5,Phosphatidylcholine (17:0_22:5),SLM:000063902,SLM:Molecular_Subspecies,GP,
433,PC 17:1;0_17:1;0,GPL,MEM,PC,34,2,0,PC 17:1_17:1,Phosphatidylcholine (17:1/17:1),,,GP,
434,PC 17:1;0_18:0;0,GPL,MEM,PC,35,1,0,PC 17:1_18:0,Phosphatidylcholine (17:1_18:0),,,GP,
435,PC 17:1;0_18:1;0,GPL,MEM,PC,35,2,0,PC 17:1_18:1,Phosphatidylcholine (17:1_18:1),,,GP,
436,PC 17:1;0_18:2;0,GPL,MEM,PC,35,3,0,PC 17:1_18:2,Phosphatidylcholine (17:1_18:2),,,GP,
437,PC 17:1;0_20:1;0,GPL,MEM,PC,37,2,0,PC 17:1_20:1,Phosphatidylcholine (17:1_20:1),,,GP,
438,PC 17:2;0_18:0;0,GPL,MEM,PC,35,2,0,PC 17:2_18:0,Phosphatidylcholine (17:2_18:0),,,GP,
439,PC 18:0;0_18:1;0,GPL,MEM,PC,36,1,0,PC 18:0_18:1,Phosphatidylcholine (18:0_18:1),SLM:000063935,SLM:Molecular_Subspecies,GP,
440,PC 18:0;0_18:2;0,GPL,MEM,PC,36,2,0,PC 18:0_18:2,Phosphatidylcholine (18:0_18:2),SLM:000063936,SLM:Molecular_Subspecies,GP,
441,PC 18:0;0_18:3;0,GPL,MEM,PC,36,3,0,PC 18:0_18:3,Phosphatidylcholine (18:0_18:3),SLM:000063937,SLM:Molecular_Subspecies,GP,
442,PC 18:0;0_19:1;0,GPL,MEM,PC,37,1,0,PC 18:0_19:1,Phosphatidylcholine (18:0_19:1),,,GP,
443,PC 18:0;0_19:2;0,GPL,MEM,PC,37,2,0,PC 18:0_19:2,Phosphatidylcholine (18:0_19:2),,,GP,
444,PC 18:0;0_20:1;0,GPL,MEM,PC,38,1,0,PC 18:0_20:1,Phosphatidylcholine (18:0_20:1),SLM:000063941,SLM:Molecular_Subspecies,GP,
445,PC 18:0;0_20:2;0,GPL,MEM,PC,38,2,0,PC 18:0_20:2,Phosphatidylcholine (18:0_20:2),SLM:000063942,SLM:Molecular_Subspecies,GP,
446,PC 18:0;0_20:3;0,GPL,MEM,PC,38,3,0,PC 18:0_20:3,Phosphatidylcholine (18:0_20:3),SLM:000063943,SLM:Molecular_Subspecies,GP,
447,PC 18:0;0_20:4;0,GPL,MEM,PC,38,4,0,PC 18:0_20:4,Phosphatidylcholine (18:0_20:4),SLM:000063944,SLM:Molecular_Subspecies,GP,
448,PC 18:0;0_20:5;0,GPL,MEM,PC,38,5,0,PC 18:0_20:5,Phosphatidylcholine (18:0_20:5),SLM:000063945,SLM:Molecular_Subspecies,GP,
449,PC 18:0;0_22:1;0,GPL,MEM,PC,40,1,0,PC 18:0_22:1,Phosphatidylcholine (18:0_22:1),SLM:000063948,SLM:Molecular_Subspecies,GP,
450,PC 18:0;0_22:3;0,GPL,MEM,PC,40,3,0,PC 18:0_22:3,Phosphatidylcholine (18:0_22:3),SLM:000063950,SLM:Molecular_Subspecies,GP,
451,PC 18:0;0_22:4;0,GPL,MEM,PC,40,4,0,PC 18:0_22:4,Phosphatidylcholine (18:0_22:4),SLM:000063951,SLM:Molecular_Subspecies,GP,
452,PC 18:0;0_22:5;0,GPL,MEM,PC,40,5,0,PC 18:0_22:5,Phosphatidylcholine (18:0_22:5),SLM:000063952,SLM:Molecular_Subspecies,GP,
453,PC 18:0;0_22:6;0,GPL,MEM,PC,40,6,0,PC 18:0_22:6,Phosphatidylcholine (18:0_22:6),SLM:000063953,SLM:Molecular_Subspecies,GP,
454,PC 18:0;0_24:1;0,GPL,MEM,PC,42,1,0,PC 18:0_24:1,Phosphatidylcholine (18:0_24:1),SLM:000063955,SLM:Molecular_Subspecies,GP,
455,PC 18:0;0_24:2;0,GPL,MEM,PC,42,2,0,PC 18:0_24:2,Phosphatidylcholine (18:0_24:2),,,GP,
456,PC 18:0;0_24:4;0,GPL,MEM,PC,42,4,0,PC 18:0_24:4,Phosphatidylcholine (18:0_24:4),SLM:000063956,SLM:Molecular_Subspecies,GP,
457,PC 18:0;0_24:5;0,GPL,MEM,PC,42,5,0,PC 18:0_24:5,Phosphatidylcholine (18:0_24:5),SLM:000063957,SLM:Molecular_Subspecies,GP,
458,PC 18:1;0_18:1;0,GPL,MEM,PC,36,2,0,PC 18:1_18:1,Phosphatidylcholine (18:1/18:1),SLM:000088473,SLM:Structural_Subspecies,GP,
459,PC 18:1;0_18:2;0,GPL,MEM,PC,36,3,0,PC 18:1_18:2,Phosphatidylcholine (18:1_18:2),SLM:000063985,SLM:Molecular_Subspecies,GP,
460,PC 18:1;0_18:3;0,GPL,MEM,PC,36,4,0,PC 18:1_18:3,Phosphatidylcholine (18:1_18:3),SLM:000063986,SLM:Molecular_Subspecies,GP,
461,PC 18:1;0_19:1;0,GPL,MEM,PC,37,2,0,PC 18:1_19:1,Phosphatidylcholine (18:1_19:1),,,GP,
462,PC 18:1;0_19:2;0,GPL,MEM,PC,37,3,0,PC 18:1_19:2,Phosphatidylcholine (18:1_19:2),,,GP,
463,PC 18:1;0_20:0;0,GPL,MEM,PC,38,1,0,PC 18:1_20:0,Phosphatidylcholine (18:1_20:0),SLM:000063989,SLM:Molecular_Subspecies,GP,
464,PC 18:1;0_20:1;0,GPL,MEM,PC,38,2,0,PC 18:1_20:1,Phosphatidylcholine (18:1_20:1),SLM:000063990,SLM:Molecular_Subspecies,GP,
465,PC 18:1;0_20:2;0,GPL,MEM,PC,38,3,0,PC 18:1_20:2,Phosphatidylcholine (18:1_20:2),SLM:000063991,SLM:Molecular_Subspecies,GP,
466,PC 18:1;0_20:3;0,GPL,MEM,PC,38,4,0,PC 18:1_20:3,Phosphatidylcholine (18:1_20:3),SLM:000063992,SLM:Molecular_Subspecies,GP,
467,PC 18:1;0_20:4;0,GPL,MEM,PC,38,5,0,PC 18:1_20:4,Phosphatidylcholine (18:1_20:4),SLM:000063993,SLM:Molecular_Subspecies,GP,
468,PC 18:1;0_20:5;0,GPL,MEM,PC,38,6,0,PC 18:1_20:5,Phosphatidylcholine (18:1_20:5),SLM:000063994,SLM:Molecular_Subspecies,GP,
469,PC 18:1;0_22:1;0,GPL,MEM,PC,40,2,0,PC 18:1_22:1,Phosphatidylcholine (18:1_22:1),SLM:000063997,SLM:Molecular_Subspecies,GP,
470,PC 18:1;0_22:2;0,GPL,MEM,PC,40,3,0,PC 18:1_22:2,Phosphatidylcholine (18:1_22:2),SLM:000063998,SLM:Molecular_Subspecies,GP,
471,PC 18:1;0_22:3;0,GPL,MEM,PC,40,4,0,PC 18:1_22:3,Phosphatidylcholine (18:1_22:3),SLM:000063999,SLM:Molecular_Subspecies,GP,
472,PC 18:1;0_22:4;0,GPL,MEM,PC,40,5,0,PC 18:1_22:4,Phosphatidylcholine (18:1_22:4),SLM:000064000,SLM:Molecular_Subspecies,GP,
473,PC 18:1;0_22:5;0,GPL,MEM,PC,40,6,0,PC 18:1_22:5,Phosphatidylcholine (18:1_22:5),SLM:000064001,SLM:Molecular_Subspecies,GP,
474,PC 18:1;0_22:6;0,GPL,MEM,PC,40,7,0,PC 18:1_22:6,Phosphatidylcholine (18:1_22:6),SLM:000064002,SLM:Molecular_Subspecies,GP,
475,PC 18:1;0_24:0;0,GPL,MEM,PC,42,1,0,PC 18:1_24:0,Phosphatidylcholine (18:1_24:0),SLM:000064003,SLM:Molecular_Subspecies,GP,
476,PC 18:1;0_24:1;0,GPL,MEM,PC,42,2,0,PC 18:1_24:1,Phosphatidylcholine (18:1_24:1),SLM:000064004,SLM:Molecular_Subspecies,GP,
477,PC 18:1;0_24:2;0,GPL,MEM,PC,42,3,0,PC 18:1_24:2,Phosphatidylcholine (18:1_24:2),,,GP,
478,PC 18:2;0_18:2;0,GPL,MEM,PC,36,4,0,PC 18:2_18:2,Phosphatidylcholine (18:2/18:2),SLM:000088539,SLM:Structural_Subspecies,GP,
479,PC 18:2;0_18:3;0,GPL,MEM,PC,36,5,0,PC 18:2_18:3,Phosphatidylcholine (18:2_18:3),SLM:000064034,SLM:Molecular_Subspecies,GP,
480,PC 18:2;0_19:0;0,GPL,MEM,PC,37,2,0,PC 18:2_19:0,Phosphatidylcholine (18:2_19:0),SLM:000064036,SLM:Molecular_Subspecies,GP,
481,PC 18:2;0_19:1;0,GPL,MEM,PC,37,3,0,PC 18:2_19:1,Phosphatidylcholine (18:2_19:1),,,GP,
482,PC 18:2;0_20:0;0,GPL,MEM,PC,38,2,0,PC 18:2_20:0,Phosphatidylcholine (18:2_20:0),SLM:000064037,SLM:Molecular_Subspecies,GP,
483,PC 18:2;0_20:1;0,GPL,MEM,PC,38,3,0,PC 18:2_20:1,Phosphatidylcholine (18:2_20:1),SLM:000064038,SLM:Molecular_Subspecies,GP,
484,PC 18:2;0_20:2;0,GPL,MEM,PC,38,4,0,PC 18:2_20:2,Phosphatidylcholine (18:2_20:2),SLM:000064039,SLM:Molecular_Subspecies,GP,
485,PC 18:2;0_20:3;0,GPL,MEM,PC,38,5,0,PC 18:2_20:3,Phosphatidylcholine (18:2_20:3),SLM:000064040,SLM:Molecular_Subspecies,GP,
486,PC 18:2;0_20:4;0,GPL,MEM,PC,38,6,0,PC 18:2_20:4,Phosphatidylcholine (18:2_20:4),SLM:000064041,SLM:Molecular_Subspecies,GP,
487,PC 18:2;0_20:5;0,GPL,MEM,PC,38,7,0,PC 18:2_20:5,Phosphatidylcholine (18:2_20:5),SLM:000064042,SLM:Molecular_Subspecies,GP,
488,PC 18:2;0_22:0;0,GPL,MEM,PC,40,2,0,PC 18:2_22:0,Phosphatidylcholine (18:2_22:0),SLM:000064044,SLM:Molecular_Subspecies,GP,
489,PC 18:2;0_22:1;0,GPL,MEM,PC,40,3,0,PC 18:2_22:1,Phosphatidylcholine (18:2_22:1),SLM:000064045,SLM:Molecular_Subspecies,GP,
490,PC 18:2;0_22:2;0,GPL,MEM,PC,40,4,0,PC 18:2_22:2,Phosphatidylcholine (18:2_22:2),SLM:000064046,SLM:Molecular_Subspecies,GP,
491,PC 18:2;0_22:3;0,GPL,MEM,PC,40,5,0,PC 18:2_22:3,Phosphatidylcholine (18:2_22:3),SLM:000064047,SLM:Molecular_Subspecies,GP,
492,PC 18:2;0_22:4;0,GPL,MEM,PC,40,6,0,PC 18:2_22:4,Phosphatidylcholine (18:2_22:4),SLM:000064048,SLM:Molecular_Subspecies,GP,
493,PC 18:2;0_22:5;0,GPL,MEM,PC,40,7,0,PC 18:2_22:5,Phosphatidylcholine (18:2_22:5),SLM:000064049,SLM:Molecular_Subspecies,GP,
494,PC 18:2;0_22:6;0,GPL,MEM,PC,40,8,0,PC 18:2_22:6,Phosphatidylcholine (18:2_22:6),SLM:000064050,SLM:Molecular_Subspecies,GP,
495,PC 18:2;0_24:0;0,GPL,MEM,PC,42,2,0,PC 18:2_24:0,Phosphatidylcholine (18:2_24:0),SLM:000064051,SLM:Molecular_Subspecies,GP,
496,PC 18:2;0_24:1;0,GPL,MEM,PC,42,3,0,PC 18:2_24:1,Phosphatidylcholine (18:2_24:1),SLM:000064052,SLM:Molecular_Subspecies,GP,
497,PC 18:2;0_24:2;0,GPL,MEM,PC,42,4,0,PC 18:2_24:2,Phosphatidylcholine (18:2_24:2),,,GP,
498,PC 18:2;0_24:5;0,GPL,MEM,PC,42,7,0,PC 18:2_24:5,Phosphatidylcholine (18:2_24:5),SLM:000064054,SLM:Molecular_Subspecies,GP,
499,PC 18:3;0_18:3;0,GPL,MEM,PC,36,6,0,PC 18:3_18:3,Phosphatidylcholine (18:3/18:3),SLM:000088605,SLM:Structural_Subspecies,GP,
500,PC 18:3;0_20:0;0,GPL,MEM,PC,38,3,0,PC 18:3_20:0,Phosphatidylcholine (18:3_20:0),SLM:000064084,SLM:Molecular_Subspecies,GP,
501,PC 18:3;0_20:1;0,GPL,MEM,PC,38,4,0,PC 18:3_20:1,Phosphatidylcholine (18:3_20:1),SLM:000064085,SLM:Molecular_Subspecies,GP,
502,PC 18:3;0_20:2;0,GPL,MEM,PC,38,5,0,PC 18:3_20:2,Phosphatidylcholine (18:3_20:2),SLM:000064086,SLM:Molecular_Subspecies,GP,
503,PC 18:3;0_20:4;0,GPL,MEM,PC,38,7,0,PC 18:3_20:4,Phosphatidylcholine (18:3_20:4),SLM:000064088,SLM:Molecular_Subspecies,GP,
504,PC 18:3;0_22:1;0,GPL,MEM,PC,40,4,0,PC 18:3_22:1,Phosphatidylcholine (18:3_22:1),SLM:000064092,SLM:Molecular_Subspecies,GP,
505,PC 18:3;0_22:4;0,GPL,MEM,PC,40,7,0,PC 18:3_22:4,Phosphatidylcholine (18:3_22:4),SLM:000064095,SLM:Molecular_Subspecies,GP,
506,PC 18:3;0_22:5;0,GPL,MEM,PC,40,8,0,PC 18:3_22:5,Phosphatidylcholine (18:3_22:5),SLM:000064096,SLM:Molecular_Subspecies,GP,
507,PC 20:0;0_20:3;0,GPL,MEM,PC,40,3,0,PC 20:0_20:3,Phosphatidylcholine (20:0_20:3),SLM:000064222,SLM:Molecular_Subspecies,GP,
508,PC 20:0;0_20:4;0,GPL,MEM,PC,40,4,0,PC 20:0_20:4,Phosphatidylcholine (20:0_20:4),SLM:000064223,SLM:Molecular_Subspecies,GP,
509,PC 20:0;0_20:5;0,GPL,MEM,PC,40,5,0,PC 20:0_20:5,Phosphatidylcholine (20:0_20:5),SLM:000064224,SLM:Molecular_Subspecies,GP,
510,PC 20:0;0_22:5;0,GPL,MEM,PC,42,5,0,PC 20:0_22:5,Phosphatidylcholine (20:0_22:5),SLM:000064231,SLM:Molecular_Subspecies,GP,
511,PC 20:0;0_22:6;0,GPL,MEM,PC,42,6,0,PC 20:0_22:6,Phosphatidylcholine (20:0_22:6),SLM:000064232,SLM:Molecular_Subspecies,GP,
512,PC 20:1;0_20:1;0,GPL,MEM,PC,40,2,0,PC 20:1_20:1,Phosphatidylcholine (20:1/20:1),SLM:000088869,SLM:Structural_Subspecies,GP,
513,PC 20:1;0_20:2;0,GPL,MEM,PC,40,3,0,PC 20:1_20:2,Phosphatidylcholine (20:1_20:2),SLM:000064264,SLM:Molecular_Subspecies,GP,
514,PC 20:1;0_20:3;0,GPL,MEM,PC,40,4,0,PC 20:1_20:3,Phosphatidylcholine (20:1_20:3),SLM:000064265,SLM:Molecular_Subspecies,GP,
515,PC 20:1;0_20:4;0,GPL,MEM,PC,40,5,0,PC 20:1_20:4,Phosphatidylcholine (20:1_20:4),SLM:000064266,SLM:Molecular_Subspecies,GP,
516,PC 20:1;0_20:5;0,GPL,MEM,PC,40,6,0,PC 20:1_20:5,Phosphatidylcholine (20:1_20:5),SLM:000064267,SLM:Molecular_Subspecies,GP,
517,PC 20:1;0_22:5;0,GPL,MEM,PC,42,6,0,PC 20:1_22:5,Phosphatidylcholine (20:1_22:5),SLM:000064274,SLM:Molecular_Subspecies,GP,
518,PC 20:1;0_22:6;0,GPL,MEM,PC,42,7,0,PC 20:1_22:6,Phosphatidylcholine (20:1_22:6),SLM:000064275,SLM:Molecular_Subspecies,GP,
519,PC 20:2;0_20:2;0,GPL,MEM,PC,40,4,0,PC 20:2_20:2,Phosphatidylcholine (20:2/20:2),SLM:000088935,SLM:Structural_Subspecies,GP,
520,PC 20:2;0_20:3;0,GPL,MEM,PC,40,5,0,PC 20:2_20:3,Phosphatidylcholine (20:2_20:3),SLM:000064307,SLM:Molecular_Subspecies,GP,
521,PC 20:2;0_20:4;0,GPL,MEM,PC,40,6,0,PC 20:2_20:4,Phosphatidylcholine (20:2_20:4),SLM:000064308,SLM:Molecular_Subspecies,GP,
522,PC 20:2;0_20:5;0,GPL,MEM,PC,40,7,0,PC 20:2_20:5,Phosphatidylcholine (20:2_20:5),SLM:000064309,SLM:Molecular_Subspecies,GP,
523,PC 20:2;0_22:4;0,GPL,MEM,PC,42,6,0,PC 20:2_22:4,Phosphatidylcholine (20:2_22:4),SLM:000064315,SLM:Molecular_Subspecies,GP,
524,PC 20:2;0_22:5;0,GPL,MEM,PC,42,7,0,PC 20:2_22:5,Phosphatidylcholine (20:2_22:5),SLM:000064316,SLM:Molecular_Subspecies,GP,
525,PC 20:2;0_22:6;0,GPL,MEM,PC,42,8,0,PC 20:2_22:6,Phosphatidylcholine (20:2_22:6),SLM:000064317,SLM:Molecular_Subspecies,GP,
526,PC 20:3;0_20:3;0,GPL,MEM,PC,40,6,0,PC 20:3_20:3,Phosphatidylcholine (20:3/20:3),SLM:000089001,SLM:Structural_Subspecies,GP,
527,PC 20:3;0_20:4;0,GPL,MEM,PC,40,7,0,PC 20:3_20:4,Phosphatidylcholine (20:3_20:4),SLM:000064349,SLM:Molecular_Subspecies,GP,
528,PC 20:3;0_22:0;0,GPL,MEM,PC,42,3,0,PC 20:3_22:0,Phosphatidylcholine (20:3_22:0),SLM:000064352,SLM:Molecular_Subspecies,GP,
529,PC 20:3;0_22:1;0,GPL,MEM,PC,42,4,0,PC 20:3_22:1,Phosphatidylcholine (20:3_22:1),SLM:000064353,SLM:Molecular_Subspecies,GP,
530,PC 20:3;0_22:4;0,GPL,MEM,PC,42,7,0,PC 20:3_22:4,Phosphatidylcholine (20:3_22:4),SLM:000064356,SLM:Molecular_Subspecies,GP,
531,PC 20:4;0_20:4;0,GPL,MEM,PC,40,8,0,PC 20:4_20:4,Phosphatidylcholine (20:4/20:4),SLM:000089067,SLM:Structural_Subspecies,GP,
532,PC 20:4;0_22:0;0,GPL,MEM,PC,42,4,0,PC 20:4_22:0,Phosphatidylcholine (20:4_22:0),SLM:000064392,SLM:Molecular_Subspecies,GP,
533,PC 20:4;0_22:1;0,GPL,MEM,PC,42,5,0,PC 20:4_22:1,Phosphatidylcholine (20:4_22:1),SLM:000064393,SLM:Molecular_Subspecies,GP,
534,PC 20:4;0_22:2;0,GPL,MEM,PC,42,6,0,PC 20:4_22:2,Phosphatidylcholine (20:4_22:2),SLM:000064394,SLM:Molecular_Subspecies,GP,
535,PC 20:4;0_22:4;0,GPL,MEM,PC,42,8,0,PC 20:4_22:4,Phosphatidylcholine (20:4_22:4),SLM:000064396,SLM:Molecular_Subspecies,GP,
536,PC 20:4;0_22:6;0,GPL,MEM,PC,42,10,0,PC 20:4_22:6,Phosphatidylcholine (20:4_22:6),SLM:000064398,SLM:Molecular_Subspecies,GP,
537,PC O-16:0;0/16:1;0,GPL,MEM,PC O-,32,1,0,PC O-16:0/16:1,Phosphatidylcholine (O-16:0/16:1),SLM:000092109,SLM:Structural_Subspecies,GP,
538,PC O-16:0;0/18:1;0,GPL,MEM,PC O-,34,1,0,PC O-16:0/18:1,Phosphatidylcholine (O-16:0/18:1),SLM:000092113,SLM:Structural_Subspecies,GP,
539,PC O-16:0;0/18:2;0,GPL,MEM,PC O-,34,2,0,PC O-16:0/18:2,Phosphatidylcholine (O-16:0/18:2),SLM:000092114,SLM:Structural_Subspecies,GP,
540,PC O-16:0;0/20:3;0,GPL,MEM,PC O-,36,3,0,PC O-16:0/20:3,Phosphatidylcholine (O-16:0/20:3),SLM:000092121,SLM:Structural_Subspecies,GP,
541,PC O-16:0;0/20:4;0,GPL,MEM,PC O-,36,4,0,PC O-16:0/20:4,Phosphatidylcholine (O-16:0/20:4),SLM:000092122,SLM:Structural_Subspecies,GP,
542,PC O-16:0;0/20:5;0,GPL,MEM,PC O-,36,5,0,PC O-16:0/20:5,Phosphatidylcholine (O-16:0/20:5),SLM:000092123,SLM:Structural_Subspecies,GP,
543,PC O-16:0;0/22:1;0,GPL,MEM,PC O-,38,1,0,PC O-16:0/22:1,Phosphatidylcholine (O-16:0/22:1),SLM:000092126,SLM:Structural_Subspecies,GP,
544,PC O-16:0;0/22:5;0,GPL,MEM,PC O-,38,5,0,PC O-16:0/22:5,Phosphatidylcholine (O-16:0/22:5),SLM:000092130,SLM:Structural_Subspecies,GP,
545,PC O-16:0;0/22:6;0,GPL,MEM,PC O-,38,6,0,PC O-16:0/22:6,Phosphatidylcholine (O-16:0/22:6),SLM:000092131,SLM:Structural_Subspecies,GP,
546,PC O-16:0;0/24:4;0,GPL,MEM,PC O-,40,4,0,PC O-16:0/24:4,Phosphatidylcholine (O-16:0/24:4),SLM:000092134,SLM:Structural_Subspecies,GP,
547,PC O-16:1;0/16:0;0,GPL,MEM,PC O-,32,1,0,PC O-16:1/16:0,Phosphatidylcholine (O-16:1_16:0),SLM:000065984,SLM:Molecular_Subspecies,GP,
548,PC O-16:1;0/16:1;0,GPL,MEM,PC O-,32,2,0,PC O-16:1/16:1,Phosphatidylcholine (O-16:1_16:1),SLM:000065985,SLM:Molecular_Subspecies,GP,
549,PC O-16:1;0/18:0;0,GPL,MEM,PC O-,34,1,0,PC O-16:1/18:0,Phosphatidylcholine (O-16:1_18:0),SLM:000065988,SLM:Molecular_Subspecies,GP,
550,PC O-16:1;0/18:1;0,GPL,MEM,PC O-,34,2,0,PC O-16:1/18:1,Phosphatidylcholine (O-16:1_18:1),SLM:000065989,SLM:Molecular_Subspecies,GP,
551,PC O-16:1;0/18:2;0,GPL,MEM,PC O-,34,3,0,PC O-16:1/18:2,Phosphatidylcholine (O-16:1_18:2),SLM:000065990,SLM:Molecular_Subspecies,GP,
552,PC O-16:1;0/20:2;0,GPL,MEM,PC O-,36,3,0,PC O-16:1/20:2,Phosphatidylcholine (O-16:1_20:2),SLM:000065996,SLM:Molecular_Subspecies,GP,
553,PC O-16:1;0/20:3;0,GPL,MEM,PC O-,36,4,0,PC O-16:1/20:3,Phosphatidylcholine (O-16:1_20:3),SLM:000065997,SLM:Molecular_Subspecies,GP,
554,PC O-16:1;0/20:4;0,GPL,MEM,PC O-,36,5,0,PC O-16:1/20:4,Phosphatidylcholine (O-16:1_20:4),SLM:000065998,SLM:Molecular_Subspecies,GP,
555,PC O-16:1;0/22:0;0,GPL,MEM,PC O-,38,1,0,PC O-16:1/22:0,Phosphatidylcholine (O-16:1_22:0),SLM:000066001,SLM:Molecular_Subspecies,GP,
556,PC O-16:1;0/22:4;0,GPL,MEM,PC O-,38,5,0,PC O-16:1/22:4,Phosphatidylcholine (O-16:1_22:4),SLM:000066005,SLM:Molecular_Subspecies,GP,
557,PC O-16:1;0/22:5;0,GPL,MEM,PC O-,38,6,0,PC O-16:1/22:5,Phosphatidylcholine (O-16:1_22:5),SLM:000066006,SLM:Molecular_Subspecies,GP,
558,PC O-16:1;0/24:0;0,GPL,MEM,PC O-,40,1,0,PC O-16:1/24:0,Phosphatidylcholine (O-16:1_24:0),SLM:000066008,SLM:Molecular_Subspecies,GP,
559,PC O-16:1;0/24:2;0,GPL,MEM,PC O-,40,3,0,PC O-16:1/24:2,Phosphatidylcholine (O-16:1_24:2),,,GP,
560,PC O-16:1;0/24:3;0,GPL,MEM,PC O-,40,4,0,PC O-16:1/24:3,Phosphatidylcholine (O-16:1_24:3),,,GP,
561,PC O-16:1;0/24:4;0,GPL,MEM,PC O-,40,5,0,PC O-16:1/24:4,Phosphatidylcholine (O-16:1_24:4),SLM:000066010,SLM:Molecular_Subspecies,GP,
562,PC O-16:1;0/24:5;0,GPL,MEM,PC O-,40,6,0,PC O-16:1/24:5,Phosphatidylcholine (O-16:1_24:5),SLM:000066011,SLM:Molecular_Subspecies,GP,
563,PC O-16:2;0/16:0;0,GPL,MEM,PC O-,32,2,0,PC O-16:2/16:0,Phosphatidylcholine (O-16:2_16:0),,,GP,
564,PC O-16:2;0/18:0;0,GPL,MEM,PC O-,34,2,0,PC O-16:2/18:0,Phosphatidylcholine (O-16:2_18:0),,,GP,
565,PC O-16:2;0/18:1;0,GPL,MEM,PC O-,34,3,0,PC O-16:2/18:1,Phosphatidylcholine (O-16:2_18:1),,,GP,
566,PC O-16:2;0/20:1;0,GPL,MEM,PC O-,36,3,0,PC O-16:2/20:1,Phosphatidylcholine (O-16:2_20:1),,,GP,
567,PC O-16:2;0/20:2;0,GPL,MEM,PC O-,36,4,0,PC O-16:2/20:2,Phosphatidylcholine (O-16:2_20:2),,,GP,
568,PC O-16:2;0/20:3;0,GPL,MEM,PC O-,36,5,0,PC O-16:2/20:3,Phosphatidylcholine (O-16:2_20:3),,,GP,
569,PC O-16:2;0/22:3;0,GPL,MEM,PC O-,38,5,0,PC O-16:2/22:3,Phosphatidylcholine (O-16:2_22:3),,,GP,
570,PC O-16:2;0/22:4;0,GPL,MEM,PC O-,38,6,0,PC O-16:2/22:4,Phosphatidylcholine (O-16:2_22:4),,,GP,
571,PC O-16:2;0/24:1;0,GPL,MEM,PC O-,40,3,0,PC O-16:2/24:1,Phosphatidylcholine (O-16:2_24:1),,,GP,
572,PC O-16:2;0/24:2;0,GPL,MEM,PC O-,40,4,0,PC O-16:2/24:2,Phosphatidylcholine (O-16:2_24:2),,,GP,
573,PC O-18:0;0/16:1;0,GPL,MEM,PC O-,34,1,0,PC O-18:0/16:1,Phosphatidylcholine (O-18:0/16:1),SLM:000092239,SLM:Structural_Subspecies,GP,
574,PC O-18:0;0/18:0;0,GPL,MEM,PC O-,36,0,0,PC O-18:0/18:0,Phosphatidylcholine (O-18:0/18:0),SLM:000092242,SLM:Structural_Subspecies,GP,
575,PC O-18:0;0/18:3;0,GPL,MEM,PC O-,36,3,0,PC O-18:0/18:3,Phosphatidylcholine (O-18:0/18:3),SLM:000092245,SLM:Structural_Subspecies,GP,
576,PC O-18:0;0/20:0;0,GPL,MEM,PC O-,38,0,0,PC O-18:0/20:0,Phosphatidylcholine (O-18:0/20:0),SLM:000092248,SLM:Structural_Subspecies,GP,
577,PC O-18:0;0/20:1;0,GPL,MEM,PC O-,38,1,0,PC O-18:0/20:1,Phosphatidylcholine (O-18:0/20:1),SLM:000092249,SLM:Structural_Subspecies,GP,
578,PC O-18:0;0/20:5;0,GPL,MEM,PC O-,38,5,0,PC O-18:0/20:5,Phosphatidylcholine (O-18:0/20:5),SLM:000092253,SLM:Structural_Subspecies,GP,
