No,feature,structuralcategory,functionalcategory,class,totallength,totaldb,totaloh,Shorthand Notation,SwissLipids Name,SwissLipids ID,SwissLipids rank,category,Reference (pmol) from report
265,LPC O-22:0;0,GPL,LYS,LPC O-,22,0,0,LPC O-22:0,Phosphatidylcholine (O-22:0/0:0),SLM:000092556,SLM:Structural_Subspecies,GP,3
266,LPE 16:0;0,GPL,LYS,LPE,16,0,0,LPE 16:0,Phosphatidylethanolamine (16:0_0:0),SLM:000067687,SLM:Molecular_Subspecies,GP,10
267,LPE 16:1;0,GPL,LYS,LPE,16,1,0,LPE 16:1,Phosphatidylethanolamine (16:1_0:0),SLM:000067741,SLM:Molecular_Subspecies,GP,10
268,LPE 18:0;0,GPL,LYS,LPE,18,0,0,LPE 18:0,Phosphatidylethanolamine (18:0_0:0),SLM:000067897,SLM:Molecular_Subspecies,GP,10
269,LPE 18:1;0,GPL,LYS,LPE,18,1,0,LPE 18:1,Phosphatidylethanolamine (18:1_0:0),SLM:000067947,SLM:Molecular_Subspecies,GP,10
270,LPE 18:2;0,GPL,LYS,LPE,18,2,0,LPE 18:2,Phosphatidylethanolamine (18:2_0:0),SLM:000067996,SLM:Molecular_Subspecies,GP,10
271,LPE 18:3;0,GPL,LYS,LPE,18,3,0,LPE 18:3,Phosphatidylethanolamine (18:3_0:0),SLM:000068044,SLM:Molecular_Subspecies,GP,10
272,LPE 20:0;0,GPL,LYS,LPE,20,0,0,LPE 20:0,Phosphatidylethanolamine (20:0_0:0),SLM:000068182,SLM:Molecular_Subspecies,GP,10
273,LPE 20:1;0,GPL,LYS,LPE,20,1,0,LPE 20:1,Phosphatidylethanolamine (20:1_0:0),SLM:000068226,SLM:Molecular_Subspecies,GP,10
274,LPE 20:2;0,GPL,LYS,LPE,20,2,0,LPE 20:2,Phosphatidylethanolamine (20:2_0:0),SLM:000068269,SLM:Molecular_Subspecies,GP,10
275,LPE 20:3;0,GPL,LYS,LPE,20,3,0,LPE 20:3,Phosphatidylethanolamine (20:3_0:0),SLM:000068311,SLM:Molecular_Subspecies,GP,10
276,LPE 20:4;0,GPL,LYS,LPE,20,4,0,LPE 20:4,Phosphatidylethanolamine (20:4_0:0),SLM:000068352,SLM:Molecular_Subspecies,GP,10
277,LPE 20:5;0,GPL,LYS,LPE,20,5,0,LPE 20:5,Phosphatidylethanolamine (20:5_0:0),SLM:000068392,SLM:Molecular_Subspecies,GP,10
278,LPE 22:0;0,GPL,LYS,LPE,22,0,0,LPE 22:0,Phosphatidylethanolamine (22:0_0:0),SLM:000068469,SLM:Molecular_Subspecies,GP,10
279,LPE 22:4;0,GPL,LYS,LPE,22,4,0,LPE 22:4,Phosphatidylethanolamine (22:4_0:0),SLM:000068611,SLM:Molecular_Subspecies,GP,10
280,LPE 22:5;0,GPL,LYS,LPE,22,5,0,LPE 22:5,Phosphatidylethanolamine (22:5_0:0),SLM:000068644,SLM:Molecular_Subspecies,GP,10
281,LPE 22:6;0,GPL,LYS,LPE,22,6,0,LPE 22:6,Phosphatidylethanolamine (22:6_0:0),SLM:000068676,SLM:Molecular_Subspecies,GP,10
282,LPE 24:0;0,GPL,LYS,LPE,24,0,0,LPE 24:0,Phosphatidylethanolamine (24:0_0:0),SLM:000068707,SLM:Molecular_Subspecies,GP,10
283,LPE O-16:0;0,GPL,LYS,LPE O-,16,0,0,LPE O-16:0,Phosphatidylethanolamine (O-16:0/0:0),SLM:000098405,SLM:Structural_Subspecies,GP,1
284,LPE O-16:1;0,GPL,LYS,LPE O-,16,1,0,LPE O-16:1,Phosphatidylethanolamine (O-16:1_0:0),SLM:000069941,SLM:Molecular_Subspecies,GP,1
285,LPE O-18:0;0,GPL,LYS,LPE O-,18,0,0,LPE O-18:0,Phosphatidylethanolamine (O-18:0/0:0),SLM:000098535,SLM:Structural_Subspecies,GP,1
286,LPE O-18:1;0,GPL,LYS,LPE O-,18,1,0,LPE O-18:1,Phosphatidylethanolamine (O-18:1_0:0),SLM:000070201,SLM:Molecular_Subspecies,GP,1
287,LPE O-18:2;0,GPL,LYS,LPE O-,18,2,0,LPE O-18:2,Phosphatidylethanolamine (O-18:2_0:0),SLM:000070266,SLM:Molecular_Subspecies,GP,1
288,LPE O-20:0;0,GPL,LYS,LPE O-,20,0,0,LPE O-20:0,Phosphatidylethanolamine (O-20:0/0:0),SLM:000098730,SLM:Structural_Subspecies,GP,1
289,LPE O-20:1;0,GPL,LYS,LPE O-,20,1,0,LPE O-20:1,Phosphatidylethanolamine (O-20:1_0:0),SLM:000070461,SLM:Molecular_Subspecies,GP,1
290,LPE O-20:2;0,GPL,LYS,LPE O-,20,2,0,LPE O-20:2,Phosphatidylethanolamine (O-20:2_0:0),SLM:000070526,SLM:Molecular_Subspecies,GP,1
291,LPE O-22:0;0,GPL,LYS,LPE O-,22,0,0,LPE O-22:0,Phosphatidylethanolamine (O-22:0/0:0),SLM:000098860,SLM:Structural_Subspecies,GP,1
292,LPE O-22:1;0,GPL,LYS,LPE O-,22,1,0,LPE O-22:1,Phosphatidylethanolamine (O-22:1_0:0),SLM:000070656,SLM:Molecular_Subspecies,GP,1
293,LPE O-22:2;0,GPL,LYS,LPE O-,22,2,0,LPE O-22:2,Phosphatidylethanolamine (O-22:2_0:0),SLM:000070721,SLM:Molecular_Subspecies,GP,1
294,LPE O-24:0;0,GPL,LYS,LPE O-,24,0,0,LPE O-24:0,Phosphatidylethanolamine (O-24:0/0:0),SLM:000098990,SLM:Structural_Subspecies,GP,1
295,LPE O-24:1;0,GPL,LYS,LPE O-,24,1,0,LPE O-24:1,Phosphatidylethanolamine (O-24:1_0:0),SLM:000070851,SLM:Molecular_Subspecies,GP,1
296,LPE O-24:2;0,GPL,LYS,LPE O-,24,2,0,LPE O-24:2,Phosphatidylethanolamine (O-24:2_0:0),,,GP,1
297,LPG 16:0;0,GPL,LYS,LPG,16,0,0,LPG 16:0,Phosphatidylglycerol (16:0_0:0),SLM:000071651,SLM:Molecular_Subspecies,GP,0.02
298,LPG 16:1;0,GPL,LYS,LPG,16,1,0,LPG 16:1,Phosphatidylglycerol (16:1_0:0),SLM:000071705,SLM:Molecular_Subspecies,GP,0.02
299,LPG 18:0;0,GPL,LYS,LPG,18,0,0,LPG 18:0,Phosphatidylglycerol (18:0_0:0),SLM:000071861,SLM:Molecular_Subspecies,GP,0.02
300,LPG 18:1;0,GPL,LYS,LPG,18,1,0,LPG 18:1,Phosphatidylglycerol (18:1_0:0),SLM:000071911,SLM:Molecular_Subspecies,GP,0.02
301,LPG 18:2;0,GPL,LYS,LPG,18,2,0,LPG 18:2,Phosphatidylglycerol (18:2_0:0),SLM:000071960,SLM:Molecular_Subspecies,GP,0.02
302,LPG 18:3;0,GPL,LYS,LPG,18,3,0,LPG 18:3,Phosphatidylglycerol (18:3_0:0),SLM:000072008,SLM:Molecular_Subspecies,GP,0.02
303,LPG 20:3;0,GPL,LYS,LPG,20,3,0,LPG 20:3,Phosphatidylglycerol (20:3_0:0),SLM:000072275,SLM:Molecular_Subspecies,GP,0.02
304,LPG 20:4;0,GPL,LYS,LPG,20,4,0,LPG 20:4,Phosphatidylglycerol (20:4_0:0),SLM:000072316,SLM:Molecular_Subspecies,GP,0.02
305,LPG 22:4;0,GPL,LYS,LPG,22,4,0,LPG 22:4,Phosphatidylglycerol (22:4_0:0),SLM:000072575,SLM:Molecular_Subspecies,GP,0.02
306,LPG 22:5;0,GPL,LYS,LPG,22,5,0,LPG 22:5,Phosphatidylglycerol (22:5_0:0),SLM:000072608,SLM:Molecular_Subspecies,GP,0.02
307,LPG 22:6;0,GPL,LYS,LPG,22,6,0,LPG 22:6,Phosphatidylglycerol (22:6_0:0),SLM:000072640,SLM:Molecular_Subspecies,GP,0.02
308,LPI 16:0;0,GPL,LYS,LPI,16,0,0,LPI 16:0,Phosphatidylinositol (16:0_0:0),SLM:000073795,SLM:Molecular_Subspecies,GP,0.8
309,LPI 18:0;0,GPL,LYS,LPI,18,0,0,LPI 18:0,Phosphatidylinositol (18:0_0:0),SLM:000074005,SLM:Molecular_Subspecies,GP,0.8
310,LPI 18:1;0,GPL,LYS,LPI,18,1,0,LPI 18:1,Phosphatidylinositol (18:1_0:0),SLM:000074055,SLM:Molecular_Subspecies,GP,0.8
311,LPI 18:2;0,GPL,LYS,LPI,18,2,0,LPI 18:2,Phosphatidylinositol (18:2_0:0),SLM:000074104,SLM:Molecular_Subspecies,GP,0.8
312,LPI 18:3;0,GPL,LYS,LPI,18,3,0,LPI 18:3,Phosphatidylinositol (18:3_0:0),SLM:000074152,SLM:Molecular_Subspecies,GP,0.8
313,LPI 20:2;0,GPL,LYS,LPI,20,2,0,LPI 20:2,Phosphatidylinositol (20:2_0:0),SLM:000074377,SLM:Molecular_Subspecies,GP,0.8
314,LPI 20:3;0,GPL,LYS,LPI,20,3,0,LPI 20:3,Phosphatidylinositol (20:3_0:0),SLM:000074419,SLM:Molecular_Subspecies,GP,0.8
315,LPI 20:4;0,GPL,LYS,LPI,20,4,0,LPI 20:4,Phosphatidylinositol (20:4_0:0),SLM:000074460,SLM:Molecular_Subspecies,GP,0.8
316,LPI 20:5;0,GPL,LYS,LPI,20,5,0,LPI 20:5,Phosphatidylinositol (20:5_0:0),SLM:000074500,SLM:Molecular_Subspecies,GP,0.8
317,LPI 22:4;0,GPL,LYS,LPI,22,4,0,LPI 22:4,Phosphatidylinositol (22:4_0:0),SLM:000074719,SLM:Molecular_Subspecies,GP,0.8
318,LPI 22:5;0,GPL,LYS,LPI,22,5,0,LPI 22:5,Phosphatidylinositol (22:5_0:0),SLM:000074752,SLM:Molecular_Subspecies,GP,0.8
319,LPI 22:6;0,GPL,LYS,LPI,22,6,0,LPI 22:6,Phosphatidylinositol (22:6_0:0),SLM:000074784,SLM:Molecular_Subspecies,GP,0.8
320,LPS 18:0;0,GPL,LYS,LPS,18,0,0,LPS 18:0,Phosphatidylserine (18:0_0:0),SLM:000077969,SLM:Molecular_Subspecies,GP,0.8
321,LPS 18:1;0,GPL,LYS,LPS,18,1,0,LPS 18:1,Phosphatidylserine (18:1_0:0),SLM:000078019,SLM:Molecular_Subspecies,GP,0.8
322,LPS 18:2;0,GPL,LYS,LPS,18,2,0,LPS 18:2,Phosphatidylserine (18:2_0:0),SLM:000078068,SLM:Molecular_Subspecies,GP,0.8
323,LPS 20:3;0,GPL,LYS,LPS,20,3,0,LPS 20:3,Phosphatidylserine (20:3_0:0),SLM:000078383,SLM:Molecular_Subspecies,GP,0.8
324,LPS 20:4;0,GPL,LYS,LPS,20,4,0,LPS 20:4,Phosphatidylserine (20:4_0:0),SLM:000078424,SLM:Molecular_Subspecies,GP,0.8
325,LPS 22:6;0,GPL,LYS,LPS,22,6,0,LPS 22:6,Phosphatidylserine (22:6_0:0),SLM:000078748,SLM:Molecular_Subspecies,GP,0.8
326,PA 14:0;0_18:0;0,GPL,MEM,PA,32,0,0,PA 14:0_18:0,Phosphatidate (14:0_18:0),SLM:000059599,SLM:Molecular_Subspecies,GP,
327,PA 16:0;0_16:0;0,GPL,MEM,PA,32,0,0,PA 16:0_16:0,Phosphatidate (16:0/16:0),SLM:000081839,SLM:Structural_Subspecies,GP,
328,PA 16:0;0_16:1;0,GPL,MEM,PA,32,1,0,PA 16:0_16:1,Phosphatidate (16:0_16:1),SLM:000059761,SLM:Molecular_Subspecies,GP,
329,PA 16:0;0_18:0;0,GPL,MEM,PA,34,0,0,PA 16:0_18:0,Phosphatidate (16:0_18:0),SLM:000059764,SLM:Molecular_Subspecies,GP,
330,PA 16:0;0_18:1;0,GPL,MEM,PA,34,1,0,PA 16:0_18:1,Phosphatidate (16:0_18:1),SLM:000059765,SLM:Molecular_Subspecies,GP,
331,PA 16:0;0_18:2;0,GPL,MEM,PA,34,2,0,PA 16:0_18:2,Phosphatidate (16:0_18:2),SLM:000059766,SLM:Molecular_Subspecies,GP,
332,PA 16:0;0_20:1;0,GPL,MEM,PA,36,1,0,PA 16:0_20:1,Phosphatidate (16:0_20:1),SLM:000059771,SLM:Molecular_Subspecies,GP,
333,PA 16:0;0_20:2;0,GPL,MEM,PA,36,2,0,PA 16:0_20:2,Phosphatidate (16:0_20:2),SLM:000059772,SLM:Molecular_Subspecies,GP,
334,PA 16:0;0_20:3;0,GPL,MEM,PA,36,3,0,PA 16:0_20:3,Phosphatidate (16:0_20:3),SLM:000059773,SLM:Molecular_Subspecies,GP,
335,PA 16:0;0_20:4;0,GPL,MEM,PA,36,4,0,PA 16:0_20:4,Phosphatidate (16:0_20:4),SLM:000059774,SLM:Molecular_Subspecies,GP,
336,PA 16:1;0_18:0;0,GPL,MEM,PA,34,1,0,PA 16:1_18:0,Phosphatidate (16:1_18:0),SLM:000059817,SLM:Molecular_Subspecies,GP,
337,PA 16:1;0_18:1;0,GPL,MEM,PA,34,2,0,PA 16:1_18:1,Phosphatidate (16:1_18:1),SLM:000059818,SLM:Molecular_Subspecies,GP,
338,PA 17:0;0_18:1;0,GPL,MEM,PA,35,1,0,PA 17:0_18:1,Phosphatidate (17:0_18:1),SLM:000059921,SLM:Molecular_Subspecies,GP,
339,PA 17:0;0_18:2;0,GPL,MEM,PA,35,2,0,PA 17:0_18:2,Phosphatidate (17:0_18:2),SLM:000059922,SLM:Molecular_Subspecies,GP,
340,PA 17:0;0_20:2;0,GPL,MEM,PA,37,2,0,PA 17:0_20:2,Phosphatidate (17:0_20:2),SLM:000059928,SLM:Molecular_Subspecies,GP,
341,PA 17:1;0_17:1;0,GPL,MEM,PA,34,2,0,PA 17:1_17:1,Phosphatidate (17:1/17:1),,,GP,
342,PA 17:1;0_18:1;0,GPL,MEM,PA,35,2,0,PA 17:1_18:1,Phosphatidate (17:1_18:1),,,GP,
343,PA 18:0;0_18:1;0,GPL,MEM,PA,36,1,0,PA 18:0_18:1,Phosphatidate (18:0_18:1),SLM:000059971,SLM:Molecular_Subspecies,GP,
344,PA 18:0;0_18:2;0,GPL,MEM,PA,36,2,0,PA 18:0_18:2,Phosphatidate (18:0_18:2),SLM:000059972,SLM:Molecular_Subspecies,GP,
345,PA 18:0;0_18:3;0,GPL,MEM,PA,36,3,0,PA 18:0_18:3,Phosphatidate (18:0_18:3),SLM:000059973,SLM:Molecular_Subspecies,GP,
346,PA 18:0;0_20:1;0,GPL,MEM,PA,38,1,0,PA 18:0_20:1,Phosphatidate (18:0_20:1),SLM:000059977,SLM:Molecular_Subspecies,GP,
347,PA 18:0;0_20:2;0,GPL,MEM,PA,38,2,0,PA 18:0_20:2,Phosphatidate (18:0_20:2),SLM:000059978,SLM:Molecular_Subspecies,GP,
348,PA 18:0;0_20:3;0,GPL,MEM,PA,38,3,0,PA 18:0_20:3,Phosphatidate (18:0_20:3),SLM:000059979,SLM:Molecular_Subspecies,GP,
349,PA 18:0;0_20:4;0,GPL,MEM,PA,38,4,0,PA 18:0_20:4,Phosphatidate (18:0_20:4),SLM:000059980,SLM:Molecular_Subspecies,GP,
350,PA 18:0;0_20:5;0,GPL,MEM,PA,38,5,0,PA 18:0_20:5,Phosphatidate (18:0_20:5),SLM:000059981,SLM:Molecular_Subspecies,GP,
351,PA 18:0;0_22:6;0,GPL,MEM,PA,40,6,0,PA 18:0_22:6,Phosphatidate (18:0_22:6),SLM:000059989,SLM:Molecular_Subspecies,GP,
352,PA 18:1;0_18:1;0,GPL,MEM,PA,36,2,0,PA 18:1_18:1,Phosphatidate (18:1/18:1),SLM:000082169,SLM:Structural_Subspecies,GP,
353,PA 18:1;0_18:2;0,GPL,MEM,PA,36,3,0,PA 18:1_18:2,Phosphatidate (18:1_18:2),SLM:000060021,SLM:Molecular_Subspecies,GP,
354,PA 18:1;0_20:0;0,GPL,MEM,PA,38,1,0,PA 18:1_20:0,Phosphatidate (18:1_20:0),SLM:000060025,SLM:Molecular_Subspecies,GP,
355,PA 18:1;0_20:1;0,GPL,MEM,PA,38,2,0,PA 18:1_20:1,Phosphatidate (18:1_20:1),SLM:000060026,SLM:Molecular_Subspecies,GP,
356,PA 18:1;0_20:2;0,GPL,MEM,PA,38,3,0,PA 18:1_20:2,Phosphatidate (18:1_20:2),SLM:000060027,SLM:Molecular_Subspecies,GP,
357,PA 18:1;0_20:3;0,GPL,MEM,PA,38,4,0,PA 18:1_20:3,Phosphatidate (18:1_20:3),SLM:000060028,SLM:Molecular_Subspecies,GP,
358,PA 18:2;0_18:2;0,GPL,MEM,PA,36,4,0,PA 18:2_18:2,Phosphatidate (18:2/18:2),SLM:000082235,SLM:Structural_Subspecies,GP,
359,PA 18:2;0_19:0;0,GPL,MEM,PA,37,2,0,PA 18:2_19:0,Phosphatidate (18:2_19:0),SLM:000060072,SLM:Molecular_Subspecies,GP,
360,PA 18:2;0_20:0;0,GPL,MEM,PA,38,2,0,PA 18:2_20:0,Phosphatidate (18:2_20:0),SLM:000060073,SLM:Molecular_Subspecies,GP,
361,PA 22:5;0_22:5;0,GPL,MEM,PA,44,10,0,PA 22:5_22:5,Phosphatidate (22:5/22:5),SLM:000083291,SLM:Structural_Subspecies,GP,
362,PA 22:6;0_22:6;0,GPL,MEM,PA,44,12,0,PA 22:6_22:6,Phosphatidate (22:6/22:6),SLM:000083357,SLM:Structural_Subspecies,GP,
363,PC 14:0;0_18:0;0,GPL,MEM,PC,32,0,0,PC 14:0_18:0,Phosphatidylcholine (14:0_18:0),SLM:000063563,SLM:Molecular_Subspecies,GP,
364,PC 14:0;0_18:1;0,GPL,MEM,PC,32,1,0,PC 14:0_18:1,Phosphatidylcholine (14:0_18:1),SLM:000063564,SLM:Molecular_Subspecies,GP,
365,PC 14:0;0_18:2;0,GPL,MEM,PC,32,2,0,PC 14:0_18:2,Phosphatidylcholine (14:0_18:2),SLM:000063565,SLM:Molecular_Subspecies,GP,
366,PC 14:0;0_18:3;0,GPL,MEM,PC,32,3,0,PC 14:0_18:3,Phosphatidylcholine (14:0_18:3),SLM:000063566,SLM:Molecular_Subspecies,GP,
367,PC 14:0;0_20:1;0,GPL,MEM,PC,34,1,0,PC 14:0_20:1,Phosphatidylcholine (14:0_20:1),SLM:000063570,SLM:Molecular_Subspecies,GP,
368,PC 14:0;0_20:3;0,GPL,MEM,PC,34,3,0,PC 14:0_20:3,Phosphatidylcholine (14:0_20:3),SLM:000063572,SLM:Molecular_Subspecies,GP,
369,PC 14:0;0_22:5;0,GPL,MEM,PC,36,5,0,PC 14:0_22:5,Phosphatidylcholine (14:0_22:5),SLM:000063581,SLM:Molecular_Subspecies,GP,
370,PC 14:0;0_22:6;0,GPL,MEM,PC,36,6,0,PC 14:0_22:6,Phosphatidylcholine (14:0_22:6),SLM:000063582,SLM:Molecular_Subspecies,GP,
371,PC 15:0;0_17:0;0,GPL,MEM,PC,32,0,0,PC 15:0_17:0,Phosphatidylcholine (15:0_17:0),SLM:000063673,SLM:Molecular_Subspecies,GP,
372,PC 15:0;0_18:0;0,GPL,MEM,PC,33,0,0,PC 15:0_18:0,Phosphatidylcholine (15:0_18:0),SLM:000063674,SLM:Molecular_Subspecies,GP,
373,PC 15:0;0_18:1;0,GPL,MEM,PC,33,1,0,PC 15:0_18:1,Phosphatidylcholine (15:0_18:1),SLM:000063675,SLM:Molecular_Subspecies,GP,
374,PC 15:0;0_18:2;0,GPL,MEM,PC,33,2,0,PC 15:0_18:2,Phosphatidylcholine (15:0_18:2),SLM:000063676,SLM:Molecular_Subspecies,GP,
375,PC 15:0;0_20:1;0,GPL,MEM,PC,35,1,0,PC 15:0_20:1,Phosphatidylcholine (15:0_20:1),SLM:000063681,SLM:Molecular_Subspecies,GP,
376,PC 15:0;0_20:2;0,GPL,MEM,PC,35,2,0,PC 15:0_20:2,Phosphatidylcholine (15:0_20:2),SLM:000063682,SLM:Molecular_Subspecies,GP,
377,PC 16:0;0_16:0;0,GPL,MEM,PC,32,0,0,PC 16:0_16:0,Phosphatidylcholine (16:0/16:0),SLM:000088143,SLM:Structural_Subspecies,GP,
378,PC 16:0;0_16:1;0,GPL,MEM,PC,32,1,0,PC 16:0_16:1,Phosphatidylcholine (16:0_16:1),SLM:000063725,SLM:Molecular_Subspecies,GP,
379,PC 16:0;0_16:2;0,GPL,MEM,PC,32,2,0,PC 16:0_16:2,Phosphatidylcholine (16:0_16:2),SLM:000063726,SLM:Molecular_Subspecies,GP,
380,PC 16:0;0_17:0;0,GPL,MEM,PC,33,0,0,PC 16:0_17:0,Phosphatidylcholine (16:0_17:0),SLM:000063727,SLM:Molecular_Subspecies,GP,
381,PC 16:0;0_17:1;0,GPL,MEM,PC,33,1,0,PC 16:0_17:1,Phosphatidylcholine (16:0_17:1),,,GP,
382,PC 16:0;0_17:2;0,GPL,MEM,PC,33,2,0,PC 16:0_17:2,Phosphatidylcholine (16:0_17:2),,,GP,
383,PC 16:0;0_18:0;0,GPL,MEM,PC,34,0,0,PC 16:0_18:0,Phosphatidylcholine (16:0_18:0),SLM:000063728,SLM:Molecular_Subspecies,GP,
384,PC 16:0;0_18:1;0,GPL,MEM,PC,34,1,0,PC 16:0_18:1,Phosphatidylcholine (16:0_18:1),SLM:000063729,SLM:Molecular_Subspecies,GP,
385,PC 16:0;0_18:2;0,GPL,MEM,PC,34,2,0,PC 16:0_18:2,Phosphatidylcholine (16:0_18:2),SLM:000063730,SLM:Molecular_Subspecies,GP,
386,PC 16:0;0_18:3;0,GPL,MEM,PC,34,3,0,PC 16:0_18:3,Phosphatidylcholine (16:0_18:3),SLM:000063731,SLM:Molecular_Subspecies,GP,
387,PC 16:0;0_19:1;0,GPL,MEM,PC,35,1,0,PC 16:0_19:1,Phosphatidylcholine (16:0_19:1),,,GP,
388,PC 16:0;0_19:2;0,GPL,MEM,PC,35,2,0,PC 16:0_19:2,Phosphatidylcholine (16:0_19:2),,,GP,
389,PC 16:0;0_20:1;0,GPL,MEM,PC,36,1,0,PC 16:0_20:1,Phosphatidylcholine (16:0_20:1),SLM:000063735,SLM:Molecular_Subspecies,GP,
390,PC 16:0;0_20:2;0,GPL,MEM,PC,36,2,0,PC 16:0_20:2,Phosphatidylcholine (16:0_20:2),SLM:000063736,SLM:Molecular_Subspecies,GP,
391,PC 16:0;0_20:3;0,GPL,MEM,PC,36,3,0,PC 16:0_20:3,Phosphatidylcholine (16:0_20:3),SLM:000063737,SLM:Molecular_Subspecies,GP,
392,PC 16:0;0_20:4;0,GPL,MEM,PC,36,4,0,PC 16:0_20:4,Phosphatidylcholine (16:0_20:4),SLM:000063738,SLM:Molecular_Subspecies,GP,
393,PC 16:0;0_20:5;0,GPL,MEM,PC,36,5,0,PC 16:0_20:5,Phosphatidylcholine (16:0_20:5),SLM:000063739,SLM:Molecular_Subspecies,GP,
394,PC 16:0;0_22:1;0,GPL,MEM,PC,38,1,0,PC 16:0_22:1,Phosphatidylcholine (16:0_22:1),SLM:000063742,SLM:Molecular_Subspecies,GP,
395,PC 16:0;0_22:2;0,GPL,MEM,PC,38,2,0,PC 16:0_22:2,Phosphatidylcholine (16:0_22:2),SLM:000063743,SLM:Molecular_Subspecies,GP,
396,PC 16:0;0_22:3;0,GPL,MEM,PC,38,3,0,PC 16:0_22:3,Phosphatidylcholine (16:0_22:3),SLM:000063744,SLM:Molecular_Subspecies,GP,
397,PC 16:0;0_22:4;0,GPL,MEM,PC,38,4,0,PC 16:0_22:4,Phosphatidylcholine (16:0_22:4),SLM:000063745,SLM:Molecular_Subspecies,GP,
398,PC 16:0;0_22:5;0,GPL,MEM,PC,38,5,0,PC 16:0_22:5,Phosphatidylcholine (16:0_22:5),SLM:000063746,SLM:Molecular_Subspecies,GP,
399,PC 16:0;0_22:6;0,GPL,MEM,PC,38,6,0,PC 16:0_22:6,Phosphatidylcholine (16:0_22:6),SLM:000063747,SLM:Molecular_Subspecies,GP,
400,PC 16:0;0_24:3;0,GPL,MEM,PC,40,3,0,PC 16:0_24:3,Phosphatidylcholine (16:0_24:3),,,GP,
401,PC 16:0;0_24:4;0,GPL,MEM,PC,40,4,0,PC 16:0_24:4,Phosphatidylcholine (16:0_24:4),SLM:000063750,SLM:Molecular_Subspecies,GP,
402,PC 16:0;0_24:5;0,GPL,MEM,PC,40,5,0,PC 16:0_24:5,Phosphatidylcholine (16:0_24:5),SLM:000063751,SLM:Molecular_Subspecies,GP,
403,PC 16:0;0_24:6;0,GPL,MEM,PC,40,6,0,PC 16:0_24:6,Phosphatidylcholine (16:0_24:6),SLM:000063752,SLM:Molecular_Subspecies,GP,
404,PC 16:1;0_16:1;0,GPL,MEM,PC,32,2,0,PC 16:1_16:1,Phosphatidylcholine (16:1/16:1),SLM:000088209,SLM:Structural_Subspecies,GP,
405,PC 16:1;0_17:0;0,GPL,MEM,PC,33,1,0,PC 16:1_17:0,Phosphatidylcholine (16:1_17:0),SLM:000063780,SLM:Molecular_Subspecies,GP,
406,PC 16:1;0_17:1;0,GPL,MEM,PC,33,2,0,PC 16:1_17:1,Phosphatidylcholine (16:1_17:1),,,GP,
407,PC 16:1;0_18:0;0,GPL,MEM,PC,34,1,0,PC 16:1_18:0,Phosphatidylcholine (16:1_18:0),SLM:000063781,SLM:Molecular_Subspecies,GP,
408,PC 16:1;0_18:1;0,GPL,MEM,PC,34,2,0,PC 16:1_18:1,Phosphatidylcholine (16:1_18:1),SLM:000063782,SLM:Molecular_Subspecies,GP,
409,PC 16:1;0_18:2;0,GPL,MEM,PC,34,3,0,PC 16:1_18:2,Phosphatidylcholine (16:1_18:2),SLM:000063783,SLM:Molecular_Subspecies,GP,
410,PC 16:1;0_19:1;0,GPL,MEM,PC,35,2,0,PC 16:1_19:1,Phosphatidylcholine (16:1_19:1),,,GP,
411,PC 16:1;0_20:0;0,GPL,MEM,PC,36,1,0,PC 16:1_20:0,Phosphatidylcholine (16:1_20:0),SLM:000063787,SLM:Molecular_Subspecies,GP,
412,PC 16:1;0_20:1;0,GPL,MEM,PC,36,2,0,PC 16:1_20:1,Phosphatidylcholine (16:1_20:1),SLM:000063788,SLM:Molecular_Subspecies,GP,
413,PC 16:1;0_20:2;0,GPL,MEM,PC,36,3,0,PC 16:1_20:2,Phosphatidylcholine (16:1_20:2),SLM:000063789,SLM:Molecular_Subspecies,GP,
414,PC 16:1;0_20:3;0,GPL,MEM,PC,36,4,0,PC 16:1_20:3,Phosphatidylcholine (16:1_20:3),SLM:000063790,SLM:Molecular_Subspecies,GP,
415,PC 16:1;0_20:4;0,GPL,MEM,PC,36,5,0,PC 16:1_20:4,Phosphatidylcholine (16:1_20:4),SLM:000063791,SLM:Molecular_Subspecies,GP,
416,PC 16:1;0_20:5;0,GPL,MEM,PC,36,6,0,PC 16:1_20:5,Phosphatidylcholine (16:1_20:5),SLM:000063792,SLM:Molecular_Subspecies,GP,
417,PC 16:1;0_22:3;0,GPL,MEM,PC,38,4,0,PC 16:1_22:3,Phosphatidylcholine (16:1_22:3),SLM:000063797,SLM:Molecular_Subspecies,GP,
418,PC 16:1;0_22:4;0,GPL,MEM,PC,38,5,0,PC 16:1_22:4,Phosphatidylcholine (16:1_22:4),SLM:000063798,SLM:Molecular_Subspecies,GP,
419,PC 16:1;0_22:5;0,GPL,MEM,PC,38,6,0,PC 16:1_22:5,Phosphatidylcholine (16:1_22:5),SLM:000063799,SLM:Molecular_Subspecies,GP,
420,PC 16:1;0_22:6;0,GPL,MEM,PC,38,7,0,PC 16:1_22:6,Phosphatidylcholine (16:1_22:6),SLM:000063800,SLM:Molecular_Subspecies,GP,
421,PC 16:2;0_18:0;0,GPL,MEM,PC,34,2,0,PC 16:2_18:0,Phosphatidylcholine (16:2_18:0),SLM:000063833,SLM:Molecular_Subspecies,GP,
422,PC 16:2;0_18:1;0,GPL,MEM,PC,34,3,0,PC 16:2_18:1,Phosphatidylcholine (16:2_18:1),SLM:000063834,SLM:Molecular_Subspecies,GP,
