,feature,class,86,94,110,112,117,Control,73,76,89,93,195,196,iKO,iKO vs. CON,iKO vs. CON,63,80,83,108,116,G519R,G519R vs. CON,G519R vs. CON,248,249,255,257,Lrig1-D3,Lrig-D3 vs. CON,Lrig-D3 vs. CON,ALI,Lipid,
,,,VilERT-G519R-86,VilERT-G519R-94,VilERT-G519R-110,VilERT-G519R-112,VilERT-G519R-117,,VilERT-M5B-73,VilERT-M5B-76,VilERT-G519R-89,VilERT-G519R-93,Lrig-M5B-195,Lrig-M5B-196,,,,VilERT-G519R-63,VilERT-G519R-80,VilERT-G519R-83,VilERT-G519R-108,VilERT-G519R-116,,,,Lrig1-M5B-248,Lrig1-M5B-249,Lrig1-M5B-255,Lrig1-M5B-257,,,,H655ALI,H655Lipid,H655
No.,feature,class,Control,Control,Control,Control,Control,Average,iKO,iKO,iKO,iKO,iKO,iKO,Average,"Fold change (log, base 2)",P-value,G519R,G519R,G519R,G519R,G519R,Average,"Fold change (log, base 2)",P-value,Lrig1-D3,Lrig1-D3,Lrig1-D3,Lrig1-D3,Average,"Fold change (log, base 2)",P-value,DGAT-ALI,DGAT-Lipid,"Fold change (log, base 2)"
1107,PS 16:0;0_22:1;0,PS,0.009471339,,,0.01007107,,0.009771204,0.055806384,0.037450926,0.063804587,0.056757601,0.071894568,0.059053246,0.057461219,2.6,0.00,0.031777673,0.028153948,,,0.055327392,0.038419671,2.0,0.08,,0.059669079,0.033407377,0.06071544,0.051263965,2.4,0.04,,,
243,LPA 20:4;0,LPA,,,,,,0,0.002140499,0.001785525,,0.002171027,0.001876333,,0.001993346,Appeared,Up,0.002621291,0.001258333,,,0.001813767,0.001897797,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
1151,PS 16:0;0_22:4;0,PS,,0.092133682,,,0.029695568,0.060914625,0.054362486,0.064873333,0.082296155,0.082493701,0.064659132,0.090170508,0.073142552,0.3,0.52,0.090564918,0.062984398,0.070769448,0.090313825,0.079017275,0.078729973,0.4,0.39,0.105227909,0.116472754,0.120724014,0.180450135,0.130718703,1.1,0.09,,,
1152,PS 16:0;0_22:5;0,PS,0.002261852,0.004236316,0.003951348,0.002975501,0.001832231,0.003051449,0.005095317,0.006609068,0.010023498,0.002953347,0.003467354,0.006503998,0.00577543,0.9,0.05,0.00308713,0.003285088,0.003673421,0.002718935,0.003829865,0.003318888,0.1,0.61,0.003976452,0.015326211,0.005357396,0.007539039,0.008049775,1.4,0.07,,,
1153,PS 16:0;0_22:6;0,PS,0.004065466,0.006223916,0.00362839,0.002825985,0.002625441,0.00387384,0.015994376,0.016481478,0.037373235,0.011927538,0.007814403,0.013949655,0.017256781,2.2,0.02,0.00825231,0.012511616,0.013088793,0.011820993,0.012893962,0.011713535,1.6,0.00,0.004176624,0.028025114,0.007263691,0.011251478,0.012679227,1.7,0.10,,0.005600217,#DIV/0!
1078,PI 17:0;0_22:4;0,PI,,,,,,0,,,0.002592971,,,,0.002592971,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
1236,PS 16:0;0_24:2;0,PS,0.000656037,0.003132041,,,0.001662754,0.001816944,,0.002028523,,,,0.005023339,0.003525931,1.0,0.32,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
178,PS 16:1;0_18:0;0,PS,0.008319657,0.009707034,0.007478012,,0.005738034,0.007810684,0.048904807,0.039905122,0.041722389,0.027577819,0.036728271,0.035340145,0.038363092,2.3,0.00,0.016109771,0.014783674,0.015392804,0.026123752,0.036121602,0.02170632,1.5,0.02,0.009903593,0.03916913,0.018000871,0.027524018,0.023649403,1.6,0.05,0.186953573,0.154893657,-0.3
1157,PS 16:1;0_18:1;0,PS,0.029907515,0.029104244,0.032819063,0.02594924,0.02442,0.028440012,0.051880903,0.044805788,0.033499474,0.027173537,0.034342071,0.039707905,0.03856828,0.4,0.04,0.021598303,0.017704153,0.014507285,0.014082081,0.016244943,0.016827353,-0.8,0.00,0.025946891,0.048345731,0.056178934,0.03135312,0.040456169,0.5,0.10,0.028472199,,
258,LPC 22:0;0,LPC,,,,,,0,,0.001449705,0.001598763,0.001588718,0.002573295,0.002595703,0.001961237,Appeared,Up,,0.002267485,0.0034066,,0.003934906,0.003202997,#DIV/0!,#DIV/0!,,0.004890452,,,0.004890452,#DIV/0!,#DIV/0!,,,
384,PS 16:1;0_20:0;0,PS,0.002603284,,,,0.004357389,0.003480337,0.025358976,0.016488464,0.016890607,0.013728877,0.028960684,0.029074328,0.021750323,2.6,0.01,0.006403696,0.006244918,0.004957272,0.009122092,0.020732352,0.009492066,1.4,0.27,0.008538547,0.021873746,0.010103526,0.026417622,0.01673336,2.3,0.12,0.044137199,,
525,PC 20:2;0_22:6;0,PC,,,,,,0,,,,0.002553888,,,0.002553888,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
655,PS 16:1;0_20:2;0,PS,0.003325132,0.005390832,0.003111815,0.002668115,0.003616612,0.003622501,0.01174358,0.010158378,0.007135129,0.007551729,0.010072867,0.012408809,0.009845082,1.4,0.00,0.004027324,0.003829385,0.003320209,0.004010051,0.009872559,0.005011906,0.5,0.32,0.003040134,0.007872941,0.004320594,0.007956642,0.005797578,0.7,0.12,0.004437259,0.002824246,-0.7
704,PS 16:1;0_20:3;0,PS,0.002775166,0.002753689,0.001060638,0.001493852,0.001176368,0.001851943,0.008813699,0.010443833,0.010831514,0.007759489,0.010295954,0.009542101,0.009614432,2.4,0.00,0.003440554,0.003979345,,,0.005984069,0.004467989,1.3,0.01,0.001910967,0.008928773,0.00432875,,0.005056164,1.4,0.09,,,
567,PC O-16:2;0/20:2;0,PC O-,,,,,,0,,,0.002838185,0.001581519,,0.001396428,0.00193871,Appeared,Up,,0.000868135,0.000662797,0.001824445,0.002551965,0.001476835,#DIV/0!,#DIV/0!,,0.002018711,,,0.002018711,#DIV/0!,#DIV/0!,0.013731369,0.012288914,-0.2
1164,PS 16:1;0_22:0;0,PS,0.001877415,,,,0.001873563,0.001875489,0.0119031,0.010681879,0.008123441,,0.006885452,0.007363615,0.008991497,2.3,0.01,0.000812059,,0.005655375,0.003898441,0.003782935,0.003537202,0.9,0.33,0.002128072,0.011191859,0.001146169,0.003576304,0.004510601,1.3,0.48,0.018175063,0.012997796,-0.5
220,PS 16:1;0_22:1;0,PS,,0.002201162,0.003797533,,0.003829791,0.003276162,0.020009249,0.014771943,0.011507786,0.01178973,0.018350842,0.023745625,0.016695863,2.3,0.00,0.008181383,0.006723872,0.004346202,0.003342819,0.01810734,0.008140323,1.3,0.22,,0.015555547,0.006442147,0.010872607,0.010956767,1.7,0.05,0.018737802,0.012259622,-0.6
546,PC O-16:0;0/24:4;0,PC O-,,,,,,0,,,0.002541077,,,,0.002541077,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
1167,PS 16:1;0_22:4;0,PS,0.006825735,,,0.003536622,0.002861678,0.004408012,0.008664153,0.013890419,0.017404616,0.007590818,0.00906875,0.012431335,0.011508348,1.4,0.02,0.00588429,0.008835143,,,0.007392998,0.00737081,0.7,0.12,0.005012015,0.016914683,0.008094341,0.007803526,0.009456141,1.1,0.18,,,
1168,PS 16:1;0_22:5;0,PS,0.001207174,,,0.000514775,,0.000860974,0.003032652,0.002800172,0.005328342,0.002550318,0.001829201,0.002431122,0.002995301,1.8,0.06,0.001752158,0.004252981,0.005633634,0.003171828,0.002669545,0.003496029,2.0,0.07,,0.003475092,,,0.003475092,2.0,#DIV/0!,0.001490932,0.0008775,-0.8
1216,PS 18:1;0_19:1;0,PS,,,,,,0,,,0.002421064,0.002589606,,,0.002505335,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
1263,PS 20:0;0_22:4;0,PS,,,,,,0,,0.000966405,0.002502166,0.002825422,,0.00103477,0.001832191,Appeared,Up,,,,,0.006442888,0.006442888,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
837,PE O-17:0;0/19:1;0,PE O-,,,,,,0,0.002128789,0.001211777,0.001596815,0.001481134,0.00182419,0.002718125,0.001826805,Appeared,Up,0.001574073,0.001513048,0.014949323,0.003473124,0.001361902,0.004574294,#DIV/0!,#DIV/0!,,0.001651108,,,0.001651108,#DIV/0!,#DIV/0!,,,
1169,PS 16:1;0_24:0;0,PS,,,,,,0,0.000921415,0.001656791,,,0.002853414,0.001810903,0.001810631,Appeared,Up,0.000453585,,,,0.002270757,0.001362171,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.004479882,#DIV/0!
984,PG 18:0;0_22:5;0,PG,,,,,,0,,,0.002500059,,,,0.002500059,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
1133,PS 14:0;0_18:0;0,PS,,,,,,0,0.002613055,0.00171149,0.00130585,,0.0013559,0.00194109,0.001785477,Appeared,Up,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.00267826,,,0.00267826,#DIV/0!,#DIV/0!,,,
167,DAG 18:1;0_22:3;0,DAG,,,,,,0,,,0.002327119,,0.002636963,,0.002482041,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
264,LPC O-18:1;0,LPC O-,,,,,,0,,,0.002391837,,,,0.002391837,NA,NA,,,,,0.002658606,0.002658606,#DIV/0!,#DIV/0!,,0.027607199,,,0.027607199,#DIV/0!,#DIV/0!,,0.003461312,#DIV/0!
318,LPI 22:5;0,LPI,,,,,,0,0.001929696,0.001649502,,,,0.001628669,0.001735956,Appeared,Up,,0.001038268,,,0.001214242,0.001126255,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
1387,TAG 57:6;0,TAG,,,,,,0,,,0.002355133,,,,0.002355133,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.004088182,,,,0.004088182,#DIV/0!,#DIV/0!,0.005469677,,
300,PS 17:0;0_18:1;0,PS,0.004664038,0.01192511,,,0.004983676,0.007190941,0.028169668,0.02954183,0.034780919,0.033417355,0.028140955,,0.030810145,2.1,0.00,0.01473841,,,,,0.01473841,1.0,#DIV/0!,0.010574124,0.029337241,0.014151522,,0.018020962,1.3,0.16,0.08557736,0.087971608,0.0
1180,PS 17:0;0_18:2;0,PS,0.014905621,0.02410739,0.014640045,0.016532041,0.012069458,0.016450911,0.010010342,0.007616356,,0.008874048,,,0.008833582,-0.9,0.03,0.008637501,,0.006583121,,,0.007610311,-1.1,0.05,,0.014737923,0.019527738,,0.017132831,0.1,0.86,,,
519,PC 20:2;0_20:2;0,PC,,,,,,0,,0.002045002,0.001418474,,,0.001704348,0.001722608,Appeared,Up,,,,0.002923072,0.00344307,0.003183071,#DIV/0!,#DIV/0!,0.002826761,,,,0.002826761,#DIV/0!,#DIV/0!,0.053478636,0.009196515,-2.5
192,DAG 18:3;0_20:3;0,DAG,,,,,,0,0.001790443,0.001446452,,,0.00190175,0.001319508,0.001614538,Appeared,Up,,0.001093167,0.00132306,0.001605383,,0.001340537,#DIV/0!,#DIV/0!,,0.001933374,0.001231254,,0.001582314,#DIV/0!,#DIV/0!,,,
1183,PS 17:0;0_20:2;0,PS,,0.00021362,,,,0.00021362,0.00019985,,0.000136676,,,,0.000168263,-0.3,#DIV/0!,0.007746535,,,,,0.007746535,5.2,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.007647048,0.005726089,-0.4
1184,PS 17:0;0_20:3;0,PS,0.003139175,,,,,0.003139175,,0.000880695,0.006925565,,,,0.00390313,0.3,#DIV/0!,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
1139,PS 15:0;0_22:4;0,PS,,,,,,0,,,,,0.002348381,,0.002348381,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.002596605,,,0.002596605,#DIV/0!,#DIV/0!,,,
1186,PS 17:1;0_18:0;0,PS,0.001823073,,,,,0.001823073,0.004679126,,,,0.006317344,,0.005498235,1.6,#DIV/0!,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,0.00264687,,0.00264687,0.5,#DIV/0!,,0.016078985,#DIV/0!
940,PG 14:0;0_18:1;0,PG,,,,,,0,0.001892786,0.001454393,,,0.00158247,0.00145454,0.001596047,Appeared,Up,,,0.001975787,,0.001741673,0.00185873,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.004408837,#DIV/0!
313,LPI 20:2;0,LPI,,,,,,0,0.001894377,0.001508265,,,0.001494628,0.001475221,0.001593122,Appeared,Up,,,,,0.002011391,0.002011391,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.004798094,0.004741804,0.0
1110,PI 18:1;0_22:2;0,PI,,,,,,0,0.002321628,,,,,,0.002321628,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
55,PS 18:0;0_18:1;0,PS,0.559086875,0.702190799,0.44915805,0.395832657,0.466563531,0.514566382,2.354169647,2.382652365,2.674907721,2.31456067,2.543228161,2.01158446,2.380183837,2.2,0.00,1.28931206,1.39713239,1.217774214,1.732506684,2.316178864,1.590580842,1.6,0.00,0.799539956,2.092284732,1.195476784,1.755240041,1.460635378,1.5,0.01,5.061625442,4.265828635,-0.2
1191,PS 18:0;0_18:2;0,PS,1.948689729,2.184637385,1.760121768,1.689188323,1.576124531,1.831752347,1.085984876,0.957726724,0.835137742,0.722352832,0.702789589,1.004083052,0.884679136,-1.0,0.00,0.849358786,0.651620265,0.6104793,0.521789305,0.627454242,0.652140379,-1.5,0.00,1.83015936,1.916414391,2.189029267,1.386501848,1.830526217,0.0,1.00,0.140138195,0.116824359,-0.3
1192,PS 18:0;0_18:3;0,PS,0.017634691,0.021640016,0.014570708,0.013728532,0.013285183,0.016171826,0.01841685,0.013850876,0.007513756,0.007017758,0.005529955,0.009647142,0.01032939,-0.6,0.05,0.005613532,0.00411091,0.00388483,0.00380032,0.0088995,0.005261819,-1.6,0.00,0.010253243,0.020366444,0.014070349,0.014987797,0.014919458,-0.1,0.64,0.001270006,0.000917379,-0.5
1279,PS 20:3;0_22:1;0,PS,,,,,,0,0.000795556,0.001423158,0.001901257,0.001499393,0.002401521,0.00139446,0.001569224,Appeared,Up,,0.001802985,,,0.004593917,0.003198451,#DIV/0!,#DIV/0!,,0.001281501,,,0.001281501,#DIV/0!,#DIV/0!,,,
1401,TAG 59:10;0,TAG,,,,,,0,,,0.002304969,,,,0.002304969,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
369,PC 14:0;0_22:5;0,PC,,,,,,0,,,0.002254149,,,,0.002254149,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
352,PS 18:0;0_20:1;0,PS,0.003900387,0.009943132,0.006366325,0.00226775,0.007620953,0.006019709,0.020111291,0.024412479,0.017895661,0.014646376,0.022268436,0.016013732,0.019224662,1.7,0.00,0.004573945,0.00806808,0.014198211,0.012944013,0.020792212,0.012115292,1.0,0.08,0.012299624,0.011842566,0.006222417,0.015247227,0.011402958,0.9,0.05,0.03332851,0.051584101,0.6
1128,PS 18:0;0_20:2;0,PS,0.019917458,0.02125291,0.013427862,0.014113211,0.016001697,0.016942628,0.065930225,0.054824452,0.065913353,0.045194289,0.048992556,0.063154132,0.057334835,1.8,0.00,0.034383923,0.033436439,0.023773081,0.017980357,0.04744262,0.031403284,0.9,0.03,0.024769794,0.082089663,0.032511735,0.041190851,0.045140511,1.4,0.04,0.429146278,0.348278548,-0.3
1106,PS 18:0;0_20:3;0,PS,0.2037631,0.3194123,0.186517235,0.167322848,0.170555204,0.209514138,0.515826886,0.516752142,0.691373428,0.378929052,0.404517333,0.513683791,0.503513772,1.3,0.00,0.254994459,0.361392002,0.247962141,0.229504637,0.431962544,0.305163156,0.5,0.08,0.254832923,0.77453984,0.30317023,0.555064664,0.471901914,1.2,0.05,0.204074311,0.129961516,-0.7
1199,PS 18:0;0_20:4;0,PS,0.254902408,0.387009021,0.194816859,0.212895159,0.205880126,0.251100715,0.297772709,0.561556001,1.391020095,0.402132665,0.37434972,0.625139249,0.60866174,1.3,0.08,0.469608804,0.59603512,0.385859064,0.399797053,0.624683257,0.49519666,1.0,0.00,0.438650809,1.257130167,0.537627089,0.604322018,0.709432521,1.5,0.03,,,
1200,PS 18:0;0_20:5;0,PS,0.018014112,0.01918473,0.022001984,0.019650676,0.012336769,0.018237654,0.008096639,0.009985013,0.010339475,0.003030768,0.005206602,0.007399696,0.007343032,-1.3,0.00,0.006479467,0.005719302,0.005935984,0.003279832,0.005059963,0.00529491,-1.8,0.00,0.01981151,0.032619721,0.023978764,,0.025469998,0.5,0.08,,,
75,DAG 14:0;0_20:3;0,DAG,,,,,,0,,,,,0.002156072,,0.002156072,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
49,PS 18:0;0_22:1;0,PS,0.003980944,,,0.004222613,0.006238388,0.004813982,0.020767078,0.016771539,0.033242588,0.040980375,,0.02906425,0.028165166,2.5,0.01,0.022802004,0.030821468,0.021104481,0.028000729,0.054409966,0.03142773,2.7,0.02,0.011892717,0.021068853,0.020310541,0.045288236,0.024640087,2.4,0.07,0.019516648,0.02447094,0.3
823,PE O-16:1;0/24:6;0,PE O-,,,,,,0,,0.002122434,,,,,0.002122434,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
1204,PS 18:0;0_22:3;0,PS,0.004403154,,,,,0.004403154,,0.017412424,0.041565913,,,,0.029489169,2.7,#DIV/0!,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.014719011,0.015303308,0.1
1205,PS 18:0;0_22:4;0,PS,0.044379196,0.066932328,0.030833391,0.02894886,0.018219693,0.037862694,0.069082432,0.14166271,0.416114434,0.088171072,0.039739648,0.150630639,0.150900156,2.0,0.10,0.034176764,0.097871647,0.073014992,0.072592023,0.157440225,0.08701913,1.2,0.06,0.045506436,0.383914253,0.052331392,0.15638816,0.15953506,2.1,0.13,0.008887542,0.011526995,0.4
1206,PS 18:0;0_22:5;0,PS,0.096479362,0.178324775,0.078796164,0.106706424,0.055293269,0.103119999,,0.250340103,0.540244518,0.18922982,,0.197994167,0.294452152,1.5,0.04,0.12412147,0.202472304,0.172439072,0.125882648,0.266526021,0.178288303,0.8,0.06,0.10675287,0.584336824,0.139676465,0.258812592,0.272394688,1.4,0.13,,,
1207,PS 18:0;0_22:6;0,PS,0.611376371,0.562014622,0.518005701,0.370556679,0.465616979,0.505514071,0.995210883,1.028403493,1.638701644,0.861644494,0.734215584,1.04474808,1.050487363,1.1,0.00,0.606457559,1.076052469,1.020637398,0.600188054,1.039498305,0.868566757,0.8,0.01,0.53967051,1.531840475,0.741209455,0.973998168,0.946679652,0.9,0.06,0.087369885,0.195089674,1.2
563,PC O-16:2;0/16:0;0,PC O-,,,,,,0,,0.002031832,,,,,0.002031832,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.069817622,0.031424367,-1.2
1125,PI 20:0;0_20:3;0,PI,,,,,,0,0.002174409,0.00180113,,,,,0.00198777,NA,NA,,,,,0.002463036,0.002463036,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
1026,PG 20:4;0_20:5;0,PG,,,,,,0,,0.00194384,,,,,0.00194384,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,0.003923998,,0.003923998,#DIV/0!,#DIV/0!,,,
499,PC 18:3;0_18:3;0,PC,,,,,,0,,,,,,0.001885637,0.001885637,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
273,PS 18:1;0_18:1;0,PS,0.022050771,0.031733999,0.031380557,0.020106564,0.022336989,0.025521776,0.112672593,0.09425421,0.113086801,0.082501766,0.134368775,0.118254691,0.109189806,2.1,0.00,0.071389058,0.079723244,0.067691801,0.078554661,0.141702791,0.087812311,1.8,0.00,0.041359332,0.082647018,0.047493601,0.09669111,0.067047765,1.4,0.01,0.322081639,0.223752435,-0.5
1213,PS 18:1;0_18:2;0,PS,0.030656788,0.045604508,0.029559178,0.031041057,0.023791355,0.032130577,0.046988286,0.036046695,0.035738276,0.032760524,0.032723027,0.038222226,0.037079839,0.2,0.25,0.021635032,0.02178959,0.02490476,0.024402859,0.039932953,0.026533039,-0.3,0.29,0.026006216,0.046428259,0.030790383,0.038354913,0.035394943,0.1,0.58,0.034194046,0.016227919,-1.1
375,PC 15:0;0_20:1;0,PC,,,,,,0,,,,,0.001876634,,0.001876634,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
244,LPC 14:0;0,LPC,,,,,,0,0.001699328,0.001114393,,,,0.001373973,0.001395898,Appeared,Up,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,0.005468631,,,0.005468631,#DIV/0!,#DIV/0!,,,
337,PA 16:1;0_18:1;0,PA,,,,,,0,,0.001787238,,,,,0.001787238,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.025304937,0.018593092,-0.4
329,PS 18:1;0_20:0;0,PS,0.005284638,0.012320568,0.011425185,0.003249816,0.010436702,0.008543382,0.039359891,0.051909469,0.043807097,0.034339371,0.06372373,0.037457218,0.045099463,2.4,0.00,0.010934792,0.022350443,0.040359496,0.04582656,0.061426792,0.036179617,2.1,0.02,0.017827652,0.020867659,0.0107298,0.032241393,0.020416626,1.3,0.03,0.184147507,0.186158028,0.0
897,PS 18:1;0_20:1;0,PS,0.005873194,0.006669774,0.007651919,0.004366357,0.005313733,0.005974996,0.041476849,0.026291647,0.035935314,0.028250887,0.039397503,0.038275302,0.034937917,2.5,0.00,0.019183934,0.022639658,0.015619257,0.017748264,0.043483146,0.023734852,2.0,0.01,0.008400435,0.029621824,0.011793445,0.02685611,0.019167954,1.7,0.03,0.171336422,0.146296867,-0.2
1219,PS 18:1;0_20:2;0,PS,0.028386921,,,,,0.028386921,0.131735665,0.068652243,0.119243302,0.110409565,0.133271443,0.097620633,0.110155475,2.0,#DIV/0!,0.09128369,0.095107445,0.075590499,0.10074849,0.164783375,0.1055027,1.9,#DIV/0!,,0.103379413,0.081021199,,0.092200306,1.7,#DIV/0!,0.13327811,0.105165189,-0.3
425,PS 18:1;0_20:3;0,PS,0.022110262,0.029175893,0.031206781,0.028136546,0.029019541,0.027929805,0.066995881,0.040788123,0.087295273,0.056549518,0.075543374,0.070345014,0.066252864,1.2,0.00,0.068277137,0.071713514,0.060279922,0.087854542,0.124640828,0.082553188,1.6,0.00,0.034320729,0.073639206,0.044735084,0.073003524,0.056424636,1.0,0.02,,,
1221,PS 18:1;0_20:4;0,PS,0.010613638,0.013387181,0.016151483,0.012304031,0.008730912,0.012237449,0.011987531,0.012424782,0.029833291,0.009155685,0.011191637,0.014733199,0.014887688,0.3,0.48,0.010955768,0.013917137,0.01532177,0.014648737,0.017954401,0.014559563,0.3,0.21,0.013457541,0.031426957,0.014772688,0.019835293,0.01987312,0.7,0.09,,,
713,PS 18:1;0_20:5;0,PS,0.002527724,0.002687742,0.002087735,0.001379688,0.001550845,0.002046747,0.009312497,0.008867157,,0.006754133,0.005156352,0.006777825,0.007373593,1.8,0.00,0.004742927,0.009061981,0.008419691,0.009464006,0.008484493,0.008034619,2.0,0.00,0.001930937,0.008744573,0.00312397,0.00548235,0.004820457,1.2,0.08,0.016849152,0.012318905,-0.5
485,PS 18:1;0_22:0;0,PS,0.009809684,0.017462069,,0.00333308,0.003418084,0.008505729,0.080515416,0.082295937,0.086358202,0.049571658,0.131885048,0.062963256,0.08226492,3.3,0.00,0.011998142,0.040808154,0.042770022,0.037205921,0.058631192,0.038282686,2.2,0.01,0.00401781,0.066692883,0.008704192,0.02450597,0.025980214,1.6,0.28,0.123589485,0.107814837,-0.2
446,PS 18:1;0_22:1;0,PS,0.001628565,0.004006063,,0.002219298,0.002437358,0.002572821,0.010059745,0.008716725,0.016573078,0.023580752,0.024704469,0.014552597,0.016364561,2.7,0.00,0.015874034,0.02045645,0.012005561,0.016366949,0.045937831,0.022128165,3.1,0.03,0.004749528,0.005837377,0.00884422,0.028939799,0.012092731,2.2,0.15,0.103647283,0.10080099,0.0
183,DAG 18:2;0_22:2;0,DAG,,,,,,0,,,0.00148666,0.002064259,,,0.00177546,NA,NA,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
1226,PS 18:1;0_22:3;0,PS,,,0.006474777,,0.002833007,0.004653892,0.011604032,0.008589353,0.015054394,0.009273061,0.009182288,,0.010740626,1.2,0.04,0.005505163,,,0.010491994,0.021047701,0.012348286,1.4,0.29,,0.011702694,,0.016387809,0.014045252,1.6,0.09,,,
866,PS 18:1;0_22:4;0,PS,0.038127213,0.051572393,0.04227155,,0.022667541,0.038659674,,0.10688352,0.110900292,0.076633516,,0.086502355,0.095229921,1.3,0.00,0.054516745,0.054129115,0.054418323,0.052647183,0.085110794,0.060164432,0.6,0.05,0.046503866,0.108420659,0.049853561,0.104052243,0.077207582,1.0,0.07,,,
145,PS 18:1;0_22:5;0,PS,,0.033033847,0.037328304,,0.030165825,0.033509326,0.079085618,0.080009135,0.093460323,0.074989828,0.077061544,0.08870396,0.082218401,1.3,0.00,0.050203814,0.083039054,0.072241166,0.086823789,0.111648707,0.080791306,1.3,0.01,0.035787963,0.07134153,0.051641704,0.070711064,0.057370565,0.8,0.07,0.080859344,0.121040505,0.6
1229,PS 18:1;0_22:6;0,PS,,0.009462905,,,,0.009462905,,,0.036467375,,,0.013851489,0.025159432,1.4,#DIV/0!,,0.024748583,0.018854939,0.016173683,0.028878279,0.022163871,1.2,#DIV/0!,,0.027282005,0.010276793,0.027764831,0.021774543,1.2,#DIV/0!,,,
968,PG 16:1;0_22:1;0,PG,,,,,,0,0.001672413,0.001227126,0.001030373,,,,0.001309971,Appeared,Up,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,
1231,PS 18:1;0_24:0;0,PS,0.008894512,,,,,0.008894512,0.059222028,0.050703699,0.044138543,0.037436576,0.070747588,0.062480334,0.054121461,2.6,#DIV/0!,0.025207427,0.038077153,0.029748269,0.028531325,0.056735356,0.035659906,2.0,#DIV/0!,,0.058844715,0.017905082,0.048111561,0.041620453,2.2,#DIV/0!,0.117803137,0.136818272,0.2
