Sample Name,PosMSMSALL-CAS9-A,PosMSMSALL-CAS9-A,PosMSMSALL-CAS9-B,PosMSMSALL-CAS9-B,PosMSMSALL-CAV_A,PosMSMSALL-CAV_A,PosMSMSALL-CAV_B,PosMSMSALL-CAV_B,PosMSMSALL-CAVIN_A,PosMSMSALL-CAVIN_A,PosMSMSALL-CAVIN_B,PosMSMSALL-CAVIN_B,PosMSMSALL-CERS2_mg-A,PosMSMSALL-CERS2_mg-A,PosMSMSALL-CERS2_mg-B,PosMSMSALL-CERS2_mg-B,PosMSMSALL-CERS2-1g_A,PosMSMSALL-CERS2-1g_A,PosMSMSALL-CERS2-1g_B,PosMSMSALL-CERS2-1g_B,PosMSMSALL-CERS5-A,PosMSMSALL-CERS5-A,PosMSMSALL-CERS5-B,PosMSMSALL-CERS5-B,PosMSMSALL-Flot2-A,PosMSMSALL-Flot2-A,PosMSMSALL-Flot2-B,PosMSMSALL-Flot2-B,PosMSMSALL-RAJU-Blank,PosMSMSALL-RAJU-Blank,PosMSMSALL-SPTLC_A,PosMSMSALL-SPTLC_A,PosMSMSALL-SPTLC_B,PosMSMSALL-SPTLC_B,PosMSMSALL-UGCG-A,PosMSMSALL-UGCG-A,PosMSMSALL-UGCG-B,PosMSMSALL-UGCG-B,PosMSMSALL-WT_A,PosMSMSALL-WT_A,PosMSMSALL-WT_B,PosMSMSALL-WT_B
GD3 38:3;2 (LCB 18:0;2-H2O),80.9937,68,54,54,81,94.9926,99.596,117.2663,101,61,54,41,47,68,68,54,88,54,97.9726,63.39,68,88,47,108,27,41,68,68,0,0,47,41,54,47,53.1106,65.4482,60.9797,67.9831,95,74,68,61
GD3 37:1;3 (LCB 18:0;2-2H2O),453.6831,321.1377,493.8311,393.3426,90.2002,298.0379,239.4224,193.4596,198.8495,221.9815,213.7054,281.4851,164.6365,281.2196,130.8123,290.4123,206.2916,193.6254,146.5538,139.179,323.2568,195.7012,161.5838,118.3237,193.8335,135.6337,179.8288,197.6938,0,0,263.3457,251.2096,349.4137,270.1942,384.8108,285.9424,368.9904,359.9481,314.9227,252.9195,298.8604,270.0115
"GD3 36:2;4 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",41,34,34,7,48.4342,0,0,0,34.3845,33.8947,0,0,33.1409,48.8559,48.3647,41.2634,0,0,0,0,27,0,21.3794,35.2902,74.3275,84.9812,0,27,0,0,34,0,27,0,53.2975,81.332,0,0,0,0,0,0
GD3 37:0;3 (LCB 18:0;2-H2O),63.6457,54.7525,93.5532,37.6313,57.5092,66.0756,15.5222,75.0365,69.9994,31.95,0,54.5304,44.8366,0,13.5641,33.8077,14.589,34.9496,56.5639,56.9433,47.711,37.1864,40.3883,60.2194,27.3251,0,18.1215,45.2034,0,0,37.6184,69.5046,30.9167,39.1692,60.2247,56.0843,96.7983,86.4485,41.1715,71.7641,24.7785,87.1089
GD3 36:0;4 (LCB 18:0;2-H2O),16.2437,1.605,0,42.891,158.8612,123.7477,310.4056,171.912,0,16.6986,9.2389,0,17.344,20.5641,18.8697,47.1696,0,0,394.9869,497.8672,0,0,0,0,0,3.6906,3.0963,0,0,0,0,0,0,0,17.7597,0,0,22.0601,0,0,42.6501,0
"GD3 39:3;2 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",21.6962,0,29.6017,0,0,0,26.5726,33.9912,0,22.557,0,0,35.6283,55.5422,81.6838,41.6415,0,0,19.5037,0,0,0,0,0,0,21.9367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GD3 38:3;3 (LCB 18:0;2-H2O),12.1246,24.9663,0,0,18.3228,14.9038,19.9944,0,0,43.0998,0,0,0,0,34.4831,18.5424,0,0,20.8008,28.4082,0,0,0,32.8892,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9104,28.201,17.5148,0,15.7113
GD3 38:0;3 (LCB 18:0;2-H2O),49.188,0,0,43.7158,18.6558,0,57.809,17.844,0,3.5875,0,0,26.7725,0,0,26.5675,0,0,0,15.2849,0,0,0,0,0,0,0,26.9198,0,0,0,33.8767,0,0,40.7376,33.4959,33.8283,41.4301,0,0,0,0
GD3 38:0;3 (LCB 18:0;2-2H2O),26.5539,0,0,6.6133,0,20.717,0,0,33.8045,0,0,0,10.3756,33.7235,0,0,0,0,0,0,0,0,0,0,23.8404,67.4874,0,0,0,0,0,0,26.6564,0,53.6216,33.7189,26.6372,0,0,0,0,0
"GD3 38:0;3 (LCB 18:1;2-H2O,LCB 18:0;3-2H2O)",21.0874,4.1335,17.0334,0,0,0,0,0,0,36.5584,21.5157,0,0,33.535,45.0695,0,0,29,0,0,0,0,33.3865,35.6432,47.9809,0,0,35.9911,0,7,0,15.585,13.9911,64.9521,10.3403,36.9848,7,0,0,0,0,0
